Parameter,0,1,2,3,4
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unmatched_applicants,396.0,396.0,396.0,396.0,396.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.0,28.76
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.742857142857144
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.86857142857143
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.845714285714287
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.874285714285715
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.81714285714286
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.765714285714285
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.708571428571428
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.84
reviews_per_program,29.085714285714285,29.085714285714285,29.085714285714285,29.085714285714285,28.914285714285715
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9963163064833006
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9887033398821218
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9963163064833006
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9948428290766208
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9960707269155207
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9980353634577603
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.993614931237721
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9968074656188605
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9968074656188605
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9987721021611002
pct_interview_given_nosignal,0.9781925343811395,0.9693025540275049,0.9639816633922724,0.9277996070726916,0.8654223968565815
pct_interview_given_nosignal,0.9762278978388998,0.9555500982318271,0.9557956777996071,0.9528487229862476,0.8781925343811395
pct_interview_given_nosignal,0.9719056974459725,0.962671905697446,0.9672560576293385,0.925343811394892,0.8870333988212181
pct_interview_given_nosignal,0.9662082514734774,0.9702848722986247,0.954158480681074,0.9454813359528488,0.8968565815324165
pct_interview_given_nosignal,0.974852652259332,0.962426326129666,0.9515389652914211,0.9400785854616895,0.912573673870334
pct_interview_given_nosignal,0.9742632612966601,0.9697937131630648,0.9603798297314997,0.9243614931237721,0.8742632612966601
pct_interview_given_nosignal,0.974656188605108,0.9656188605108055,0.9544859201047806,0.9351669941060904,0.8968565815324165
pct_interview_given_nosignal,0.9644400785854617,0.9607072691552063,0.9495743287491814,0.9258349705304518,0.8664047151277013
pct_interview_given_nosignal,0.9693516699410609,0.9798624754420432,0.952521283562541,0.9307465618860511,0.8919449901768173
pct_interview_given_nosignal,0.974852652259332,0.9616895874263262,0.9544859201047806,0.9258349705304518,0.8978388998035364
pct_interview_given_application,0.9781925343811395,0.9754420432220039,0.9783889980353635,0.9711198428290766,0.9701375245579568
pct_interview_given_application,0.9762278978388998,0.9644400785854617,0.9734774066797642,0.981139489194499,0.9666011787819253
pct_interview_given_application,0.9719056974459725,0.9701375245579568,0.9803536345776032,0.9701375245579568,0.9744597249508841
pct_interview_given_application,0.9662082514734774,0.9762278978388998,0.9724950884086444,0.9781925343811395,0.9752455795677799
pct_interview_given_application,0.974852652259332,0.9699410609037328,0.9709233791748526,0.9760314341846759,0.9793713163064833
pct_interview_given_application,0.9742632612966601,0.9758349705304519,0.9762278978388998,0.9697445972495088,0.9732809430255402
pct_interview_given_application,0.974656188605108,0.9724950884086444,0.9726915520628684,0.9740667976424362,0.9742632612966601
pct_interview_given_application,0.9644400785854617,0.9685658153241651,0.9697445972495088,0.9703339882121808,0.9707269155206287
pct_interview_given_application,0.9693516699410609,0.9838899803536346,0.9715127701375246,0.9722986247544204,0.9758349705304519
pct_interview_given_application,0.974852652259332,0.9693516699410609,0.9726915520628684,0.9703339882121808,0.9785854616895874
pct_of_app_match_via_signal_given_matched,0.0,0.9437299035369775,0.9935691318327974,0.9983922829581994,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9405144694533762,0.9919614147909968,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9292604501607717,0.9839228295819936,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9614147909967846,0.9839228295819936,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9421221864951769,0.9935691318327974,0.9983922829581994,1.0
