Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,681.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,568.0,570.0,574.0,576.0,582.0,582.0,586.0,590.0,599.0,605.0,614.0,620.0,622.0,630.0,633.0,639.0,638.0,638.0,638.0,638.0,648.0,652.0,659.0
unmatched_applicants,678.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,562.0,565.0,570.0,569.0,570.0,574.0,578.0,577.0,582.0,584.0,592.0,604.0,606.0,612.0,620.0,625.0,626.0,633.0,638.0,640.0,638.0,638.0,643.0,648.0,651.0,660.0
unmatched_applicants,682.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,570.0,568.0,571.0,575.0,578.0,582.0,582.0,588.0,597.0,600.0,611.0,614.0,618.0,624.0,627.0,631.0,638.0,638.0,638.0,640.0,638.0,646.0,651.0,654.0
unmatched_applicants,678.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,566.0,568.0,566.0,569.0,574.0,577.0,579.0,583.0,582.0,593.0,602.0,606.0,612.0,620.0,625.0,630.0,634.0,640.0,638.0,640.0,639.0,638.0,644.0,655.0,657.0
unmatched_applicants,676.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,566.0,570.0,575.0,578.0,577.0,582.0,582.0,593.0,600.0,608.0,614.0,620.0,625.0,629.0,631.0,638.0,638.0,641.0,638.0,638.0,641.0,649.0,665.0
unmatched_applicants,677.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,567.0,566.0,569.0,575.0,578.0,581.0,582.0,585.0,592.0,596.0,607.0,611.0,619.0,623.0,628.0,634.0,638.0,638.0,642.0,638.0,642.0,646.0,650.0,661.0
unmatched_applicants,679.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,568.0,570.0,577.0,576.0,580.0,582.0,587.0,588.0,603.0,607.0,613.0,620.0,627.0,630.0,634.0,638.0,638.0,638.0,642.0,638.0,639.0,652.0,662.0
unmatched_applicants,683.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,565.0,566.0,570.0,573.0,579.0,577.0,582.0,585.0,593.0,602.0,609.0,616.0,618.0,624.0,628.0,632.0,638.0,638.0,638.0,641.0,640.0,642.0,646.0,659.0
unmatched_applicants,677.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,567.0,566.0,567.0,574.0,578.0,574.0,582.0,589.0,592.0,602.0,609.0,618.0,619.0,621.0,629.0,633.0,638.0,638.0,638.0,638.0,638.0,639.0,656.0,657.0
unmatched_applicants,679.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,565.0,570.0,567.0,567.0,572.0,579.0,579.0,582.0,585.0,592.0,597.0,610.0,613.0,622.0,622.0,630.0,632.0,638.0,638.0,638.0,638.0,638.0,648.0,646.0,659.0
unfilled_spots,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,12.0,14.0,20.0,20.0,24.0,28.0,37.0,43.0,52.0,58.0,60.0,68.0,71.0,77.0,76.0,76.0,76.0,76.0,86.0,90.0,97.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,8.0,12.0,16.0,15.0,20.0,22.0,30.0,42.0,44.0,50.0,58.0,63.0,64.0,71.0,76.0,78.0,76.0,76.0,81.0,86.0,89.0,98.0
unfilled_spots,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,9.0,13.0,16.0,20.0,20.0,26.0,35.0,38.0,49.0,52.0,56.0,62.0,65.0,69.0,76.0,76.0,76.0,78.0,76.0,84.0,89.0,92.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,4.0,7.0,12.0,15.0,17.0,21.0,20.0,31.0,40.0,44.0,50.0,58.0,63.0,68.0,72.0,78.0,76.0,78.0,77.0,76.0,82.0,93.0,95.0
unfilled_spots,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,13.0,16.0,15.0,20.0,20.0,31.0,38.0,46.0,52.0,58.0,63.0,67.0,69.0,76.0,76.0,79.0,76.0,76.0,79.0,87.0,103.0
unfilled_spots,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,7.0,13.0,16.0,19.0,20.0,23.0,30.0,34.0,45.0,49.0,57.0,61.0,66.0,72.0,76.0,76.0,80.0,76.0,80.0,84.0,88.0,99.0
unfilled_spots,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,15.0,14.0,18.0,20.0,25.0,26.0,41.0,45.0,51.0,58.0,65.0,68.0,72.0,76.0,76.0,76.0,80.0,76.0,77.0,90.0,100.0
unfilled_spots,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,8.0,11.0,17.0,15.0,20.0,23.0,31.0,40.0,47.0,54.0,56.0,62.0,66.0,70.0,76.0,76.0,76.0,79.0,78.0,80.0,84.0,97.0
unfilled_spots,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,12.0,16.0,12.0,20.0,27.0,30.0,40.0,47.0,56.0,57.0,59.0,67.0,71.0,76.0,76.0,76.0,76.0,76.0,77.0,94.0,95.0
unfilled_spots,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,5.0,5.0,10.0,17.0,17.0,20.0,23.0,30.0,35.0,48.0,51.0,60.0,60.0,68.0,70.0,76.0,76.0,76.0,76.0,76.0,86.0,84.0,97.0
reviews_per_program,526.0727272727273,526.0727272727273,400.7090909090909,54.18181818181818,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184
reviews_per_program,526.0727272727273,526.0727272727273,383.1454545454545,78.8,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184
reviews_per_program,526.0727272727273,526.0727272727273,383.1818181818182,79.72727272727273,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184
reviews_per_program,526.0727272727273,526.0727272727273,399.92727272727274,67.01818181818182,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184
reviews_per_program,526.0727272727273,526.0727272727273,399.4909090909091,54.345454545454544,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184
