Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,1037.0,847.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,854.0,854.0,866.0,874.0,893.0,902.0,910.0,920.0,915.0,934.0,947.0,954.0,966.0,975.0,976.0,988.0,1000.0,1006.0
unmatched_applicants,1032.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,852.0,863.0,864.0,884.0,892.0,893.0,906.0,916.0,927.0,931.0,948.0,951.0,964.0,960.0,1000.0,990.0,991.0,999.0
unmatched_applicants,1029.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,849.0,853.0,858.0,868.0,874.0,893.0,904.0,910.0,917.0,929.0,932.0,945.0,956.0,973.0,958.0,997.0,983.0,995.0,1006.0
unmatched_applicants,1034.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,846.0,845.0,862.0,871.0,870.0,874.0,896.0,896.0,902.0,927.0,925.0,939.0,942.0,958.0,952.0,965.0,986.0,1004.0,1001.0,995.0
unmatched_applicants,1031.0,845.0,844.0,844.0,844.0,844.0,844.0,848.0,844.0,855.0,855.0,870.0,862.0,885.0,887.0,898.0,906.0,908.0,927.0,934.0,945.0,958.0,960.0,961.0,999.0,990.0,999.0,1006.0
unmatched_applicants,1041.0,845.0,844.0,844.0,844.0,844.0,844.0,847.0,844.0,844.0,853.0,861.0,865.0,866.0,892.0,908.0,909.0,909.0,923.0,935.0,959.0,950.0,960.0,965.0,988.0,996.0,987.0,994.0
unmatched_applicants,1028.0,844.0,844.0,844.0,844.0,844.0,850.0,844.0,844.0,844.0,850.0,862.0,862.0,880.0,893.0,905.0,912.0,912.0,913.0,934.0,952.0,964.0,958.0,955.0,987.0,989.0,993.0,994.0
unmatched_applicants,1029.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,850.0,853.0,870.0,863.0,869.0,894.0,908.0,911.0,923.0,916.0,936.0,946.0,959.0,955.0,954.0,981.0,981.0,994.0,990.0
unmatched_applicants,1036.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,844.0,845.0,857.0,862.0,858.0,882.0,894.0,904.0,910.0,911.0,924.0,924.0,949.0,955.0,968.0,962.0,992.0,991.0,987.0,999.0
unmatched_applicants,1029.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,846.0,848.0,862.0,871.0,873.0,897.0,910.0,903.0,919.0,925.0,931.0,935.0,951.0,963.0,970.0,984.0,995.0,991.0,989.0
unfilled_spots,193.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,22.0,30.0,49.0,58.0,66.0,76.0,71.0,90.0,103.0,110.0,122.0,131.0,132.0,144.0,156.0,162.0
unfilled_spots,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,20.0,40.0,48.0,49.0,62.0,72.0,83.0,87.0,104.0,107.0,120.0,116.0,156.0,146.0,147.0,155.0
unfilled_spots,185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14.0,24.0,30.0,49.0,60.0,66.0,73.0,85.0,88.0,101.0,112.0,129.0,114.0,153.0,139.0,151.0,162.0
unfilled_spots,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,18.0,27.0,26.0,30.0,52.0,52.0,58.0,83.0,81.0,95.0,98.0,114.0,108.0,121.0,142.0,160.0,157.0,151.0
unfilled_spots,187.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,11.0,26.0,18.0,41.0,43.0,54.0,62.0,64.0,83.0,90.0,101.0,114.0,116.0,117.0,155.0,146.0,155.0,162.0
unfilled_spots,197.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,17.0,21.0,22.0,48.0,64.0,65.0,65.0,79.0,91.0,115.0,106.0,116.0,121.0,144.0,152.0,143.0,150.0
unfilled_spots,184.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,18.0,18.0,36.0,49.0,61.0,68.0,68.0,69.0,90.0,108.0,120.0,114.0,111.0,143.0,145.0,149.0,150.0
unfilled_spots,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,26.0,19.0,25.0,50.0,64.0,67.0,79.0,72.0,92.0,102.0,115.0,111.0,110.0,137.0,137.0,150.0,146.0
unfilled_spots,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,18.0,14.0,38.0,50.0,60.0,66.0,67.0,80.0,80.0,105.0,111.0,124.0,118.0,148.0,147.0,143.0,155.0
unfilled_spots,185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,18.0,27.0,29.0,53.0,66.0,59.0,75.0,81.0,87.0,91.0,107.0,119.0,126.0,140.0,151.0,147.0,145.0
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,304.25786163522014,200.96226415094338,88.52830188679245,68.77987421383648,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,309.3836477987421,212.83018867924528,81.86792452830188,68.59119496855345,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,305.7987421383648,208.27672955974842,76.66666666666667,67.01886792452831,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,311.0691823899371,305.6163522012579,208.46540880503144,91.61006289308176,68.50314465408805,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,302.44025157232704,203.53459119496856,86.45283018867924,67.01886792452831,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,307.57861635220127,214.63522012578616,88.90566037735849,68.63522012578616,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,300.74213836477986,203.57232704402514,86.72327044025157,67.01886792452831,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
reviews_per_program,312.75471698113205,312.75471698113205,312.75471698113205,305.76100628930817,205.55974842767296,80.47798742138365,68.52830188679245,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733
