Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,1219.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,988.0,987.0,999.0,999.0,1010.0,1026.0,1031.0,1038.0,1046.0,1052.0,1057.0,1078.0,1076.0,1079.0,1079.0,1105.0,1103.0,1104.0,1114.0,1137.0,1133.0,1153.0,1130.0,1171.0,1181.0
unmatched_applicants,1210.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,985.0,991.0,1001.0,1003.0,1006.0,1023.0,1025.0,1039.0,1049.0,1047.0,1057.0,1069.0,1077.0,1075.0,1084.0,1116.0,1109.0,1101.0,1119.0,1146.0,1147.0,1141.0,1136.0,1181.0,1173.0
unmatched_applicants,1225.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,988.0,997.0,1006.0,1009.0,1020.0,1025.0,1039.0,1051.0,1047.0,1054.0,1072.0,1079.0,1080.0,1091.0,1104.0,1109.0,1113.0,1111.0,1138.0,1139.0,1128.0,1145.0,1180.0,1189.0
unmatched_applicants,1206.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,987.0,1008.0,997.0,1015.0,1024.0,1028.0,1033.0,1042.0,1051.0,1064.0,1076.0,1082.0,1083.0,1087.0,1100.0,1109.0,1106.0,1103.0,1142.0,1141.0,1139.0,1151.0,1173.0,1185.0
unmatched_applicants,1215.0,981.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,984.0,993.0,999.0,996.0,1017.0,1022.0,1027.0,1040.0,1045.0,1053.0,1060.0,1068.0,1080.0,1078.0,1092.0,1100.0,1103.0,1112.0,1111.0,1146.0,1132.0,1142.0,1151.0,1172.0,1182.0
unmatched_applicants,1212.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,981.0,996.0,999.0,1006.0,1003.0,1024.0,1035.0,1038.0,1047.0,1051.0,1054.0,1080.0,1078.0,1084.0,1086.0,1114.0,1104.0,1100.0,1108.0,1142.0,1149.0,1141.0,1141.0,1162.0,1180.0
unmatched_applicants,1220.0,983.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,985.0,987.0,1003.0,995.0,1012.0,1022.0,1038.0,1038.0,1043.0,1042.0,1059.0,1072.0,1075.0,1082.0,1087.0,1100.0,1118.0,1116.0,1114.0,1141.0,1141.0,1149.0,1145.0,1176.0,1181.0
unmatched_applicants,1219.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,982.0,987.0,1011.0,997.0,1018.0,1026.0,1031.0,1042.0,1043.0,1052.0,1061.0,1080.0,1069.0,1074.0,1082.0,1102.0,1110.0,1100.0,1112.0,1143.0,1141.0,1144.0,1144.0,1183.0,1187.0
unmatched_applicants,1205.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,996.0,1007.0,999.0,1014.0,1017.0,1034.0,1038.0,1040.0,1046.0,1059.0,1073.0,1080.0,1081.0,1086.0,1112.0,1106.0,1109.0,1102.0,1140.0,1145.0,1139.0,1140.0,1185.0,1172.0
unmatched_applicants,1205.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,984.0,995.0,997.0,1011.0,1024.0,1029.0,1031.0,1052.0,1062.0,1056.0,1063.0,1080.0,1073.0,1084.0,1108.0,1096.0,1107.0,1113.0,1147.0,1141.0,1144.0,1144.0,1176.0,1185.0
unfilled_spots,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,18.0,18.0,29.0,45.0,50.0,57.0,65.0,71.0,76.0,97.0,95.0,98.0,98.0,124.0,122.0,123.0,133.0,156.0,152.0,172.0,149.0,190.0,200.0
unfilled_spots,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,20.0,22.0,25.0,42.0,44.0,58.0,68.0,66.0,76.0,88.0,96.0,94.0,103.0,135.0,128.0,120.0,138.0,165.0,166.0,160.0,155.0,200.0,192.0
unfilled_spots,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,16.0,25.0,28.0,39.0,44.0,58.0,70.0,66.0,73.0,91.0,98.0,99.0,110.0,123.0,128.0,132.0,130.0,157.0,158.0,147.0,164.0,199.0,208.0
unfilled_spots,225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,27.0,16.0,34.0,43.0,47.0,52.0,61.0,70.0,83.0,95.0,101.0,102.0,106.0,119.0,128.0,125.0,122.0,161.0,160.0,158.0,170.0,192.0,204.0
unfilled_spots,234.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,18.0,15.0,36.0,41.0,46.0,59.0,64.0,72.0,79.0,87.0,99.0,97.0,111.0,119.0,122.0,131.0,130.0,165.0,151.0,161.0,170.0,191.0,201.0
unfilled_spots,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,18.0,25.0,22.0,43.0,54.0,57.0,66.0,70.0,73.0,99.0,97.0,103.0,105.0,133.0,123.0,119.0,127.0,161.0,168.0,160.0,160.0,181.0,199.0
unfilled_spots,239.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,22.0,14.0,31.0,41.0,57.0,57.0,62.0,61.0,78.0,91.0,94.0,101.0,106.0,119.0,137.0,135.0,133.0,160.0,160.0,168.0,164.0,195.0,200.0
unfilled_spots,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,30.0,16.0,37.0,45.0,50.0,61.0,62.0,71.0,80.0,99.0,88.0,93.0,101.0,121.0,129.0,119.0,131.0,162.0,160.0,163.0,163.0,202.0,206.0
unfilled_spots,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,26.0,18.0,33.0,36.0,53.0,57.0,59.0,65.0,78.0,92.0,99.0,100.0,105.0,131.0,125.0,128.0,121.0,159.0,164.0,158.0,159.0,204.0,191.0
unfilled_spots,224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,14.0,16.0,30.0,43.0,48.0,50.0,71.0,81.0,75.0,82.0,99.0,92.0,103.0,127.0,115.0,126.0,132.0,166.0,160.0,163.0,163.0,195.0,204.0
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,338.22641509433964,131.85534591194968,60.339622641509436,67.01886792452831,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
reviews_per_program,402.1132075471698,402.1132075471698,402.1132075471698,333.937106918239,112.89308176100629,58.094339622641506,67.01886792452831,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564
