Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,1336.0,1043.0,1035.0,1035.0,1035.0,1035.0,1043.0,1056.0,1048.0,1071.0,1088.0,1113.0,1121.0,1124.0,1137.0,1156.0,1189.0,1192.0,1202.0,1224.0,1262.0,1264.0,1283.0,1270.0
unmatched_applicants,1331.0,1041.0,1035.0,1035.0,1035.0,1036.0,1042.0,1054.0,1057.0,1081.0,1095.0,1103.0,1128.0,1136.0,1146.0,1151.0,1183.0,1210.0,1202.0,1203.0,1259.0,1265.0,1265.0,1265.0
unmatched_applicants,1341.0,1038.0,1035.0,1035.0,1035.0,1035.0,1037.0,1052.0,1052.0,1068.0,1093.0,1114.0,1120.0,1130.0,1156.0,1153.0,1190.0,1200.0,1202.0,1211.0,1243.0,1257.0,1272.0,1250.0
unmatched_applicants,1331.0,1042.0,1035.0,1036.0,1035.0,1035.0,1041.0,1051.0,1044.0,1072.0,1093.0,1105.0,1125.0,1134.0,1142.0,1160.0,1184.0,1200.0,1204.0,1214.0,1261.0,1257.0,1267.0,1268.0
unmatched_applicants,1343.0,1044.0,1035.0,1037.0,1035.0,1035.0,1044.0,1054.0,1055.0,1077.0,1083.0,1108.0,1123.0,1131.0,1154.0,1155.0,1185.0,1203.0,1206.0,1208.0,1253.0,1268.0,1254.0,1271.0
unmatched_applicants,1330.0,1039.0,1035.0,1035.0,1035.0,1035.0,1045.0,1052.0,1052.0,1085.0,1081.0,1096.0,1130.0,1130.0,1156.0,1145.0,1189.0,1198.0,1217.0,1211.0,1246.0,1262.0,1255.0,1281.0
unmatched_applicants,1331.0,1039.0,1035.0,1035.0,1035.0,1036.0,1041.0,1052.0,1049.0,1068.0,1099.0,1108.0,1126.0,1137.0,1143.0,1150.0,1190.0,1189.0,1191.0,1215.0,1256.0,1257.0,1260.0,1272.0
unmatched_applicants,1334.0,1041.0,1035.0,1035.0,1035.0,1035.0,1037.0,1057.0,1058.0,1076.0,1091.0,1120.0,1117.0,1129.0,1152.0,1156.0,1197.0,1198.0,1194.0,1219.0,1258.0,1263.0,1274.0,1271.0
unmatched_applicants,1313.0,1041.0,1035.0,1036.0,1035.0,1036.0,1042.0,1055.0,1043.0,1071.0,1091.0,1103.0,1125.0,1143.0,1136.0,1154.0,1196.0,1200.0,1195.0,1201.0,1273.0,1273.0,1263.0,1262.0
unmatched_applicants,1346.0,1037.0,1037.0,1035.0,1035.0,1035.0,1041.0,1059.0,1052.0,1080.0,1077.0,1105.0,1115.0,1138.0,1148.0,1149.0,1198.0,1200.0,1210.0,1224.0,1264.0,1264.0,1253.0,1283.0
