Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,316.57142857142856,316.57142857142856,135.45714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,158.45714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,135.97142857142856,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,121.08571428571429,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,144.05714285714285,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,142.57142857142858,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,127.65714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,158.54285714285714,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,147.77142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
reviews_per_program,316.57142857142856,316.57142857142856,142.11428571428573,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6
pct_interview_given_signal,0.0,1.0,0.9250902527075813,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9160649819494585,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9178700361010831,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.924187725631769,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9214801444043321,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.921028880866426,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.924187725631769,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9205776173285198,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9192238267148014,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_signal,0.0,1.0,0.9183212996389891,0.631768953068592,0.47382671480144406,0.37906137184115524,0.315884476534296,0.27075812274368233
pct_interview_given_nosignal,0.18953068592057762,0.09947853991175291,0.005640794223826715,0.0,0.0,0.0,0.0,0.0
