Parameter,0,1,2,3,4,5
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
reviews_per_program,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831,67.01886792452831
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_nosignal,0.9992492492492493,0.9998873873873874,0.9997184684684685,0.9983108108108109,1.0,0.9954954954954955
pct_interview_given_nosignal,0.9986861861861862,0.9993243243243243,1.0,0.9990615615615616,0.9991554054054054,1.0
pct_interview_given_nosignal,0.9997184684684685,0.9992117117117117,1.0,0.9983108108108109,0.9988738738738738,1.0
pct_interview_given_nosignal,0.9994369369369369,0.9998873873873874,0.9995777027027027,0.9998123123123123,1.0,0.9949324324324325
pct_interview_given_nosignal,0.9997184684684685,0.9996621621621622,1.0,0.9994369369369369,0.9983108108108109,1.0
pct_interview_given_nosignal,0.9997184684684685,1.0,0.9998592342342343,1.0,1.0,0.9983108108108109
pct_interview_given_nosignal,1.0,0.9998873873873874,0.9994369369369369,1.0,0.9983108108108109,0.9932432432432432
pct_interview_given_nosignal,0.9995307807807807,0.9993243243243243,0.9977477477477478,0.9996246246246246,1.0,1.0
pct_interview_given_nosignal,0.9989677177177178,0.9986486486486487,1.0,1.0,0.9994369369369369,0.9977477477477478
pct_interview_given_nosignal,1.0,1.0,1.0,0.9990615615615616,0.9988738738738738,1.0
pct_interview_given_application,0.9992492492492493,0.9999061561561562,0.9998123123123123,0.9991554054054054,1.0,0.9992492492492493
pct_interview_given_application,0.9986861861861862,0.9994369369369369,1.0,0.9995307807807807,0.9997184684684685,1.0
pct_interview_given_application,0.9997184684684685,0.9993430930930931,1.0,0.9991554054054054,0.9996246246246246,1.0
pct_interview_given_application,0.9994369369369369,0.9999061561561562,0.9997184684684685,0.9999061561561562,1.0,0.9991554054054054
pct_interview_given_application,0.9997184684684685,0.9997184684684685,1.0,0.9997184684684685,0.9994369369369369,1.0
pct_interview_given_application,0.9997184684684685,1.0,0.9999061561561562,1.0,1.0,0.9997184684684685
pct_interview_given_application,1.0,0.9999061561561562,0.9996246246246246,1.0,0.9994369369369369,0.9988738738738738
pct_interview_given_application,0.9995307807807807,0.9994369369369369,0.9984984984984985,0.9998123123123123,1.0,1.0
pct_interview_given_application,0.9989677177177178,0.9988738738738738,1.0,1.0,0.9998123123123123,0.9996246246246246
pct_interview_given_application,1.0,1.0,1.0,0.9995307807807807,0.9996246246246246,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9774678111587983,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.990343347639485,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9914163090128756,0.9989270386266095,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9946351931330472,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9914163090128756,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9967811158798283,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9871244635193133,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9946351931330472,0.9989270386266095,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9871244635193133,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9935622317596566,1.0,1.0,1.0,1.0
