Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,320.0,275.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,276.0,276.0,276.0,277.0,286.0,281.0,284.0,290.0,291.0,287.0,295.0,298.0,298.0,300.0,305.0,307.0,308.0,311.0,315.0,314.0
unmatched_applicants,325.0,275.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,274.0,276.0,276.0,278.0,280.0,284.0,284.0,286.0,287.0,288.0,293.0,294.0,297.0,298.0,306.0,306.0,303.0,306.0,314.0,311.0
unmatched_applicants,324.0,275.0,274.0,276.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,276.0,277.0,282.0,279.0,285.0,282.0,290.0,289.0,296.0,293.0,296.0,299.0,301.0,303.0,311.0,308.0,314.0,313.0
unmatched_applicants,321.0,276.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,281.0,284.0,284.0,287.0,289.0,290.0,294.0,295.0,298.0,297.0,305.0,307.0,308.0,307.0,312.0,313.0
unmatched_applicants,324.0,278.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,278.0,275.0,280.0,278.0,285.0,283.0,286.0,289.0,290.0,292.0,291.0,297.0,302.0,301.0,304.0,307.0,306.0,309.0,313.0
unmatched_applicants,327.0,276.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,277.0,274.0,275.0,281.0,285.0,283.0,288.0,294.0,292.0,292.0,295.0,297.0,297.0,303.0,302.0,310.0,306.0,313.0,314.0
unmatched_applicants,322.0,276.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,274.0,280.0,275.0,277.0,280.0,283.0,285.0,285.0,295.0,290.0,294.0,293.0,296.0,299.0,302.0,302.0,304.0,309.0,318.0,317.0
unmatched_applicants,325.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,276.0,274.0,282.0,283.0,282.0,286.0,289.0,292.0,291.0,295.0,300.0,299.0,303.0,304.0,310.0,305.0,313.0,313.0
unmatched_applicants,325.0,277.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,276.0,277.0,278.0,281.0,282.0,279.0,286.0,288.0,288.0,295.0,298.0,297.0,297.0,303.0,306.0,306.0,310.0,311.0,313.0
unmatched_applicants,321.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,278.0,278.0,280.0,287.0,282.0,287.0,290.0,291.0,292.0,295.0,299.0,300.0,308.0,306.0,304.0,308.0,313.0,315.0
unfilled_spots,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,12.0,7.0,10.0,16.0,17.0,13.0,21.0,24.0,24.0,26.0,31.0,33.0,34.0,37.0,41.0,40.0
unfilled_spots,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,6.0,10.0,10.0,12.0,13.0,14.0,19.0,20.0,23.0,24.0,32.0,32.0,29.0,32.0,40.0,37.0
unfilled_spots,50.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,8.0,5.0,11.0,8.0,16.0,15.0,22.0,19.0,22.0,25.0,27.0,29.0,37.0,34.0,40.0,39.0
unfilled_spots,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,10.0,13.0,15.0,16.0,20.0,21.0,24.0,23.0,31.0,33.0,34.0,33.0,38.0,39.0
unfilled_spots,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,4.0,11.0,9.0,12.0,15.0,16.0,18.0,17.0,23.0,28.0,27.0,30.0,33.0,32.0,35.0,39.0
unfilled_spots,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,11.0,9.0,14.0,20.0,18.0,18.0,21.0,23.0,23.0,29.0,28.0,36.0,32.0,39.0,40.0
unfilled_spots,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,3.0,6.0,9.0,11.0,11.0,21.0,16.0,20.0,19.0,22.0,25.0,28.0,28.0,30.0,35.0,44.0,43.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,9.0,8.0,12.0,15.0,18.0,17.0,21.0,26.0,25.0,29.0,30.0,36.0,31.0,39.0,39.0
unfilled_spots,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,7.0,8.0,5.0,12.0,14.0,14.0,21.0,24.0,23.0,23.0,29.0,32.0,32.0,36.0,37.0,39.0
unfilled_spots,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,13.0,8.0,13.0,16.0,17.0,18.0,21.0,25.0,26.0,34.0,32.0,30.0,34.0,39.0,41.0
reviews_per_program,127.07913669064749,127.07913669064749,127.07913669064749,123.10791366906474,104.38848920863309,72.07194244604317,46.25179856115108,32.71223021582734,31.769784172661872,35.7410071942446,39.71223021582734,43.68345323741007,47.65467625899281,51.62589928057554,55.597122302158276,59.568345323741006,63.539568345323744,67.51079136690647,71.4820143884892,75.45323741007195,79.42446043165468,83.39568345323741,87.36690647482014,91.33812949640287,95.30935251798562,99.28057553956835,103.25179856115108,107.22302158273381,111.19424460431655,115.16546762589928
reviews_per_program,127.07913669064749,127.07913669064749,127.07913669064749,126.33093525179856,111.29496402877697,73.64028776978417,46.726618705035975,33.223021582733814,31.769784172661872,35.7410071942446,39.71223021582734,43.68345323741007,47.65467625899281,51.62589928057554,55.597122302158276,59.568345323741006,63.539568345323744,67.51079136690647,71.4820143884892,75.45323741007195,79.42446043165468,83.39568345323741,87.36690647482014,91.33812949640287,95.30935251798562,99.28057553956835,103.25179856115108,107.22302158273381,111.19424460431655,115.16546762589928
reviews_per_program,127.07913669064749,127.07913669064749,127.07913669064749,125.56115107913669,109.15827338129496,72.53956834532374,40.81294964028777,29.237410071942445,32.37410071942446,35.7410071942446,39.71223021582734,43.68345323741007,47.65467625899281,51.62589928057554,55.597122302158276,59.568345323741006,63.539568345323744,67.51079136690647,71.4820143884892,75.45323741007195,79.42446043165468,83.39568345323741,87.36690647482014,91.33812949640287,95.30935251798562,99.28057553956835,103.25179856115108,107.22302158273381,111.19424460431655,115.16546762589928
reviews_per_program,127.07913669064749,127.07913669064749,127.07913669064749,125.54676258992805,110.71223021582733,72.87769784172662,37.611510791366904,32.15827338129496,33.143884892086334,35.7410071942446,39.71223021582734,43.68345323741007,47.65467625899281,51.62589928057554,55.597122302158276,59.568345323741006,63.539568345323744,67.51079136690647,71.4820143884892,75.45323741007195,79.42446043165468,83.39568345323741,87.36690647482014,91.33812949640287,95.30935251798562,99.28057553956835,103.25179856115108,107.22302158273381,111.19424460431655,115.16546762589928
