Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,96.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0,91.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,96.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,92.0
unmatched_applicants,96.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,96.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,95.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,61.75,61.75,60.225,49.45,30.7,21.1,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,45.95,29.575,21.8,21.1,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,54.85,31.025,18.625,20.325,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,51.925,29.2,19.45,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,48.675,32.85,20.575,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,49.525,27.95,17.975,22.725,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,48.425,28.65,19.55,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.025,50.85,27.05,18.975,20.4,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,50.325,30.4,19.8,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,60.125,47.625,33.15,18.525,21.275,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
pct_interview_given_signal,0.0,1.0,0.9884615384615385,0.9435897435897436,0.8615384615384616,0.7261538461538461,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9666666666666667,0.8653846153846154,0.7307692307692307,0.6141025641025641,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9538461538461539,0.8596153846153847,0.7338461538461538,0.6141025641025641,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9666666666666667,0.8653846153846154,0.7307692307692307,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9641025641025641,0.8442307692307692,0.7307692307692307,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9692307692307692,0.8557692307692307,0.7353846153846154,0.6115384615384616,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9794871794871794,0.8788461538461538,0.7353846153846154,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.982051282051282,0.8615384615384616,0.7292307692307692,0.6141025641025641,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
pct_interview_given_signal,0.0,1.0,1.0,0.9666666666666667,0.8769230769230769,0.7307692307692307,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.28402366863905326,0.26373626373626374,0.24615384615384617,0.23076923076923078
