Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1038.0
unmatched_applicants,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1040.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1035.0,1035.0,1035.0
unmatched_applicants,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1035.0
unmatched_applicants,1041.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0
unmatched_applicants,1042.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1045.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0
unmatched_applicants,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0
unmatched_applicants,1038.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0
unmatched_applicants,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,147.8544061302682,133.38697318007664,117.72413793103448,103.69348659003832,100.44061302681992,103.3639846743295,111.19540229885058,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,149.3831417624521,136.51724137931035,116.62452107279694,106.02681992337165,99.72030651340997,103.28735632183908,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,147.44827586206895,135.42911877394636,117.26819923371647,104.85057471264368,98.6015325670498,103.54022988505747,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,152.91954022988506,148.5977011494253,135.56704980842912,116.14942528735632,103.56704980842912,99.73180076628353,102.85823754789271,111.16475095785441,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,147.2528735632184,135.65134099616859,117.31417624521073,105.89655172413794,100.31800766283524,103.22222222222223,111.22222222222223,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.30268199233717,153.3065134099617,148.34865900383141,133.7816091954023,117.88505747126437,105.19540229885058,99.82375478927203,103.20306513409962,111.17624521072797,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,152.9808429118774,148.90038314176246,132.2183908045977,116.88122605363985,103.48275862068965,99.55172413793103,104.38314176245211,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,152.25670498084293,147.02681992337165,131.59003831417624,117.55172413793103,104.41379310344827,99.10344827586206,103.57471264367815,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,152.31034482758622,146.88122605363984,133.72413793103448,118.41379310344827,104.98467432950191,100.56704980842912,103.4176245210728,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
reviews_per_program,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,153.72413793103448,152.9272030651341,145.9808429118774,133.544061302682,118.38314176245211,104.47892720306514,99.92337164750958,102.8544061302682,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957700442222649,0.9802602063705698,0.9439210408254822,0.8888739344997757,0.8224642114278723,0.7584492298489607,0.700210511785209,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996539127090944,0.979531179901301,0.940980010966552,0.8840287124270974,0.8238101064480607,0.7583744579033946,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960264051784913,0.9788582323912068,0.94083046707542,0.8902198295199641,0.8240548146335495,0.7584866158217437,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.999925228054434,0.9958341344613215,0.9816621803499327,0.941129554857684,0.8869896814715119,0.8232799053795016,0.7584866158217437,0.7003485523001001,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963468563737743,0.9804284432480933,0.9426748417327152,0.8875280394795872,0.8232799053795016,0.7585613877673097,0.7004520826862685,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9998205473306415,0.999925228054434,0.9951932320707556,0.982335127860027,0.941927122277055,0.8874831763122476,0.8236061829601533,0.7582996859578286,0.7003140421713773,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9998504561088679,0.9961545856566045,0.981045311799013,0.9450675439908279,0.8869896814715119,0.8227497043109425,0.7574398085838193,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9993270524899058,0.9948086906364161,0.9789143113503813,0.9381386770350432,0.8909825033647375,0.8231167665891758,0.7582622999850456,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9998504561088679,0.996218675895661,0.9794190219829519,0.9458651114101989,0.8892777030058322,0.8219340103593132,0.7579258262299985,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9991027366532077,0.9948727808754727,0.9793629430237775,0.9405812272568665,0.8857335127860027,0.8211591011052654,0.7587857036040078,0.7004865928149911,0.650451836185349,0.6070883804396591,0.5691453566621804,0.5356662180349933
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2588604755495738,0.19417594518536646,0.12642440556303275,0.06789292657394945,0.027198295199641096,0.008459911555470103,0.0008224914012262599,0.0007178106774338268,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2588604755495738,0.19368652881438883,0.12700762673844773,0.07083395643287972,0.03325482279048901,0.006344933666602577,0.0009720352923583072,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2588604755495738,0.1940128063950406,0.1275459847465231,0.07098350032401177,0.025515926424405564,0.005960392232263027,0.0007477194556602363,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.25889786152235683,0.19413516048778498,0.1253028263795424,0.07068441254174768,0.029553611484970838,0.007178106774338268,0.0007477194556602363,0.0003589053387169134,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2588604755495738,0.19380888290713325,0.12628981606101392,0.06913912566671651,0.028880663974876625,0.007178106774338268,0.000598175564528189,8.972633467922836e-05,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31594022845705216,0.25889786152235683,0.19454300746359965,0.12476446837146703,0.06988684512237675,0.028936742934051143,0.006665384861885535,0.0011215791834903544,0.00044863167339614175,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2589352474951398,0.19393123699987766,0.12579632122027815,0.06674642340860376,0.029553611484970838,0.00801127988207396,0.002841333931508898,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2591969493046209,0.19478771564908845,0.1275011215791835,0.07367529036438862,0.02456258411843876,0.007434467730564635,0.001196351129056378,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.2589352474951398,0.19389045230229618,0.12709735307312697,0.06594885598923284,0.026693584567070435,0.009293084663205794,0.0018692986391505907,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.5059069836997159,0.47684268862322854,0.44414535666218036,0.40708838043965906,0.36473755047106327,0.31587120819960657,0.25930910722296996,0.194746930951507,0.12714221624046657,0.07123274014256517,0.031123822341857336,0.010510799205281036,0.00014954389113204725,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
pct_interview_given_application,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159,0.5059069836997159
