Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,247.0,248.0,253.0,254.0,259.0,257.0,258.0,260.0,260.0,266.0,268.0,271.0,271.0,271.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,247.0,247.0,248.0,252.0,253.0,258.0,259.0,258.0,258.0,261.0,264.0,267.0,271.0,271.0,272.0
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,250.0,253.0,258.0,257.0,258.0,259.0,262.0,262.0,268.0,272.0,271.0,272.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,251.0,254.0,259.0,260.0,257.0,259.0,261.0,264.0,269.0,273.0,271.0,271.0
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,250.0,251.0,254.0,258.0,258.0,259.0,259.0,258.0,263.0,267.0,271.0,271.0,271.0
unmatched_applicants,272.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,250.0,253.0,254.0,257.0,258.0,259.0,258.0,260.0,265.0,267.0,272.0,271.0,272.0
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,247.0,249.0,252.0,255.0,258.0,259.0,259.0,261.0,261.0,264.0,268.0,271.0,271.0,272.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,252.0,255.0,257.0,257.0,257.0,259.0,262.0,266.0,268.0,273.0,271.0,273.0
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,251.0,255.0,259.0,259.0,258.0,261.0,262.0,264.0,266.0,273.0,272.0,271.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,249.0,253.0,254.0,259.0,258.0,259.0,260.0,260.0,265.0,267.0,271.0,272.0,273.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,12.0,10.0,11.0,13.0,13.0,19.0,21.0,24.0,24.0,24.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,11.0,12.0,11.0,11.0,14.0,17.0,20.0,24.0,24.0,25.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,11.0,10.0,11.0,12.0,15.0,15.0,21.0,25.0,24.0,25.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,12.0,13.0,10.0,12.0,14.0,17.0,22.0,26.0,24.0,24.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,11.0,11.0,12.0,12.0,11.0,16.0,20.0,24.0,24.0,24.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,10.0,11.0,12.0,11.0,13.0,18.0,20.0,25.0,24.0,25.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,8.0,11.0,12.0,12.0,14.0,14.0,17.0,21.0,24.0,24.0,25.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,10.0,10.0,10.0,12.0,15.0,19.0,21.0,26.0,24.0,26.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,12.0,12.0,11.0,14.0,15.0,17.0,19.0,26.0,25.0,24.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,7.0,12.0,11.0,12.0,13.0,13.0,18.0,20.0,24.0,25.0,26.0
reviews_per_program,254.7037037037037,201.59259259259258,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,152.7037037037037,32.851851851851855,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,198.62962962962962,36.888888888888886,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,205.8148148148148,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,188.25925925925927,29.444444444444443,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,199.22222222222223,32.77777777777778,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,194.44444444444446,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,187.40740740740742,29.51851851851852,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
reviews_per_program,254.7037037037037,177.03703703703704,40.148148148148145,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962
