Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unmatched_applicants,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,206.41758241758242,145.42857142857142,121.42857142857143,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,199.98901098901098,140.41758241758242,118.27472527472527,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,199.04395604395606,145.76923076923077,118.27472527472527,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,200.3846153846154,146.93406593406593,118.28571428571429,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,196.72527472527472,141.8131868131868,120.45054945054945,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,203.53846153846155,139.53846153846155,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,207.96703296703296,137.92307692307693,120.01098901098901,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,197.05494505494505,143.8901098901099,120.06593406593407,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,198.6153846153846,141.15384615384616,118.13186813186813,140.7032967032967,164.15384615384616,187.6043956043956
reviews_per_program,211.05494505494505,211.05494505494505,211.05494505494505,204.71428571428572,143.8901098901099,122.6043956043956,140.7032967032967,164.15384615384616,187.6043956043956
pct_interview_given_signal,0.0,1.0,1.0,0.9989065916900969,0.9209231490159325,0.7681349578256794,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9962511715089035,0.9209231490159325,0.7702905342080599,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9973445798188066,0.9111996251171509,0.7702905342080599,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9971883786316776,0.9147141518275539,0.7701968134957826,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9943767572633552,0.9263120899718837,0.7683223992502343,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9962511715089035,0.9197516401124649,0.7703842549203374,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9989065916900969,0.9183458294283037,0.7695407685098407,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.993127147766323,0.9233833177132146,0.7692596063730084,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9960949703217744,0.9168228678537957,0.7697282099343955,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_signal,0.0,1.0,1.0,0.9965635738831615,0.9208059981255857,0.7676663542642924,0.6419868791002812,0.550274467800241,0.4814901593252109
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14253358325523274,0.03364573570759138,0.0028116213683223993,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14386129334582942,0.03364573570759138,0.00011715089034676664,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14331458919087786,0.04142455482661668,0.00011715089034676664,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14339268978444236,0.03861293345829428,0.00023430178069353328,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14479850046860357,0.029334582942830364,0.002577319587628866,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14386129334582942,0.03458294283036551,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14253358325523274,0.03570759137769447,0.0010543580131208998,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14542330521711966,0.0316776007497657,0.0014058106841611997,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.14393939393939395,0.036925960637300845,0.0008200562324273664,0.0,0.0,0.0
pct_interview_given_nosignal,0.4279912527335208,0.3564901593252109,0.2645601820859553,0.1437050921587004,0.033739456419868794,0.0033973758200562323,0.0,0.0,0.0
pct_interview_given_application,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208
pct_interview_given_application,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208,0.4279912527335208
