Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,100.0,73.0,70.0,74.0,70.0,70.0,70.0,71.0,71.0,70.0,71.0,71.0,73.0,73.0,72.0,75.0,77.0,76.0,77.0,78.0,82.0,82.0,80.0,84.0,84.0,83.0,88.0,91.0,90.0,92.0,92.0,93.0,98.0,99.0
unmatched_applicants,104.0,73.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,73.0,74.0,71.0,73.0,76.0,75.0,74.0,76.0,78.0,78.0,78.0,84.0,83.0,83.0,86.0,86.0,89.0,89.0,88.0,90.0,92.0,99.0,92.0,97.0
unmatched_applicants,97.0,73.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,75.0,72.0,74.0,74.0,73.0,75.0,78.0,78.0,80.0,81.0,80.0,80.0,83.0,88.0,85.0,86.0,85.0,91.0,89.0,92.0,97.0,95.0,98.0
unmatched_applicants,98.0,78.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,73.0,74.0,73.0,75.0,74.0,77.0,77.0,77.0,83.0,83.0,81.0,82.0,84.0,85.0,91.0,88.0,91.0,94.0,96.0,96.0,95.0,99.0
unmatched_applicants,101.0,73.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,72.0,72.0,75.0,74.0,75.0,79.0,78.0,76.0,77.0,80.0,82.0,78.0,82.0,82.0,84.0,82.0,88.0,90.0,89.0,94.0,93.0,101.0,98.0
unmatched_applicants,100.0,72.0,73.0,70.0,70.0,70.0,72.0,70.0,71.0,70.0,71.0,72.0,75.0,74.0,75.0,75.0,77.0,76.0,80.0,77.0,79.0,83.0,84.0,84.0,85.0,83.0,87.0,89.0,92.0,91.0,94.0,93.0,95.0,100.0
unmatched_applicants,101.0,74.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,72.0,74.0,72.0,71.0,75.0,77.0,82.0,75.0,78.0,78.0,81.0,81.0,82.0,79.0,83.0,85.0,87.0,91.0,91.0,93.0,95.0,93.0,94.0,102.0
unmatched_applicants,102.0,74.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,72.0,73.0,71.0,75.0,73.0,76.0,74.0,78.0,80.0,78.0,79.0,83.0,82.0,82.0,82.0,88.0,86.0,88.0,91.0,92.0,94.0,97.0,96.0,101.0
unmatched_applicants,99.0,75.0,72.0,70.0,70.0,70.0,71.0,71.0,71.0,70.0,71.0,72.0,72.0,76.0,73.0,76.0,79.0,80.0,75.0,78.0,81.0,77.0,81.0,80.0,81.0,85.0,88.0,85.0,90.0,96.0,96.0,92.0,96.0,97.0
unmatched_applicants,98.0,74.0,71.0,71.0,70.0,70.0,70.0,71.0,70.0,73.0,71.0,73.0,72.0,75.0,73.0,76.0,75.0,77.0,76.0,78.0,81.0,82.0,81.0,81.0,86.0,84.0,87.0,88.0,94.0,93.0,94.0,94.0,95.0,96.0
unfilled_spots,30.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,5.0,7.0,6.0,7.0,8.0,12.0,12.0,10.0,14.0,14.0,13.0,18.0,21.0,20.0,22.0,22.0,23.0,28.0,29.0
unfilled_spots,34.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,6.0,5.0,4.0,6.0,8.0,8.0,8.0,14.0,13.0,13.0,16.0,16.0,19.0,19.0,18.0,20.0,22.0,29.0,22.0,27.0
unfilled_spots,27.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,8.0,8.0,10.0,11.0,10.0,10.0,13.0,18.0,15.0,16.0,15.0,21.0,19.0,22.0,27.0,25.0,28.0
unfilled_spots,28.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,7.0,7.0,7.0,13.0,13.0,11.0,12.0,14.0,15.0,21.0,18.0,21.0,24.0,26.0,26.0,25.0,29.0
unfilled_spots,31.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,4.0,5.0,9.0,8.0,6.0,7.0,10.0,12.0,8.0,12.0,12.0,14.0,12.0,18.0,20.0,19.0,24.0,23.0,31.0,28.0
unfilled_spots,30.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,4.0,5.0,5.0,7.0,6.0,10.0,7.0,9.0,13.0,14.0,14.0,15.0,13.0,17.0,19.0,22.0,21.0,24.0,23.0,25.0,30.0
unfilled_spots,31.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,5.0,7.0,12.0,5.0,8.0,8.0,11.0,11.0,12.0,9.0,13.0,15.0,17.0,21.0,21.0,23.0,25.0,23.0,24.0,32.0
unfilled_spots,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,5.0,3.0,6.0,4.0,8.0,10.0,8.0,9.0,13.0,12.0,12.0,12.0,18.0,16.0,18.0,21.0,22.0,24.0,27.0,26.0,31.0
unfilled_spots,29.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,6.0,3.0,6.0,9.0,10.0,5.0,8.0,11.0,7.0,11.0,10.0,11.0,15.0,18.0,15.0,20.0,26.0,26.0,22.0,26.0,27.0
unfilled_spots,28.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,5.0,3.0,6.0,5.0,7.0,6.0,8.0,11.0,12.0,11.0,11.0,16.0,14.0,17.0,18.0,24.0,23.0,24.0,24.0,25.0,26.0
reviews_per_program,75.94805194805195,75.94805194805195,74.40259740259741,63.103896103896105,51.311688311688314,41.922077922077925,31.818181818181817,27.68831168831169,27.7012987012987,23.38961038961039,22.896103896103895,25.09090909090909,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948,73.71428571428571
reviews_per_program,75.94805194805195,75.94805194805195,74.11688311688312,66.05194805194805,48.857142857142854,40.15584415584416,33.61038961038961,29.38961038961039,22.636363636363637,25.571428571428573,22.337662337662337,25.155844155844157,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948,73.71428571428571
