Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,389.0,213.0,207.0,204.0,204.0,204.0,204.0,206.0,204.0,211.0,216.0,220.0,224.0,229.0,231.0,236.0,247.0,244.0,248.0,249.0,259.0,272.0,261.0,263.0,285.0,287.0,291.0,302.0,325.0,326.0,340.0,342.0,346.0,361.0,364.0,372.0,380.0,384.0
unmatched_applicants,389.0,214.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,212.0,213.0,220.0,224.0,230.0,231.0,236.0,245.0,242.0,248.0,255.0,264.0,263.0,263.0,264.0,281.0,276.0,294.0,302.0,327.0,326.0,335.0,334.0,365.0,365.0,367.0,378.0,397.0,391.0
unmatched_applicants,384.0,216.0,206.0,204.0,204.0,204.0,204.0,209.0,204.0,208.0,215.0,222.0,226.0,233.0,227.0,236.0,243.0,244.0,253.0,250.0,259.0,261.0,264.0,263.0,278.0,279.0,295.0,304.0,320.0,325.0,329.0,336.0,362.0,361.0,369.0,363.0,388.0,388.0
unmatched_applicants,387.0,208.0,206.0,204.0,204.0,204.0,204.0,204.0,206.0,207.0,218.0,222.0,221.0,232.0,230.0,239.0,242.0,243.0,249.0,250.0,258.0,260.0,265.0,267.0,276.0,278.0,298.0,299.0,325.0,332.0,334.0,346.0,354.0,351.0,366.0,380.0,387.0,389.0
unmatched_applicants,391.0,212.0,206.0,204.0,204.0,204.0,204.0,207.0,204.0,210.0,214.0,222.0,226.0,226.0,228.0,238.0,242.0,243.0,250.0,252.0,262.0,259.0,268.0,268.0,278.0,279.0,293.0,306.0,319.0,330.0,328.0,342.0,356.0,358.0,365.0,367.0,384.0,389.0
unmatched_applicants,387.0,212.0,209.0,204.0,204.0,204.0,204.0,208.0,204.0,209.0,214.0,223.0,223.0,225.0,231.0,238.0,240.0,244.0,247.0,252.0,258.0,264.0,266.0,264.0,280.0,284.0,296.0,314.0,308.0,330.0,329.0,347.0,354.0,359.0,368.0,370.0,393.0,384.0
unmatched_applicants,387.0,211.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,211.0,218.0,218.0,228.0,230.0,233.0,240.0,245.0,249.0,254.0,260.0,268.0,267.0,272.0,282.0,279.0,290.0,298.0,312.0,332.0,334.0,347.0,355.0,369.0,362.0,364.0,384.0,392.0
unmatched_applicants,387.0,216.0,205.0,204.0,204.0,204.0,205.0,204.0,204.0,210.0,213.0,214.0,226.0,232.0,238.0,236.0,245.0,245.0,246.0,253.0,260.0,264.0,267.0,260.0,278.0,277.0,290.0,306.0,316.0,322.0,333.0,340.0,356.0,368.0,373.0,376.0,385.0,391.0
unmatched_applicants,389.0,215.0,207.0,205.0,204.0,204.0,204.0,205.0,204.0,209.0,216.0,220.0,224.0,231.0,233.0,238.0,243.0,242.0,245.0,253.0,262.0,257.0,259.0,267.0,277.0,274.0,292.0,299.0,319.0,327.0,336.0,345.0,355.0,353.0,365.0,369.0,384.0,395.0
unmatched_applicants,387.0,216.0,206.0,204.0,204.0,204.0,204.0,204.0,206.0,206.0,212.0,219.0,219.0,235.0,230.0,239.0,241.0,249.0,245.0,245.0,262.0,263.0,263.0,267.0,286.0,286.0,295.0,305.0,320.0,332.0,327.0,343.0,364.0,368.0,372.0,374.0,393.0,390.0
