Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,7146.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6523.0,6536.0,6546.0,6597.0,6683.0,6814.0,6799.0,6895.0
unmatched_applicants,7137.0,6523.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6519.0,6531.0,6545.0,6625.0,6698.0,6816.0,6782.0,6896.0
unmatched_applicants,7118.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6527.0,6555.0,6612.0,6703.0,6829.0,6784.0,6895.0
unmatched_applicants,7150.0,6525.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6542.0,6531.0,6599.0,6687.0,6806.0,6806.0,6911.0
unmatched_applicants,7102.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6522.0,6539.0,6543.0,6598.0,6643.0,6801.0,6795.0,6906.0
unmatched_applicants,7120.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6549.0,6565.0,6599.0,6674.0,6820.0,6784.0,6906.0
unmatched_applicants,7104.0,6520.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6549.0,6549.0,6590.0,6693.0,6813.0,6784.0,6944.0
unmatched_applicants,7129.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6522.0,6534.0,6542.0,6580.0,6684.0,6814.0,6809.0,6901.0
unmatched_applicants,7127.0,6520.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6536.0,6544.0,6597.0,6710.0,6818.0,6810.0,6924.0
unmatched_applicants,7136.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6523.0,6519.0,6548.0,6536.0,6606.0,6691.0,6811.0,6819.0,6904.0
unfilled_spots,627.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,27.0,78.0,164.0,295.0,280.0,376.0
unfilled_spots,618.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,26.0,106.0,179.0,297.0,263.0,377.0
unfilled_spots,599.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,93.0,184.0,310.0,265.0,376.0
unfilled_spots,631.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,80.0,168.0,287.0,287.0,392.0
unfilled_spots,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,24.0,79.0,124.0,282.0,276.0,387.0
unfilled_spots,601.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,46.0,80.0,155.0,301.0,265.0,387.0
unfilled_spots,585.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,71.0,174.0,294.0,265.0,425.0
unfilled_spots,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,23.0,61.0,165.0,295.0,290.0,382.0
unfilled_spots,608.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,25.0,78.0,191.0,299.0,291.0,405.0
unfilled_spots,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,17.0,87.0,172.0,292.0,300.0,385.0
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,529.8139841688654,368.5118733509235,225.72031662269129,226.40633245382585,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,531.3891820580475,370.78232189973613,226.70976253298153,226.41292875989447,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,528.4445910290237,367.0633245382586,220.87598944591028,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,527.8126649076518,358.94459102902374,218.7994722955145,226.38654353562006,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,527.6754617414248,374.0118733509235,220.35224274406332,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,526.7941952506596,367.467018469657,224.31530343007915,226.80211081794195,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,532.4023746701847,367.5527704485488,223.06596306068602,226.38126649076517,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,526.664907651715,376.287598944591,223.17150395778364,226.4287598944591,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,534.4327176781003,371.5923482849604,221.7401055408971,226.82981530343008,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
reviews_per_program,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,542.4063324538258,541.8839050131926,530.4353562005277,367.2031662269129,224.6952506596306,226.40501319261213,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988992386400594,0.9745417663884186,0.8928712730008627,0.8052944953592902,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990159860570228,0.9745490631019789,0.8927869554219446,0.8052477963925048,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988658822352127,0.9732867316560622,0.8935782434702522,0.8053003327301383,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991494116764095,0.9745928433833402,0.8932669170250164,0.8052769832467457,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985573354903808,0.9716230809643337,0.8931696275108802,0.8053003327301383,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989659514497528,0.9740820734341252,0.892981534450217,0.8052828206175938,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990826988667162,0.9732064678068998,0.8927545255838992,0.805288657988442,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987908303243076,0.9740164030120834,0.893403122344807,0.805288657988442,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993995847127597,0.9735640067713501,0.8930399081586986,0.8052594711342012,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991327334739861,0.9738777654544393,0.8927026378430266,0.8052769832467457,0.7320912115728531,0.6710836106084486,0.6194617944077987,0.5752145233786703,0.5368668884867589,0.5033127079563364,0.47370607807655196,0.44738907373896575,0.42384228038428334,0.4026501663650692,0.3834763489191135
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06239462687182164,0.01604182476212714,0.0011441246862413169,4.169550605835703e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06234655440601318,0.01603817640534703,0.0011947152335921233,3.7525955452521324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.062408361862052626,0.01666934212830541,0.0007199424046076314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.062291614445089225,0.016016286264666394,0.0009067382717490709,1.6678202423342813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06253541052168926,0.017501167474169636,0.0009651119802307707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06236715689135966,0.01627167123927383,0.0010779678166287238,1.2508651817507109e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.0623190844255512,0.01670947405288658,0.0012141731364193567,8.339101211671406e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.062439265590072346,0.016304506450294787,0.0008250150798746911,8.339101211671406e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06218860201835681,0.016530704570661373,0.0010429435915397039,2.918685424084992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3355418053042243,0.30665231857832104,0.2751365148773356,0.24061920606197065,0.20265016636506916,0.16068438564744122,0.11405574040563242,0.06229848194020472,0.016373825229116807,0.00124530578094293,1.6678202423342813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_interview_given_application,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243,0.3355418053042243
pct_of_app_match_via_signal_given_matched,0.0,0.9965123951362052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9976432880844646,0.999434602336977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9982087300839069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.998114274938714,0.999434602336977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9967960799095363,0.9998115341123257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9978316206278872,0.999434602336977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9970785034398266,0.9997172212272599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9983980399547682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9973612289133917,0.9997172745264349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9980211081794196,0.9996230682246513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
