Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,9470.0,6203.0,6204.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6204.0,6296.0,6300.0,6461.0,6621.0,6723.0,6757.0,6877.0,7036.0,7102.0,7194.0,7261.0,7351.0,7420.0,7649.0,7617.0,7683.0,7721.0,8038.0,8084.0,8108.0,8104.0,8473.0,8470.0,8443.0,8484.0,8862.0,8873.0,8931.0,8891.0
unmatched_applicants,9395.0,6205.0,6194.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6218.0,6302.0,6273.0,6436.0,6556.0,6729.0,6774.0,6879.0,7015.0,7105.0,7178.0,7250.0,7329.0,7403.0,7586.0,7586.0,7666.0,7703.0,8052.0,8033.0,8067.0,8071.0,8449.0,8440.0,8471.0,8433.0,8919.0,8916.0,8922.0,8887.0
unmatched_applicants,9448.0,6195.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6194.0,6216.0,6265.0,6311.0,6421.0,6572.0,6689.0,6760.0,6922.0,7008.0,7100.0,7180.0,7281.0,7369.0,7434.0,7625.0,7665.0,7650.0,7769.0,8038.0,8075.0,8088.0,8059.0,8463.0,8470.0,8502.0,8454.0,8912.0,8924.0,8921.0,9000.0
unmatched_applicants,9431.0,6201.0,6193.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6205.0,6275.0,6311.0,6428.0,6543.0,6739.0,6750.0,6881.0,6983.0,7093.0,7173.0,7256.0,7336.0,7419.0,7625.0,7618.0,7682.0,7746.0,8023.0,8031.0,8064.0,8063.0,8425.0,8476.0,8488.0,8471.0,8851.0,8945.0,8932.0,8888.0
unmatched_applicants,9384.0,6203.0,6191.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6204.0,6283.0,6329.0,6434.0,6599.0,6690.0,6732.0,6869.0,7004.0,7128.0,7178.0,7277.0,7348.0,7412.0,7635.0,7661.0,7715.0,7704.0,8047.0,8059.0,8053.0,8063.0,8425.0,8472.0,8449.0,8491.0,8911.0,8880.0,8894.0,8891.0
unmatched_applicants,9407.0,6201.0,6191.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6211.0,6299.0,6284.0,6456.0,6612.0,6754.0,6759.0,6874.0,6997.0,7098.0,7207.0,7274.0,7333.0,7420.0,7587.0,7696.0,7673.0,7740.0,8013.0,8055.0,8097.0,8063.0,8438.0,8470.0,8467.0,8502.0,8908.0,8944.0,8988.0,9016.0
unmatched_applicants,9496.0,6200.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6220.0,6245.0,6272.0,6490.0,6562.0,6735.0,6774.0,6914.0,6962.0,7109.0,7216.0,7236.0,7367.0,7433.0,7591.0,7683.0,7688.0,7718.0,7999.0,8080.0,8108.0,8126.0,8459.0,8412.0,8493.0,8406.0,8885.0,8928.0,8991.0,8970.0
unmatched_applicants,9494.0,6194.0,6195.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6227.0,6272.0,6301.0,6426.0,6551.0,6744.0,6747.0,6877.0,6958.0,7138.0,7171.0,7277.0,7329.0,7409.0,7582.0,7635.0,7657.0,7711.0,8043.0,8087.0,8101.0,8076.0,8490.0,8398.0,8506.0,8499.0,8922.0,8948.0,8890.0,8924.0
unmatched_applicants,9500.0,6202.0,6197.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6229.0,6294.0,6311.0,6482.0,6592.0,6718.0,6759.0,6869.0,7028.0,7115.0,7200.0,7303.0,7355.0,7394.0,7649.0,7647.0,7702.0,7737.0,8037.0,8066.0,8092.0,8124.0,8498.0,8432.0,8465.0,8497.0,8970.0,8971.0,8908.0,8950.0
unmatched_applicants,9502.0,6209.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6220.0,6266.0,6300.0,6466.0,6567.0,6759.0,6773.0,6909.0,7003.0,7121.0,7204.0,7279.0,7365.0,7399.0,7563.0,7611.0,7657.0,7757.0,8037.0,8069.0,8051.0,8048.0,8463.0,8429.0,8490.0,8473.0,8875.0,8941.0,8933.0,8966.0
unfilled_spots,3280.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,106.0,110.0,271.0,431.0,533.0,567.0,687.0,846.0,912.0,1004.0,1071.0,1161.0,1230.0,1459.0,1427.0,1493.0,1531.0,1848.0,1894.0,1918.0,1914.0,2283.0,2280.0,2253.0,2294.0,2672.0,2683.0,2741.0,2701.0
unfilled_spots,3205.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,112.0,83.0,246.0,366.0,539.0,584.0,689.0,825.0,915.0,988.0,1060.0,1139.0,1213.0,1396.0,1396.0,1476.0,1513.0,1862.0,1843.0,1877.0,1881.0,2259.0,2250.0,2281.0,2243.0,2729.0,2726.0,2732.0,2697.0
unfilled_spots,3258.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,75.0,121.0,231.0,382.0,499.0,570.0,732.0,818.0,910.0,990.0,1091.0,1179.0,1244.0,1435.0,1475.0,1460.0,1579.0,1848.0,1885.0,1898.0,1869.0,2273.0,2280.0,2312.0,2264.0,2722.0,2734.0,2731.0,2810.0
