Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,947.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,842.0,841.0,849.0,879.0
unmatched_applicants,929.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,842.0,862.0,875.0
unmatched_applicants,931.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,837.0,833.0,844.0,882.0
unmatched_applicants,913.0,833.0,833.0,837.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,846.0,842.0,841.0,879.0
unmatched_applicants,919.0,836.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,839.0,837.0,852.0,879.0
unmatched_applicants,928.0,833.0,838.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,837.0,850.0,879.0
unmatched_applicants,930.0,835.0,835.0,838.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,835.0,858.0,850.0,843.0,881.0
unmatched_applicants,930.0,834.0,837.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,833.0,849.0,867.0
unmatched_applicants,936.0,835.0,837.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,841.0,843.0,851.0,888.0
unmatched_applicants,931.0,833.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,835.0,835.0,865.0,883.0
unfilled_spots,114.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,16.0,46.0
unfilled_spots,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,29.0,42.0
unfilled_spots,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,49.0
unfilled_spots,80.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,8.0,46.0
unfilled_spots,86.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,19.0,46.0
unfilled_spots,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,46.0
unfilled_spots,97.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,17.0,10.0,48.0
unfilled_spots,97.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,34.0
unfilled_spots,103.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,18.0,55.0
unfilled_spots,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,32.0,50.0
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,320.6575342465753,311.4657534246575,267.86986301369865,204.31849315068493,189.7431506849315,193.62671232876713,206.05479452054794,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,319.42808219178085,310.31849315068496,269.8390410958904,206.90068493150685,187.16095890410958,193.236301369863,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,320.6986301369863,310.8595890410959,270.1095890410959,212.11301369863014,189.00342465753425,194.22260273972603,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,311.1267123287671,262.3835616438356,210.90068493150685,189.8972602739726,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,311.7054794520548,269.79794520547944,208.83561643835617,187.1472602739726,194.19520547945206,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,308.263698630137,270.7568493150685,208.48972602739727,187.71917808219177,193.72602739726028,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,313.10616438356163,266.9760273972603,211.70205479452054,187.8458904109589,194.5,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,312.1267123287671,266.92808219178085,211.08904109589042,187.9041095890411,193.2294520547945,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,320.6917808219178,311.9006849315069,266.7739726027397,207.25,188.48287671232876,193.2294520547945,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
reviews_per_program,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,321.31849315068496,310.27054794520546,265.0513698630137,207.66095890410958,188.51027397260273,193.71917808219177,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999467092992272,0.9985223942058474,0.9847455369038103,0.9445161819262539,0.8869666171824445,0.8298427924327205,0.7779942712496669,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996536104449774,0.9984012789768185,0.9851008082422951,0.9447416425833692,0.8874614594039054,0.8298427924327205,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998134825472955,0.9976988106484509,0.9833022470912159,0.9436553321445408,0.8879182368391001,0.8296651567634781,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998134825472955,0.9846123101518784,0.9437578142614114,0.8863004834227856,0.8299138467004175,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998013710243926,0.9869437783106848,0.945397528131341,0.8874614594039054,0.8297006838973265,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969478962284718,0.9834798827604583,0.9450285925106069,0.8880324311978989,0.8297006838973265,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985950633432648,0.9851896260769163,0.9447006497366209,0.8871759735069088,0.8297184474642508,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983528328852069,0.9825028865796251,0.9450285925106069,0.8876327509421035,0.8297006838973265,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997868371969091,0.9990553012135746,0.9829247712940758,0.9454385209780893,0.8874233946176392,0.8298960831334932,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977714797858682,0.9823918642863487,0.9441472463055197,0.8878611396597008,0.8297006838973265,0.7780442312816414,0.7322769235591918,0.6915948722503479,0.6551951421319085,0.622435385025313,0.5927956047860125,0.5658503500230119
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16328270716759927,0.10464009744585284,0.0485970198200414,0.014166444622080113,0.0028340963592762155,0.00010658140154543032,8.881783462119193e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16347810640376587,0.1047352594115184,0.048269077046055466,0.013922195576871835,0.0022042971683259452,0.00010658140154543032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16337152500222044,0.10528719881237866,0.04992928733935928,0.015099031885602628,0.0016229440689872344,0.00037303490540900613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16324718003375077,0.10494461573598264,0.04871999836028613,0.01498800959232614,0.003681902962478502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16324718003375077,0.1050397777016482,0.0465678739060034,0.013211652899902301,0.0022042971683259452,0.000319744204636291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.4979483080202505,0.47702948752109425,0.45429163915244614,0.4294867136593755,0.402319414309822,0.3724353850253131,0.339405668447698,0.302705983361459,0.2616886882650742,0.21554423128164135,0.16324718003375077,0.10587720299950516,0.049765315952366315,0.013611333155697665,0.0014776057941525568,0.000319744204636291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
