Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1175.0,727.0,708.0,696.0,685.0,685.0,685.0,685.0,685.0,686.0,696.0,723.0,727.0,775.0,834.0,873.0,902.0,930.0,967.0,992.0,1030.0,1046.0,1085.0,1096.0,1135.0,1144.0
unmatched_applicants,1151.0,725.0,704.0,692.0,685.0,685.0,685.0,685.0,685.0,685.0,708.0,719.0,733.0,762.0,825.0,877.0,917.0,935.0,961.0,1004.0,1049.0,1072.0,1090.0,1094.0,1134.0,1145.0
unmatched_applicants,1163.0,714.0,698.0,691.0,685.0,685.0,685.0,685.0,685.0,685.0,686.0,726.0,729.0,761.0,850.0,867.0,892.0,926.0,967.0,985.0,1036.0,1069.0,1056.0,1099.0,1141.0,1161.0
unmatched_applicants,1177.0,715.0,713.0,695.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,712.0,721.0,785.0,808.0,841.0,909.0,940.0,964.0,995.0,1041.0,1047.0,1061.0,1085.0,1127.0,1163.0
unmatched_applicants,1156.0,728.0,696.0,698.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,720.0,740.0,776.0,821.0,859.0,892.0,916.0,958.0,1011.0,1031.0,1062.0,1079.0,1073.0,1124.0,1148.0
unmatched_applicants,1159.0,719.0,711.0,694.0,685.0,685.0,685.0,685.0,685.0,685.0,700.0,724.0,730.0,789.0,794.0,842.0,904.0,922.0,965.0,985.0,1039.0,1044.0,1085.0,1093.0,1150.0,1153.0
unmatched_applicants,1166.0,727.0,705.0,692.0,685.0,685.0,685.0,685.0,685.0,687.0,696.0,708.0,725.0,770.0,832.0,854.0,903.0,916.0,973.0,992.0,1029.0,1053.0,1086.0,1103.0,1154.0,1142.0
unmatched_applicants,1176.0,715.0,699.0,697.0,685.0,685.0,685.0,685.0,685.0,685.0,703.0,712.0,745.0,789.0,813.0,855.0,899.0,940.0,962.0,1002.0,1021.0,1071.0,1083.0,1105.0,1140.0,1157.0
unmatched_applicants,1160.0,729.0,711.0,695.0,685.0,685.0,685.0,685.0,685.0,685.0,697.0,709.0,742.0,762.0,827.0,870.0,903.0,927.0,968.0,990.0,1030.0,1057.0,1084.0,1109.0,1131.0,1152.0
unmatched_applicants,1161.0,729.0,712.0,692.0,685.0,685.0,685.0,685.0,685.0,687.0,685.0,719.0,718.0,787.0,809.0,861.0,907.0,974.0,991.0,1010.0,1032.0,1038.0,1052.0,1099.0,1124.0,1116.0
unfilled_spots,490.0,42.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,38.0,42.0,90.0,149.0,188.0,217.0,245.0,282.0,307.0,345.0,361.0,400.0,411.0,450.0,459.0
unfilled_spots,466.0,40.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,48.0,77.0,140.0,192.0,232.0,250.0,276.0,319.0,364.0,387.0,405.0,409.0,449.0,460.0
