Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,220.0,210.0,208.0,212.0,208.0,211.0,212.0,220.0
unmatched_applicants,219.0,210.0,209.0,209.0,208.0,210.0,214.0,214.0
unmatched_applicants,217.0,211.0,209.0,209.0,208.0,208.0,213.0,216.0
unmatched_applicants,219.0,208.0,208.0,208.0,208.0,210.0,212.0,217.0
unmatched_applicants,225.0,209.0,208.0,209.0,208.0,208.0,213.0,215.0
unmatched_applicants,217.0,211.0,208.0,210.0,208.0,211.0,216.0,216.0
unmatched_applicants,224.0,211.0,209.0,209.0,208.0,209.0,212.0,215.0
unmatched_applicants,222.0,213.0,210.0,208.0,209.0,210.0,213.0,217.0
unmatched_applicants,219.0,212.0,210.0,208.0,208.0,210.0,214.0,215.0
unmatched_applicants,220.0,208.0,209.0,208.0,209.0,210.0,213.0,217.0
unfilled_spots,12.0,2.0,0.0,4.0,0.0,3.0,4.0,12.0
unfilled_spots,11.0,2.0,1.0,1.0,0.0,2.0,6.0,6.0
unfilled_spots,9.0,3.0,1.0,1.0,0.0,0.0,5.0,8.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0
unfilled_spots,17.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0
unfilled_spots,9.0,3.0,0.0,2.0,0.0,3.0,8.0,8.0
unfilled_spots,16.0,3.0,1.0,1.0,0.0,1.0,4.0,7.0
unfilled_spots,14.0,5.0,2.0,0.0,1.0,2.0,5.0,9.0
unfilled_spots,11.0,4.0,2.0,0.0,0.0,2.0,6.0,7.0
unfilled_spots,12.0,0.0,1.0,0.0,1.0,2.0,5.0,9.0
reviews_per_program,31.47107438016529,31.049586776859503,27.39669421487603,20.107438016528924,18.14876033057851,20.074380165289256,23.669421487603305,27.537190082644628
reviews_per_program,31.47107438016529,31.47107438016529,27.223140495867767,18.983471074380166,17.181818181818183,19.94214876033058,23.60330578512397,27.537190082644628
reviews_per_program,31.47107438016529,31.47107438016529,25.537190082644628,18.43801652892562,17.975206611570247,19.867768595041323,23.60330578512397,27.537190082644628
reviews_per_program,31.47107438016529,31.47107438016529,27.884297520661157,19.1900826446281,17.84297520661157,20.115702479338843,23.60330578512397,27.537190082644628
