Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,1045.0,897.0,896.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,899.0,890.0,893.0,905.0,926.0,941.0,948.0,962.0,984.0,1000.0,1009.0,1027.0
unmatched_applicants,1047.0,905.0,898.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,893.0,897.0,900.0,909.0,912.0,926.0,935.0,947.0,969.0,973.0,986.0,1010.0,1025.0
unmatched_applicants,1035.0,896.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,892.0,892.0,902.0,906.0,916.0,922.0,947.0,958.0,975.0,991.0,1004.0,1024.0
unmatched_applicants,1027.0,898.0,892.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,899.0,897.0,907.0,907.0,928.0,934.0,930.0,954.0,985.0,992.0,1009.0,1037.0
unmatched_applicants,1056.0,894.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,891.0,895.0,904.0,906.0,909.0,936.0,928.0,956.0,981.0,984.0,985.0,1000.0,1017.0
unmatched_applicants,1042.0,899.0,890.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,894.0,890.0,900.0,892.0,892.0,894.0,893.0,901.0,931.0,925.0,941.0,970.0,985.0,1008.0,1001.0,1019.0
unmatched_applicants,1043.0,894.0,892.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,894.0,890.0,894.0,900.0,909.0,919.0,923.0,956.0,956.0,986.0,985.0,994.0,1016.0
unmatched_applicants,1038.0,895.0,891.0,894.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,897.0,891.0,898.0,914.0,929.0,927.0,926.0,962.0,980.0,991.0,997.0,1016.0
unmatched_applicants,1026.0,896.0,897.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,899.0,898.0,919.0,930.0,935.0,941.0,966.0,984.0,991.0,1000.0,1015.0
unmatched_applicants,1043.0,896.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,891.0,892.0,891.0,894.0,915.0,931.0,926.0,950.0,969.0,982.0,993.0,996.0,1022.0
unfilled_spots,155.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,15.0,36.0,51.0,58.0,72.0,94.0,110.0,119.0,137.0
unfilled_spots,157.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,19.0,22.0,36.0,45.0,57.0,79.0,83.0,96.0,120.0,135.0
unfilled_spots,145.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,16.0,26.0,32.0,57.0,68.0,85.0,101.0,114.0,134.0
unfilled_spots,137.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,17.0,17.0,38.0,44.0,40.0,64.0,95.0,102.0,119.0,147.0
unfilled_spots,166.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,14.0,16.0,19.0,46.0,38.0,66.0,91.0,94.0,95.0,110.0,127.0
unfilled_spots,152.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,3.0,11.0,41.0,35.0,51.0,80.0,95.0,118.0,111.0,129.0
unfilled_spots,153.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,10.0,19.0,29.0,33.0,66.0,66.0,96.0,95.0,104.0,126.0
unfilled_spots,148.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,24.0,39.0,37.0,36.0,72.0,90.0,101.0,107.0,126.0
unfilled_spots,136.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,29.0,40.0,45.0,51.0,76.0,94.0,101.0,110.0,125.0
unfilled_spots,153.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,25.0,41.0,36.0,60.0,79.0,92.0,103.0,106.0,132.0
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,250.26732673267327,244.27475247524754,228.8861386138614,193.1361386138614,156.3490099009901,125.62128712871286,124.26732673267327,130.42821782178217,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,250.69554455445544,248.54950495049505,245.32178217821783,228.2029702970297,193.45544554455446,153.80693069306932,130.009900990099,124.05940594059406,131.08168316831683,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,249.75742574257427,244.2648514851485,230.47029702970298,192.06435643564356,149.8638613861386,125.57178217821782,124.36386138613861,130.50742574257427,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,249.75247524752476,245.2450495049505,228.98267326732673,189.83168316831683,151.8118811881188,130.12871287128712,125.80445544554455,130.3861386138614,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,250.67821782178217,250.6608910891089,244.05693069306932,230.37376237623764,192.20544554455446,149.58168316831683,128.7128712871287,124.68564356435644,130.41336633663366,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,249.88861386138615,244.8861386138614,228.47524752475246,193.22772277227722,149.8242574257426,130.07178217821783,125.79207920792079,130.72029702970298,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,250.70792079207922,243.9108910891089,228.3589108910891,190.55445544554456,150.58168316831683,128.31930693069307,123.01980198019803,130.13861386138615,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,249.2871287128713,246.6089108910891,230.31435643564356,192.52722772277227,152.42821782178217,127.70792079207921,123.77227722772277,130.490099009901,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,249.7351485148515,241.48019801980197,231.06930693069307,190.91584158415841,150.61138613861385,130.39851485148515,124.66089108910892,130.10643564356437,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
reviews_per_program,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.52970297029702,251.02722772277227,246.17079207920793,225.84653465346534,192.7549504950495,149.67326732673268,129.75742574257427,123.38366336633663,130.15594059405942,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495,186.61881188118812,194.73267326732673,202.84653465346534,210.96039603960395,219.0742574257426,227.1881188118812,235.3019801980198,243.41584158415841
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996949359365467,0.9982001220256254,0.9910144766764657,0.9684512914378686,0.9307035246632562,0.8802841453848165,0.8252389668497051,0.7736424649176327,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997330689444783,0.9995593519083452,0.9981086028065894,0.9890454268123579,0.969315639617653,0.9322288449805228,0.8790420988407566,0.8250559284116331,0.7738521964612569,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999457663887194,0.9977730323367907,0.9910422097731433,0.9710697579825096,0.9313371192565824,0.8807417414799965,0.8250559284116331,0.773947528981086,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994915598942444,0.9973154362416108,0.9903766154528815,0.9716036200935529,0.9316656497864552,0.8785845027455765,0.8246288387227985,0.7737568639414277,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995805369127517,0.9993220798589926,0.9979560707748627,0.9899883520993954,0.9690868415700631,0.9341061622940817,0.8789113570992766,0.8245474883058775,0.7739093959731543,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999457663887194,0.9974984746796828,0.9898774197126852,0.9688834655277608,0.9315248509879382,0.8799790813213632,0.8246898515354891,0.7737568639414277,0.7284929835265406,0.6880211511083995,0.6518095115763785,0.6192190359975595,0.5897324152357709,0.5629263963614177,0.5384513356500518,0.5160158633312996,0.4953752287980476,0.47632233538273805,0.4586807674055996,0.4422993114268282,0.42704761103279965,0.41281269066503967
