Parameter,0,1,2,3,4
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
reviews_per_program,42.30769230769231,42.30769230769231,39.61538461538461,27.076923076923077,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,42.30769230769231,27.076923076923077,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,42.30769230769231,27.076923076923077,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,37.30769230769231,26.615384615384617,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,42.30769230769231,26.76923076923077,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,37.69230769230769,26.692307692307693,35.0
reviews_per_program,42.30769230769231,42.30769230769231,40.38461538461539,26.76923076923077,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,42.30769230769231,26.23076923076923,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,42.30769230769231,27.23076923076923,33.84615384615385
reviews_per_program,42.30769230769231,42.30769230769231,37.84615384615385,27.076923076923077,33.84615384615385
pct_interview_given_signal,0.0,1.0,0.990909090909091,0.8545454545454545,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8545454545454545,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8545454545454545,0.65
pct_interview_given_signal,0.0,1.0,0.9863636363636363,0.8545454545454545,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8484848484848485,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8515151515151516,0.6454545454545455
pct_interview_given_signal,0.0,1.0,1.0,0.8484848484848485,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8515151515151516,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8484848484848485,0.65
pct_interview_given_signal,0.0,1.0,1.0,0.8363636363636363,0.65
pct_interview_given_nosignal,0.52,0.4,0.20606060606060606,0.01818181818181818,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.01818181818181818,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.01818181818181818,0.0
pct_interview_given_nosignal,0.52,0.4,0.20909090909090908,0.01818181818181818,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.02727272727272727,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.022727272727272728,0.01818181818181818
pct_interview_given_nosignal,0.52,0.4,0.2,0.02727272727272727,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.022727272727272728,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.02727272727272727,0.0
pct_interview_given_nosignal,0.52,0.4,0.2,0.045454545454545456,0.0
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_interview_given_application,0.52,0.52,0.52,0.52,0.52
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
