Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,263.0,202.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,205.0,204.0,201.0,202.0,216.0,213.0,219.0,223.0,227.0,231.0,229.0,231.0,241.0,245.0,261.0
unmatched_applicants,266.0,202.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,202.0,209.0,214.0,219.0,220.0,220.0,226.0,230.0,227.0,238.0,240.0,250.0,259.0
unmatched_applicants,272.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,201.0,203.0,203.0,208.0,211.0,216.0,222.0,224.0,225.0,229.0,234.0,236.0,240.0,243.0,262.0
unmatched_applicants,265.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,205.0,208.0,210.0,219.0,217.0,222.0,227.0,230.0,233.0,236.0,240.0,247.0,257.0
unmatched_applicants,264.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,205.0,204.0,215.0,216.0,221.0,221.0,229.0,230.0,233.0,237.0,239.0,246.0,260.0
unmatched_applicants,267.0,204.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,211.0,215.0,214.0,218.0,218.0,221.0,227.0,237.0,237.0,242.0,244.0,259.0
unmatched_applicants,264.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,206.0,213.0,215.0,215.0,218.0,224.0,225.0,231.0,233.0,237.0,238.0,243.0,263.0
unmatched_applicants,270.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,205.0,206.0,208.0,216.0,217.0,223.0,227.0,231.0,226.0,236.0,239.0,247.0,254.0
unmatched_applicants,267.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,206.0,208.0,213.0,210.0,219.0,216.0,217.0,227.0,233.0,232.0,239.0,237.0,245.0,262.0
unmatched_applicants,267.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,204.0,203.0,209.0,210.0,213.0,218.0,217.0,226.0,231.0,230.0,236.0,240.0,242.0,259.0
unfilled_spots,62.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,15.0,12.0,18.0,22.0,26.0,30.0,28.0,30.0,40.0,44.0,60.0
unfilled_spots,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,13.0,18.0,19.0,19.0,25.0,29.0,26.0,37.0,39.0,49.0,58.0
unfilled_spots,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,10.0,15.0,21.0,23.0,24.0,28.0,33.0,35.0,39.0,42.0,61.0
unfilled_spots,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,9.0,18.0,16.0,21.0,26.0,29.0,32.0,35.0,39.0,46.0,56.0
unfilled_spots,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,14.0,15.0,20.0,20.0,28.0,29.0,32.0,36.0,38.0,45.0,59.0
unfilled_spots,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,13.0,17.0,17.0,20.0,26.0,36.0,36.0,41.0,43.0,58.0
unfilled_spots,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,12.0,14.0,14.0,17.0,23.0,24.0,30.0,32.0,36.0,37.0,42.0,62.0
unfilled_spots,69.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,7.0,15.0,16.0,22.0,26.0,30.0,25.0,35.0,38.0,46.0,53.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,12.0,9.0,18.0,15.0,16.0,26.0,32.0,31.0,38.0,36.0,44.0,61.0
unfilled_spots,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,8.0,9.0,12.0,17.0,16.0,25.0,30.0,29.0,35.0,39.0,41.0,58.0
reviews_per_program,219.8860759493671,219.8860759493671,219.8860759493671,219.8860759493671,219.8860759493671,219.8860759493671,219.8860759493671,194.55696202531647,139.8987341772152,97.29113924050633,79.69620253164557,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442
