Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,77.0,78.0,77.0,81.0,79.0,82.0,82.0,85.0,84.0,88.0,86.0
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,79.0,81.0,82.0,80.0,80.0,85.0,86.0,89.0,87.0
unmatched_applicants,90.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,80.0,80.0,79.0,79.0,81.0,81.0,84.0,86.0,87.0,88.0
unmatched_applicants,91.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,78.0,78.0,81.0,81.0,80.0,82.0,86.0,83.0,87.0,88.0
unmatched_applicants,90.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,81.0,83.0,84.0,87.0,87.0,88.0
unmatched_applicants,94.0,77.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,79.0,79.0,80.0,80.0,84.0,84.0,87.0,85.0,89.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,78.0,78.0,80.0,82.0,83.0,85.0,85.0,85.0,90.0
unmatched_applicants,88.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,77.0,80.0,79.0,79.0,80.0,83.0,84.0,85.0,85.0,90.0
unmatched_applicants,92.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,78.0,80.0,81.0,81.0,85.0,85.0,86.0,85.0,87.0
unmatched_applicants,90.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,76.0,78.0,78.0,79.0,79.0,80.0,82.0,84.0,82.0,86.0,88.0,92.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,6.0,6.0,9.0,8.0,12.0,10.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,6.0,4.0,4.0,9.0,10.0,13.0,11.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,8.0,10.0,11.0,12.0
unfilled_spots,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0,5.0,4.0,6.0,10.0,7.0,11.0,12.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,8.0,11.0,11.0,12.0
unfilled_spots,18.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,8.0,8.0,11.0,9.0,13.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,6.0,7.0,9.0,9.0,9.0,14.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,7.0,8.0,9.0,9.0,14.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,5.0,9.0,9.0,10.0,9.0,11.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,6.0,10.0,12.0,16.0
reviews_per_program,65.0,63.2,45.15,36.8,24.775,17.825,19.5,24.375,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,65.0,53.7,30.65,28.125,25.825,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,65.0,47.65,35.95,24.775,18.025,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,63.125,49.1,31.95,23.425,17.95,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,63.85,44.575,31.0,26.3,21.55,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,62.2,51.775,25.75,25.925,21.1,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,64.0,47.2,29.35,20.3,25.325,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,65.0,48.825,34.125,24.8,22.425,20.475,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,65.0,51.225,33.975,24.575,23.0,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
reviews_per_program,65.0,65.0,48.05,31.175,23.025,22.975,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25,58.5,61.75
pct_interview_given_signal,0.0,1.0,0.9230769230769231,0.7564102564102564,0.6730769230769231,0.58,0.4846153846153846,0.41318681318681316,0.36346153846153845,0.3230769230769231,0.2907692307692308,0.26433566433566436,0.2423076923076923,0.22366863905325443,0.2076923076923077,0.19384615384615383,0.18173076923076922,0.17104072398190046,0.16153846153846155,0.15303643724696356
