Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,97.0,97.0,98.0,97.0,98.0,99.0,101.0,100.0,101.0,104.0,105.0,107.0,109.0,109.0,111.0,113.0,114.0,115.0,117.0
unmatched_applicants,119.0,95.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,97.0,98.0,98.0,98.0,99.0,99.0,101.0,101.0,102.0,102.0,104.0,106.0,108.0,109.0,111.0,112.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,95.0,96.0,96.0,96.0,96.0,98.0,97.0,99.0,99.0,101.0,101.0,101.0,103.0,106.0,107.0,107.0,109.0,111.0,111.0,113.0,115.0,117.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,99.0,98.0,100.0,100.0,101.0,104.0,106.0,107.0,108.0,111.0,110.0,111.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,97.0,97.0,99.0,100.0,101.0,101.0,101.0,105.0,106.0,106.0,108.0,109.0,111.0,113.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,96.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,97.0,98.0,98.0,99.0,98.0,101.0,100.0,101.0,103.0,104.0,105.0,108.0,109.0,111.0,112.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,97.0,99.0,100.0,98.0,100.0,101.0,101.0,104.0,106.0,107.0,109.0,110.0,111.0,112.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,95.0,95.0,97.0,97.0,97.0,97.0,98.0,99.0,99.0,100.0,100.0,101.0,105.0,105.0,106.0,107.0,111.0,111.0,111.0,114.0,115.0,116.0
unmatched_applicants,119.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,95.0,95.0,95.0,97.0,98.0,98.0,98.0,99.0,101.0,100.0,100.0,102.0,103.0,105.0,105.0,107.0,107.0,111.0,111.0,112.0,115.0,116.0
unmatched_applicants,119.0,95.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,95.0,96.0,95.0,97.0,97.0,97.0,98.0,98.0,98.0,100.0,102.0,103.0,103.0,105.0,106.0,107.0,111.0,112.0,111.0,113.0,115.0,117.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,9.0,10.0,12.0,14.0,14.0,16.0,18.0,19.0,20.0,22.0
unfilled_spots,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,7.0,7.0,9.0,11.0,13.0,14.0,16.0,17.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,6.0,6.0,6.0,8.0,11.0,12.0,12.0,14.0,16.0,16.0,18.0,20.0,22.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,6.0,9.0,11.0,12.0,13.0,16.0,15.0,16.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,10.0,11.0,11.0,13.0,14.0,16.0,18.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,6.0,8.0,9.0,10.0,13.0,14.0,16.0,17.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,6.0,6.0,9.0,11.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,10.0,10.0,11.0,12.0,16.0,16.0,16.0,19.0,20.0,21.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,12.0,12.0,16.0,16.0,17.0,20.0,21.0
unfilled_spots,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,8.0,8.0,10.0,11.0,12.0,16.0,17.0,16.0,18.0,20.0,22.0
reviews_per_program,89.35064935064935,89.35064935064935,89.35064935064935,89.35064935064935,83.48051948051948,76.48051948051948,56.675324675324674,31.051948051948052,26.571428571428573,22.506493506493506,22.337662337662337,25.883116883116884,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948,73.71428571428571,75.94805194805195,78.18181818181819,80.41558441558442,82.64935064935065
reviews_per_program,89.35064935064935,89.35064935064935,89.35064935064935,89.35064935064935,82.22077922077922,71.54545454545455,54.23376623376623,37.116883116883116,24.07792207792208,24.454545454545453,22.337662337662337,27.116883116883116,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948,73.71428571428571,75.94805194805195,78.18181818181819,80.41558441558442,82.64935064935065
reviews_per_program,89.35064935064935,89.35064935064935,89.35064935064935,89.35064935064935,86.62337662337663,68.87012987012987,57.701298701298704,35.935064935064936,25.74025974025974,24.636363636363637,25.01298701298701,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948,73.71428571428571,75.94805194805195,78.18181818181819,80.41558441558442,82.64935064935065
