Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,194.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,175.0,179.0,179.0,178.0,178.0,185.0,186.0,180.0,185.0,187.0,186.0,185.0,191.0,189.0
unmatched_applicants,196.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,177.0,179.0,175.0,177.0,179.0,181.0,183.0,181.0,183.0,190.0,187.0,183.0,186.0,190.0
unmatched_applicants,193.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,176.0,176.0,175.0,177.0,179.0,179.0,181.0,185.0,185.0,181.0,187.0,185.0,185.0,187.0,186.0,187.0
unmatched_applicants,190.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,178.0,178.0,179.0,179.0,178.0,184.0,181.0,184.0,179.0,185.0,183.0,183.0,187.0,191.0
unmatched_applicants,198.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,175.0,177.0,179.0,179.0,180.0,181.0,181.0,184.0,179.0,185.0,185.0,193.0,187.0,194.0
unmatched_applicants,197.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,177.0,177.0,179.0,182.0,179.0,182.0,179.0,183.0,187.0,184.0,182.0,189.0,189.0,193.0
unmatched_applicants,198.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,176.0,180.0,182.0,187.0,181.0,179.0,181.0,185.0,185.0,188.0,197.0,191.0
unmatched_applicants,198.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,178.0,178.0,177.0,177.0,182.0,182.0,183.0,185.0,186.0,181.0,189.0,185.0,191.0
unmatched_applicants,198.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,177.0,177.0,178.0,176.0,184.0,183.0,183.0,183.0,182.0,184.0,184.0,192.0,189.0,197.0
unmatched_applicants,199.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,177.0,179.0,177.0,179.0,179.0,182.0,181.0,189.0,181.0,187.0,185.0,184.0,190.0,192.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,10.0,11.0,5.0,10.0,12.0,11.0,10.0,16.0,14.0
