Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,757.0,663.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,668.0,680.0,673.0,687.0,696.0,711.0,701.0,723.0,723.0,735.0,751.0,762.0,760.0
unmatched_applicants,761.0,667.0,661.0,661.0,661.0,661.0,661.0,662.0,661.0,669.0,663.0,670.0,670.0,678.0,693.0,700.0,704.0,716.0,728.0,729.0,746.0,741.0,758.0
unmatched_applicants,762.0,672.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,672.0,675.0,692.0,699.0,693.0,713.0,720.0,723.0,736.0,749.0,753.0,748.0
unmatched_applicants,761.0,668.0,663.0,662.0,661.0,661.0,661.0,661.0,661.0,666.0,667.0,669.0,678.0,687.0,695.0,704.0,706.0,715.0,731.0,739.0,752.0,746.0,757.0
unmatched_applicants,766.0,664.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,665.0,664.0,676.0,683.0,700.0,702.0,705.0,715.0,722.0,733.0,753.0,759.0,751.0
unmatched_applicants,768.0,668.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,666.0,674.0,673.0,687.0,691.0,705.0,704.0,715.0,720.0,736.0,745.0,746.0,755.0
unmatched_applicants,763.0,664.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,670.0,672.0,674.0,685.0,698.0,700.0,708.0,717.0,725.0,735.0,751.0,759.0,751.0
unmatched_applicants,763.0,662.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,665.0,666.0,678.0,675.0,688.0,697.0,707.0,710.0,714.0,728.0,734.0,748.0,754.0,762.0
unmatched_applicants,770.0,664.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,666.0,674.0,679.0,680.0,687.0,698.0,700.0,719.0,730.0,738.0,742.0,749.0,756.0
unmatched_applicants,758.0,664.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,675.0,678.0,689.0,698.0,701.0,712.0,721.0,731.0,737.0,748.0,753.0,754.0
unfilled_spots,96.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,12.0,26.0,35.0,50.0,40.0,62.0,62.0,74.0,90.0,101.0,99.0
unfilled_spots,100.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,9.0,9.0,17.0,32.0,39.0,43.0,55.0,67.0,68.0,85.0,80.0,97.0
unfilled_spots,101.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,31.0,38.0,32.0,52.0,59.0,62.0,75.0,88.0,92.0,87.0
unfilled_spots,100.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,17.0,26.0,34.0,43.0,45.0,54.0,70.0,78.0,91.0,85.0,96.0
unfilled_spots,105.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,15.0,22.0,39.0,41.0,44.0,54.0,61.0,72.0,92.0,98.0,90.0
unfilled_spots,107.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,12.0,26.0,30.0,44.0,43.0,54.0,59.0,75.0,84.0,85.0,94.0
unfilled_spots,102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,13.0,24.0,37.0,39.0,47.0,56.0,64.0,74.0,90.0,98.0,90.0
unfilled_spots,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,17.0,14.0,27.0,36.0,46.0,49.0,53.0,67.0,73.0,87.0,93.0,101.0
unfilled_spots,109.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,18.0,19.0,26.0,37.0,39.0,58.0,69.0,77.0,81.0,88.0,95.0
