Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,998.0,729.0,726.0,727.0,726.0,726.0,729.0,745.0,741.0,755.0,762.0,781.0,784.0,791.0,810.0,813.0,838.0,853.0,853.0,852.0,879.0,889.0,883.0,905.0,950.0,945.0,947.0,941.0,1004.0
unmatched_applicants,993.0,734.0,729.0,726.0,726.0,726.0,730.0,737.0,748.0,757.0,768.0,782.0,791.0,796.0,801.0,817.0,842.0,850.0,857.0,859.0,892.0,887.0,891.0,895.0,948.0,944.0,942.0,944.0,992.0
unmatched_applicants,1010.0,732.0,727.0,726.0,726.0,726.0,726.0,737.0,736.0,750.0,770.0,785.0,794.0,797.0,811.0,823.0,846.0,855.0,847.0,861.0,893.0,905.0,893.0,899.0,941.0,952.0,942.0,934.0,1003.0
unmatched_applicants,998.0,733.0,726.0,726.0,726.0,726.0,731.0,734.0,733.0,754.0,767.0,780.0,789.0,803.0,814.0,817.0,840.0,861.0,839.0,863.0,885.0,899.0,893.0,895.0,957.0,946.0,934.0,946.0,1002.0
unmatched_applicants,994.0,727.0,726.0,726.0,726.0,726.0,731.0,746.0,739.0,750.0,762.0,775.0,788.0,798.0,816.0,812.0,847.0,845.0,851.0,863.0,897.0,901.0,909.0,888.0,944.0,949.0,936.0,936.0,1012.0
unmatched_applicants,1001.0,731.0,726.0,726.0,726.0,726.0,733.0,740.0,736.0,761.0,759.0,779.0,786.0,799.0,821.0,815.0,855.0,845.0,857.0,848.0,898.0,893.0,902.0,901.0,950.0,941.0,951.0,944.0,1005.0
unmatched_applicants,1005.0,728.0,726.0,726.0,726.0,726.0,731.0,736.0,740.0,752.0,769.0,780.0,804.0,793.0,809.0,811.0,840.0,844.0,853.0,851.0,897.0,891.0,894.0,901.0,927.0,954.0,944.0,957.0,1004.0
unmatched_applicants,1005.0,732.0,728.0,726.0,726.0,726.0,731.0,742.0,742.0,746.0,770.0,772.0,785.0,798.0,804.0,825.0,843.0,850.0,858.0,861.0,902.0,909.0,895.0,906.0,942.0,937.0,954.0,956.0,1006.0
unmatched_applicants,998.0,730.0,726.0,726.0,726.0,727.0,729.0,742.0,741.0,751.0,762.0,772.0,792.0,798.0,815.0,818.0,834.0,853.0,845.0,856.0,895.0,882.0,888.0,900.0,944.0,944.0,947.0,941.0,1006.0
unmatched_applicants,1007.0,737.0,727.0,726.0,726.0,726.0,733.0,739.0,734.0,759.0,763.0,785.0,794.0,808.0,810.0,813.0,848.0,854.0,854.0,853.0,897.0,887.0,892.0,901.0,942.0,937.0,939.0,950.0,1003.0
