Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,5133.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4653.0,4653.0,4673.0,4677.0,4712.0,4705.0,4729.0,4733.0,4761.0,4770.0,4782.0,4800.0,4811.0,4854.0,4842.0,4853.0,4872.0,4904.0,4916.0,4920.0,4912.0,4983.0,4989.0,4985.0,4979.0,5049.0,5059.0,5052.0
unmatched_applicants,5141.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4654.0,4657.0,4666.0,4687.0,4710.0,4713.0,4718.0,4735.0,4754.0,4788.0,4780.0,4797.0,4804.0,4849.0,4848.0,4864.0,4856.0,4910.0,4907.0,4916.0,4910.0,4973.0,4975.0,4971.0,4979.0,5038.0,5044.0,5047.0
unmatched_applicants,5112.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4653.0,4656.0,4667.0,4679.0,4709.0,4699.0,4728.0,4733.0,4754.0,4777.0,4776.0,4812.0,4792.0,4848.0,4842.0,4860.0,4855.0,4911.0,4920.0,4903.0,4922.0,4986.0,4986.0,4989.0,4968.0,5062.0,5040.0,5033.0
unmatched_applicants,5119.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4654.0,4665.0,4684.0,4705.0,4711.0,4725.0,4741.0,4751.0,4779.0,4794.0,4794.0,4803.0,4843.0,4835.0,4844.0,4858.0,4916.0,4903.0,4920.0,4919.0,4981.0,4982.0,4972.0,4982.0,5063.0,5042.0,5047.0
unmatched_applicants,5112.0,4648.0,4648.0,4648.0,4648.0,4648.0,4653.0,4658.0,4654.0,4666.0,4681.0,4699.0,4703.0,4718.0,4737.0,4748.0,4774.0,4782.0,4800.0,4806.0,4838.0,4840.0,4846.0,4868.0,4906.0,4890.0,4901.0,4925.0,4983.0,4989.0,4970.0,4970.0,5044.0,5055.0,5059.0
unmatched_applicants,5106.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4658.0,4654.0,4670.0,4678.0,4703.0,4704.0,4723.0,4739.0,4752.0,4779.0,4794.0,4796.0,4797.0,4847.0,4848.0,4858.0,4861.0,4917.0,4914.0,4924.0,4919.0,4957.0,4972.0,4997.0,4997.0,5034.0,5051.0,5043.0
unmatched_applicants,5108.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4655.0,4653.0,4663.0,4673.0,4702.0,4706.0,4727.0,4744.0,4765.0,4781.0,4781.0,4792.0,4805.0,4846.0,4850.0,4852.0,4856.0,4898.0,4915.0,4904.0,4917.0,4973.0,4978.0,4981.0,4977.0,5032.0,5038.0,5035.0
unmatched_applicants,5101.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4654.0,4655.0,4663.0,4680.0,4701.0,4707.0,4724.0,4733.0,4765.0,4779.0,4785.0,4793.0,4806.0,4841.0,4850.0,4857.0,4853.0,4913.0,4903.0,4909.0,4912.0,4982.0,4962.0,4975.0,4998.0,5048.0,5036.0,5041.0
unmatched_applicants,5127.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4658.0,4659.0,4666.0,4690.0,4697.0,4706.0,4722.0,4744.0,4749.0,4770.0,4776.0,4792.0,4798.0,4855.0,4842.0,4862.0,4854.0,4903.0,4900.0,4912.0,4923.0,4955.0,4971.0,4983.0,4974.0,5048.0,5036.0,5048.0
unmatched_applicants,5121.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4650.0,4651.0,4671.0,4680.0,4708.0,4711.0,4732.0,4744.0,4748.0,4782.0,4781.0,4798.0,4800.0,4848.0,4855.0,4856.0,4852.0,4905.0,4899.0,4919.0,4922.0,4971.0,4969.0,4972.0,4982.0,5035.0,5053.0,5063.0
unfilled_spots,485.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,25.0,29.0,64.0,57.0,81.0,85.0,113.0,122.0,134.0,152.0,163.0,206.0,194.0,205.0,224.0,256.0,268.0,272.0,264.0,335.0,341.0,337.0,331.0,401.0,411.0,404.0
unfilled_spots,493.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,18.0,39.0,62.0,65.0,70.0,87.0,106.0,140.0,132.0,149.0,156.0,201.0,200.0,216.0,208.0,262.0,259.0,268.0,262.0,325.0,327.0,323.0,331.0,390.0,396.0,399.0
unfilled_spots,464.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,19.0,31.0,61.0,51.0,80.0,85.0,106.0,129.0,128.0,164.0,144.0,200.0,194.0,212.0,207.0,263.0,272.0,255.0,274.0,338.0,338.0,341.0,320.0,414.0,392.0,385.0
unfilled_spots,471.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,17.0,36.0,57.0,63.0,77.0,93.0,103.0,131.0,146.0,146.0,155.0,195.0,187.0,196.0,210.0,268.0,255.0,272.0,271.0,333.0,334.0,324.0,334.0,415.0,394.0,399.0
unfilled_spots,464.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,18.0,33.0,51.0,55.0,70.0,89.0,100.0,126.0,134.0,152.0,158.0,190.0,192.0,198.0,220.0,258.0,242.0,253.0,277.0,335.0,341.0,322.0,322.0,396.0,407.0,411.0
unfilled_spots,458.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,22.0,30.0,55.0,56.0,75.0,91.0,104.0,131.0,146.0,148.0,149.0,199.0,200.0,210.0,213.0,269.0,266.0,276.0,271.0,309.0,324.0,349.0,349.0,386.0,403.0,395.0
unfilled_spots,460.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,15.0,25.0,54.0,58.0,79.0,96.0,117.0,133.0,133.0,144.0,157.0,198.0,202.0,204.0,208.0,250.0,267.0,256.0,269.0,325.0,330.0,333.0,329.0,384.0,390.0,387.0
unfilled_spots,453.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,15.0,32.0,53.0,59.0,76.0,85.0,117.0,131.0,137.0,145.0,158.0,193.0,202.0,209.0,205.0,265.0,255.0,261.0,264.0,334.0,314.0,327.0,350.0,400.0,388.0,393.0
