Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,6570.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6191.0,6208.0,6230.0,6266.0,6306.0,6325.0,6395.0,6452.0,6527.0
unmatched_applicants,6549.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6199.0,6201.0,6268.0,6299.0,6313.0,6403.0,6458.0,6519.0
unmatched_applicants,6535.0,6193.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6200.0,6222.0,6282.0,6301.0,6283.0,6388.0,6499.0,6515.0
unmatched_applicants,6544.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6197.0,6190.0,6207.0,6264.0,6304.0,6352.0,6398.0,6398.0,6551.0
unmatched_applicants,6543.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6191.0,6199.0,6220.0,6244.0,6306.0,6308.0,6387.0,6462.0,6528.0
unmatched_applicants,6513.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6199.0,6190.0,6222.0,6272.0,6341.0,6319.0,6411.0,6464.0,6524.0
unmatched_applicants,6513.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6200.0,6216.0,6277.0,6327.0,6317.0,6389.0,6415.0,6541.0
unmatched_applicants,6531.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6198.0,6205.0,6209.0,6238.0,6292.0,6292.0,6425.0,6462.0,6497.0
unmatched_applicants,6560.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6207.0,6246.0,6319.0,6334.0,6369.0,6435.0,6540.0
unmatched_applicants,6585.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6191.0,6190.0,6213.0,6256.0,6289.0,6300.0,6361.0,6459.0,6521.0
unfilled_spots,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,40.0,76.0,116.0,135.0,205.0,262.0,337.0
unfilled_spots,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,78.0,109.0,123.0,213.0,268.0,329.0
unfilled_spots,345.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,32.0,92.0,111.0,93.0,198.0,309.0,325.0
unfilled_spots,354.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,17.0,74.0,114.0,162.0,208.0,208.0,361.0
unfilled_spots,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,30.0,54.0,116.0,118.0,197.0,272.0,338.0
unfilled_spots,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,32.0,82.0,151.0,129.0,221.0,274.0,334.0
unfilled_spots,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,87.0,137.0,127.0,199.0,225.0,351.0
unfilled_spots,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,19.0,48.0,102.0,102.0,235.0,272.0,307.0
unfilled_spots,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,56.0,129.0,144.0,179.0,245.0,350.0
unfilled_spots,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,66.0,99.0,110.0,171.0,269.0,331.0
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,720.188654353562,628.6279683377309,459.12137203166225,349.4089709762533,341.0145118733509,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,722.5461741424803,714.9986807387863,636.88654353562,448.51715039577834,359.0,341.9868073878628,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,722.5184696569921,718.0686015831135,635.1741424802111,468.1715039577836,349.94986807387863,340.47229551451187,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,713.778364116095,631.7058047493404,461.0527704485488,344.7928759894459,341.4696569920844,362.0831134564644,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,716.4828496042217,631.8456464379947,468.6424802110818,342.91820580474933,340.5250659630607,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,716.957783641161,638.2559366754617,468.15963060686016,344.7084432717678,341.55013192612137,362.089709762533,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,715.1675461741424,630.6240105540898,457.97229551451187,352.3192612137203,342.69656992084435,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,718.2321899736148,638.3218997361478,462.4617414248021,347.089709762533,341.95646437994725,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,716.4445910290237,632.2374670184696,460.0646437994723,348.05672823219,342.69129287598946,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
reviews_per_program,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,723.2084432717678,722.6029023746702,715.6754617414248,643.3298153034301,460.3179419525066,349.80870712401054,341.0052770448549,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998620257799523,0.9927567956725624,0.9630988356690301,0.9103713401769558,0.8514544782363357,0.7983334306228475,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824878874555,0.9996073041429413,0.9931556826805207,0.96441897953777,0.9094456999424602,0.8514466950752048,0.7983334306228475,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999941626291519,0.9995648505367728,0.9935642986398926,0.9632874276502786,0.9101128280393939,0.8514505866557702,0.7983334306228475,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995754639383149,0.9926351837798922,0.963431116778849,0.9104422225372549,0.8514933940419902,0.7983151888389469,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997877319691575,0.9932091919132956,0.9639474995846486,0.9103838488287732,0.8514972856225556,0.7983334306228475,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996232242452545,0.9934183643686884,0.9635748059074193,0.9102337450069632,0.851501177203121,0.7983151888389469,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998195721737838,0.9918811900453369,0.9644369406788413,0.9096083124160877,0.8513805382055922,0.7983334306228475,0.7513726405862093,0.7096297161091978,0.6722807836823979,0.638666744498278,0.6082540423793124,0.5806061313620708,0.5553623865202417,0.5322222870818983,0.5109333955986224,0.4912821111525215,0.47308647740613186,0.45619053178448427,0.44045982379191584,0.42577782966551864,0.41204306096663096
