Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,496.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unmatched_applicants,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,121.78285714285714,117.61714285714285,100.50285714285714,85.87428571428572,75.25142857142858,72.21714285714286,75.94857142857143,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,121.16571428571429,115.97142857142858,104.33142857142857,85.27428571428571,72.32571428571428,71.30285714285715,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,122.16,117.17714285714285,103.06285714285714,85.16571428571429,74.69714285714285,71.03428571428572,75.96571428571428,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,120.34857142857143,116.38285714285715,102.62857142857143,82.76,73.17714285714285,73.79428571428572,76.18857142857142,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,122.16,116.22857142857143,102.83428571428571,83.95428571428572,72.70285714285714,71.94857142857143,75.89714285714285,81.74857142857142,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,121.76,117.30857142857143,101.83428571428571,85.73142857142857,74.08,72.88571428571429,75.88571428571429,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,121.36,117.52571428571429,102.48,85.98285714285714,74.66285714285715,71.98285714285714,75.90857142857143,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,120.72571428571429,118.17714285714285,102.20571428571428,85.89142857142858,69.67428571428572,70.93714285714286,75.62285714285714,81.44,87.49142857142857,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,121.70857142857143,118.34857142857143,103.62857142857143,83.41142857142857,74.52571428571429,71.97714285714285,75.89714285714285,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
reviews_per_program,122.16,122.16,122.16,122.16,122.16,122.16,122.16,122.16,115.71428571428571,103.40571428571428,85.13714285714286,70.88571428571429,71.93142857142857,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992983440920572,0.9975442043222004,0.9788255839336389,0.9420432220039293,0.8805143775674228,0.8133595284872298,0.7535136768928518,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997193376368229,0.9969302554027505,0.9793713163064833,0.9416502946954813,0.8804250759064118,0.8154060248853962,0.7537403657246486,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9947200392927309,0.9735865531543331,0.9385068762278979,0.8782818360421504,0.8150785854616895,0.753589239836784,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985966881841145,0.9954567779960707,0.9799170486793276,0.9378192534381139,0.88024647258439,0.8127046496398166,0.7533625510049872,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945972495088409,0.9787164374590701,0.9425343811394892,0.8814966958385426,0.8149148657498363,0.7536648027807163,0.6998316025820938,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991580129104687,0.9985265225933202,0.9777341191879503,0.9360510805500982,0.8788176460082158,0.8136051080550099,0.7536648027807163,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994386752736458,0.9968074656188605,0.9815542457978608,0.9417485265225933,0.8790855509912484,0.8150785854616895,0.7532869880610549,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990176817288802,0.9972986247544204,0.980462781052172,0.943614931237721,0.8832827290587605,0.8152423051735429,0.7537403657246486,0.699901768172888,0.6531761624099541,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970530451866405,0.9852652259332023,0.9405697445972495,0.8798892659403464,0.8145874263261297,0.753060299229258,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953339882121808,0.979589609255621,0.9394891944990177,0.8833720307197714,0.8151604453176162,0.7537403657246486,0.699901768172888,0.6532416502946955,0.612414047151277,0.576389691436496,0.5443680419122462
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.2002525961268594,0.13986700921867917,0.08243287491814015,0.0343811394891945,0.011296660117878193,0.004256712508185986,0.00036836935166994106,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.20004209935447656,0.14024482393834065,0.08202357563850687,0.03473834613323808,0.011394891944990177,0.0015280506439641999,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.19990176817288802,0.14160495692912195,0.08636214800261952,0.03759599928558671,0.0137524557956778,0.0019646365422396855,0.0002455795677799607,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.20060342408083076,0.14115157926552818,0.08161427635887361,0.038221110912662976,0.011591355599214145,0.005129884304736957,0.0006139489194499018,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.19990176817288802,0.14168051987305424,0.0825147347740668,0.03393463118414002,0.010216110019646365,0.0021829294913774284,0.00012278978388998034,0.000140331181588549,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.20032276171765367,0.1392625056672208,0.08325147347740668,0.039828540810859084,0.013163064833005894,0.003929273084479371,0.00012278978388998034,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.2001824305360651,0.14032038688227294,0.08038637851997381,0.034649044472227185,0.01286836935166994,0.0019646365422396855,0.0007367387033398821,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.20039292730844793,0.14001813510654376,0.08120497707924033,0.032952312913020185,0.008251473477406679,0.0017463435931019428,0.0,0.0,0.00016371971185330714,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.19990176817288802,0.14016926099440835,0.07760314341846758,0.03572066440435792,0.011984282907662083,0.0026195153896529143,0.0011051080550098231,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.46660117878192536,0.4399312377210216,0.4104539344431806,0.37770137524557956,0.34109557378943717,0.299914047151277,0.2532416502946955,0.19990176817288802,0.14122714220946048,0.08185985592665357,0.036702982675477766,0.008153241650294695,0.0018554900676708143,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_interview_given_application,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536,0.46660117878192536
pct_of_app_match_via_signal_given_matched,0.0,0.9714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9714285714285714,0.9980952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9752380952380952,0.9961904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9771428571428571,0.9942857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9752380952380952,0.9942857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9752380952380952,0.9904761904761905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9580952380952381,0.9980952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9676190476190476,0.9942857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9561904761904761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9847619047619047,0.9961904761904762,0.9980952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
