Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,943.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,844.0,844.0,844.0,844.0,850.0,852.0,853.0,872.0,860.0,874.0,876.0,893.0,885.0,894.0,905.0,905.0,905.0,914.0,913.0,925.0,924.0,935.0,934.0
unmatched_applicants,941.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,851.0,844.0,844.0,861.0,859.0,868.0,875.0,875.0,882.0,879.0,891.0,898.0,907.0,908.0,914.0,921.0,921.0,937.0,943.0,936.0
unmatched_applicants,939.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,844.0,844.0,846.0,844.0,853.0,858.0,874.0,865.0,866.0,875.0,885.0,888.0,894.0,901.0,898.0,896.0,915.0,914.0,921.0,919.0,935.0,934.0
unmatched_applicants,934.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,845.0,844.0,848.0,851.0,851.0,854.0,857.0,869.0,860.0,877.0,882.0,877.0,887.0,904.0,903.0,903.0,915.0,915.0,915.0,920.0,930.0,929.0,931.0
unmatched_applicants,937.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,853.0,857.0,864.0,864.0,872.0,878.0,885.0,882.0,887.0,897.0,908.0,909.0,919.0,921.0,922.0,928.0,931.0,930.0
unmatched_applicants,950.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,844.0,845.0,846.0,853.0,854.0,865.0,866.0,864.0,878.0,885.0,888.0,888.0,905.0,911.0,910.0,914.0,919.0,922.0,924.0,927.0,937.0
unmatched_applicants,939.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,845.0,851.0,851.0,867.0,871.0,871.0,881.0,889.0,885.0,892.0,901.0,906.0,922.0,912.0,920.0,922.0,923.0,931.0,937.0
unmatched_applicants,944.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,854.0,851.0,857.0,859.0,873.0,879.0,887.0,888.0,897.0,898.0,900.0,915.0,909.0,916.0,923.0,922.0,927.0,932.0
unmatched_applicants,938.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,844.0,846.0,844.0,852.0,849.0,863.0,857.0,872.0,879.0,885.0,881.0,891.0,897.0,907.0,904.0,907.0,919.0,924.0,924.0,934.0,932.0
unmatched_applicants,944.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,851.0,844.0,844.0,854.0,856.0,860.0,869.0,866.0,877.0,884.0,885.0,896.0,899.0,903.0,915.0,907.0,919.0,924.0,919.0,929.0,935.0
unfilled_spots,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,9.0,28.0,16.0,30.0,32.0,49.0,41.0,50.0,61.0,61.0,61.0,70.0,69.0,81.0,80.0,91.0,90.0
unfilled_spots,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,15.0,24.0,31.0,31.0,38.0,35.0,47.0,54.0,63.0,64.0,70.0,77.0,77.0,93.0,99.0,92.0
unfilled_spots,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,14.0,30.0,21.0,22.0,31.0,41.0,44.0,50.0,57.0,54.0,52.0,71.0,70.0,77.0,75.0,91.0,90.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,7.0,7.0,10.0,13.0,25.0,16.0,33.0,38.0,33.0,43.0,60.0,59.0,59.0,71.0,71.0,71.0,76.0,86.0,85.0,87.0
unfilled_spots,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,20.0,20.0,28.0,34.0,41.0,38.0,43.0,53.0,64.0,65.0,75.0,77.0,78.0,84.0,87.0,86.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,9.0,10.0,21.0,22.0,20.0,34.0,41.0,44.0,44.0,61.0,67.0,66.0,70.0,75.0,78.0,80.0,83.0,93.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,23.0,27.0,27.0,37.0,45.0,41.0,48.0,57.0,62.0,78.0,68.0,76.0,78.0,79.0,87.0,93.0
unfilled_spots,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,13.0,15.0,29.0,35.0,43.0,44.0,53.0,54.0,56.0,71.0,65.0,72.0,79.0,78.0,83.0,88.0
unfilled_spots,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,5.0,19.0,13.0,28.0,35.0,41.0,37.0,47.0,53.0,63.0,60.0,63.0,75.0,80.0,80.0,90.0,88.0
unfilled_spots,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,12.0,16.0,25.0,22.0,33.0,40.0,41.0,52.0,55.0,59.0,71.0,63.0,75.0,80.0,75.0,85.0,91.0
reviews_per_program,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,428.9937106918239,400.1132075471698,310.30817610062894,183.8427672955975,118.1006289308176,124.81761006289308,136.0314465408805,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245,424.45283018867923
reviews_per_program,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,435.62264150943395,433.2641509433962,411.1194968553459,327.66037735849056,182.59748427672955,122.00628930817611,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245,424.45283018867923
