Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,816.0,590.0,569.0,569.0,564.0,564.0,564.0,564.0,564.0,571.0,570.0,609.0,618.0,634.0,654.0,670.0,696.0,704.0,727.0,729.0,749.0,771.0,783.0,785.0
unmatched_applicants,828.0,586.0,572.0,571.0,564.0,564.0,564.0,565.0,564.0,578.0,587.0,615.0,609.0,631.0,650.0,680.0,688.0,694.0,717.0,738.0,759.0,774.0,770.0,777.0
unmatched_applicants,797.0,580.0,580.0,565.0,564.0,564.0,564.0,566.0,564.0,587.0,583.0,618.0,627.0,626.0,657.0,684.0,683.0,713.0,717.0,735.0,766.0,769.0,775.0,774.0
unmatched_applicants,816.0,589.0,570.0,566.0,564.0,564.0,564.0,564.0,570.0,568.0,589.0,621.0,626.0,637.0,662.0,674.0,694.0,701.0,715.0,732.0,758.0,766.0,780.0,770.0
unmatched_applicants,812.0,588.0,574.0,571.0,564.0,564.0,564.0,564.0,564.0,565.0,589.0,611.0,619.0,642.0,671.0,664.0,695.0,711.0,729.0,740.0,753.0,756.0,774.0,785.0
unmatched_applicants,818.0,585.0,575.0,566.0,564.0,564.0,564.0,566.0,566.0,568.0,585.0,598.0,623.0,630.0,651.0,673.0,708.0,706.0,715.0,735.0,758.0,754.0,744.0,783.0
unmatched_applicants,821.0,574.0,572.0,566.0,564.0,564.0,564.0,567.0,565.0,569.0,596.0,607.0,612.0,644.0,658.0,677.0,707.0,711.0,715.0,738.0,758.0,762.0,761.0,783.0
unmatched_applicants,822.0,588.0,572.0,570.0,564.0,564.0,564.0,564.0,564.0,575.0,581.0,604.0,624.0,628.0,641.0,678.0,694.0,720.0,731.0,721.0,767.0,769.0,766.0,792.0
unmatched_applicants,816.0,584.0,573.0,565.0,564.0,564.0,564.0,564.0,566.0,578.0,594.0,609.0,618.0,639.0,645.0,672.0,708.0,707.0,719.0,728.0,760.0,771.0,762.0,784.0
unmatched_applicants,813.0,583.0,570.0,566.0,564.0,564.0,564.0,567.0,569.0,579.0,591.0,609.0,607.0,634.0,659.0,679.0,691.0,715.0,722.0,727.0,757.0,772.0,759.0,770.0
unfilled_spots,252.0,26.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,45.0,54.0,70.0,90.0,106.0,132.0,140.0,163.0,165.0,185.0,207.0,219.0,221.0
unfilled_spots,264.0,22.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,14.0,23.0,51.0,45.0,67.0,86.0,116.0,124.0,130.0,153.0,174.0,195.0,210.0,206.0,213.0
unfilled_spots,233.0,16.0,16.0,1.0,0.0,0.0,0.0,2.0,0.0,23.0,19.0,54.0,63.0,62.0,93.0,120.0,119.0,149.0,153.0,171.0,202.0,205.0,211.0,210.0
unfilled_spots,252.0,25.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,25.0,57.0,62.0,73.0,98.0,110.0,130.0,137.0,151.0,168.0,194.0,202.0,216.0,206.0
unfilled_spots,248.0,24.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,47.0,55.0,78.0,107.0,100.0,131.0,147.0,165.0,176.0,189.0,192.0,210.0,221.0
unfilled_spots,254.0,21.0,11.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,21.0,34.0,59.0,66.0,87.0,109.0,144.0,142.0,151.0,171.0,194.0,190.0,180.0,219.0
unfilled_spots,257.0,10.0,8.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,32.0,43.0,48.0,80.0,94.0,113.0,143.0,147.0,151.0,174.0,194.0,198.0,197.0,219.0
unfilled_spots,258.0,24.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,40.0,60.0,64.0,77.0,114.0,130.0,156.0,167.0,157.0,203.0,205.0,202.0,228.0
unfilled_spots,252.0,20.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,30.0,45.0,54.0,75.0,81.0,108.0,144.0,143.0,155.0,164.0,196.0,207.0,198.0,220.0
unfilled_spots,249.0,19.0,6.0,2.0,0.0,0.0,0.0,3.0,5.0,15.0,27.0,45.0,43.0,70.0,95.0,115.0,127.0,151.0,158.0,163.0,193.0,208.0,195.0,206.0
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,172.4779661016949,148.81016949152541,103.00338983050847,67.08813559322034,61.067796610169495,66.02033898305085,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,172.11864406779662,146.22033898305085,101.63050847457627,64.7728813559322,60.20338983050848,66.33220338983051,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.51525423728813,173.4915254237288,150.05084745762713,99.92203389830509,69.75593220338983,61.80677966101695,65.62372881355932,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,173.5322033898305,148.64745762711865,101.90169491525424,69.77966101694915,60.003389830508475,66.0,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,170.63050847457626,145.46101694915254,99.72542372881355,70.81016949152543,61.054237288135596,66.76271186440678,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,173.5457627118644,146.57627118644066,100.32203389830508,69.01694915254237,62.0135593220339,65.99322033898305,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,171.4813559322034,144.69152542372882,97.97627118644068,70.53898305084746,62.42372881355932,65.62372881355932,73.23050847457627,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,173.01016949152543,144.43389830508474,100.90169491525424,71.49152542372882,63.99322033898305,66.04745762711865,73.27796610169491,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,172.0949152542373,153.20338983050848,104.93898305084745,70.67457627118644,62.02033898305085,65.62372881355932,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,171.0542372881356,147.31186440677965,101.2406779661017,67.89830508474576,62.63389830508475,65.62372881355932,72.91525423728814,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.999302649930265,0.9831706183170619,0.9228265922826592,0.8342299262801355,0.7366341236634124,0.655715687793791,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9991864249186425,0.9798233379823338,0.9252285758561909,0.8358238692966726,0.7368084611808461,0.6556640322330699,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.999302649930265,0.9841004184100418,0.9172477917247792,0.8291160257687454,0.7364597861459786,0.6558189989152332,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9984890748489075,0.9799163179916318,0.9198822253215558,0.8312412831241283,0.7373895862389587,0.6557673433545121,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9991864249186425,0.9803812180381218,0.9209669920966992,0.8281862256757654,0.7362854486285448,0.655250787747301,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9998837749883775,0.9790794979079498,0.9207345420734542,0.8326359832635983,0.7364016736401674,0.6557673433545121,0.5902370990237099,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9988377498837749,0.9841933984193398,0.929412676274601,0.8283190542604768,0.7358205485820548,0.6558189989152332,0.590190609019061,0.5365791809306454,0.4918642491864249,0.4540285377105461,0.4215979278740785,0.39349139934913996,0.3688981868898187,0.3471982935433588,0.3279094994576166,0.310651104749321,0.29511854951185496,0.2810652852493857,0.2682895904653227,0.25662482566248257
