Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,87.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,79.0,80.0,80.0,80.0,81.0,80.0,81.0,83.0,80.0,87.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,82.0,79.0,80.0,81.0,79.0,81.0,83.0,83.0,84.0
unmatched_applicants,85.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,82.0,81.0,83.0,79.0,81.0,81.0,84.0,84.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,81.0,79.0,81.0,80.0,81.0,79.0,81.0,87.0
unmatched_applicants,88.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,76.0,80.0,79.0,78.0,79.0,81.0,81.0,82.0,82.0,84.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,80.0,78.0,80.0,78.0,82.0,80.0,83.0,84.0,85.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,79.0,80.0,81.0,79.0,80.0,82.0,81.0,79.0,82.0,84.0
unmatched_applicants,84.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,79.0,79.0,79.0,82.0,82.0,78.0,79.0,80.0,84.0,84.0
unmatched_applicants,82.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,81.0,80.0,78.0,83.0,81.0,83.0,79.0,83.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,79.0,81.0,78.0,83.0,77.0,79.0,82.0,85.0,83.0
