Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,7171.0,6195.0,6190.0,6190.0,6190.0,6218.0,6343.0,6589.0,6606.0,6880.0,7045.0
unmatched_applicants,7240.0,6196.0,6192.0,6190.0,6190.0,6196.0,6307.0,6589.0,6632.0,6845.0,7029.0
unmatched_applicants,7218.0,6195.0,6192.0,6190.0,6190.0,6201.0,6360.0,6562.0,6642.0,6860.0,7053.0
unmatched_applicants,7196.0,6197.0,6193.0,6190.0,6190.0,6207.0,6340.0,6529.0,6587.0,6843.0,7073.0
unmatched_applicants,7197.0,6199.0,6190.0,6190.0,6190.0,6206.0,6337.0,6564.0,6649.0,6884.0,7073.0
unmatched_applicants,7236.0,6201.0,6192.0,6190.0,6190.0,6210.0,6366.0,6597.0,6623.0,6845.0,7045.0
unmatched_applicants,7246.0,6197.0,6192.0,6190.0,6190.0,6208.0,6338.0,6567.0,6603.0,6831.0,7051.0
unmatched_applicants,7211.0,6209.0,6190.0,6190.0,6190.0,6207.0,6346.0,6563.0,6619.0,6844.0,7028.0
unmatched_applicants,7243.0,6206.0,6191.0,6195.0,6190.0,6211.0,6349.0,6571.0,6599.0,6880.0,7014.0
unmatched_applicants,7215.0,6198.0,6192.0,6195.0,6190.0,6226.0,6312.0,6564.0,6628.0,6844.0,7073.0
unfilled_spots,981.0,5.0,0.0,0.0,0.0,28.0,153.0,399.0,416.0,690.0,855.0
unfilled_spots,1050.0,6.0,2.0,0.0,0.0,6.0,117.0,399.0,442.0,655.0,839.0
unfilled_spots,1028.0,5.0,2.0,0.0,0.0,11.0,170.0,372.0,452.0,670.0,863.0
unfilled_spots,1006.0,7.0,3.0,0.0,0.0,17.0,150.0,339.0,397.0,653.0,883.0
unfilled_spots,1007.0,9.0,0.0,0.0,0.0,16.0,147.0,374.0,459.0,694.0,883.0
unfilled_spots,1046.0,11.0,2.0,0.0,0.0,20.0,176.0,407.0,433.0,655.0,855.0
unfilled_spots,1056.0,7.0,2.0,0.0,0.0,18.0,148.0,377.0,413.0,641.0,861.0
unfilled_spots,1021.0,19.0,0.0,0.0,0.0,17.0,156.0,373.0,429.0,654.0,838.0
unfilled_spots,1053.0,16.0,1.0,5.0,0.0,21.0,159.0,381.0,409.0,690.0,824.0
unfilled_spots,1025.0,8.0,2.0,5.0,0.0,36.0,122.0,374.0,438.0,654.0,883.0
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,187.94327176781002,94.72559366754618,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.32189973614777,186.23614775725594,93.95514511873351,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,185.8311345646438,94.62137203166228,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,187.60290237467018,95.20580474934037,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.34168865435356,188.29815303430078,93.92480211081794,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,192.4485488126649,94.10817941952507,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,190.05672823218998,94.87994722955145,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,193.5910290237467,94.12796833773088,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,189.99604221635883,94.08047493403694,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
reviews_per_program,248.60290237467018,248.60290237467018,248.60290237467018,192.6952506596306,95.5910290237467,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745
pct_interview_given_signal,0.0,1.0,1.0,0.974062615531298,0.797253517015936,0.638666744498278,0.5322222870818983,0.45619053178448427,0.3991667153114237,0.3548148580545989,0.319333372249139
pct_interview_given_signal,0.0,1.0,1.0,0.9755414161461677,0.7974432315685015,0.638666744498278,0.5322222870818983,0.45619053178448427,0.3991667153114237,0.3548148580545989,0.319333372249139
pct_interview_given_signal,0.0,1.0,1.0,0.9756192477574767,0.7973702644328994,0.638666744498278,0.5322222870818983,0.45619053178448427,0.3991667153114237,0.3548148580545989,0.319333372249139
pct_interview_given_signal,0.0,1.0,1.0,0.97665051660732,0.7969470550464071,0.638666744498278,0.5322222870818983,0.45619053178448427,0.3991667153114237,0.3548148580545989,0.319333372249139
