Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,107.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,92.0,92.0,95.0,98.0,95.0,98.0,101.0,103.0,101.0,103.0,106.0,108.0
unmatched_applicants,109.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0,94.0,94.0,97.0,94.0,98.0,95.0,101.0,103.0,105.0,105.0,104.0,106.0
unmatched_applicants,111.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,92.0,93.0,94.0,97.0,96.0,97.0,102.0,98.0,99.0,102.0,106.0,103.0,111.0
unmatched_applicants,112.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,94.0,93.0,93.0,94.0,97.0,97.0,97.0,100.0,101.0,103.0,102.0,106.0,103.0
unmatched_applicants,109.0,93.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,93.0,98.0,100.0,100.0,99.0,100.0,101.0,107.0,102.0,106.0
unmatched_applicants,108.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,92.0,91.0,95.0,95.0,93.0,97.0,94.0,100.0,101.0,99.0,100.0,103.0,107.0,103.0,109.0
unmatched_applicants,110.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,96.0,95.0,99.0,95.0,101.0,100.0,102.0,102.0,103.0,104.0,104.0,107.0
unmatched_applicants,107.0,92.0,92.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,92.0,93.0,95.0,96.0,96.0,96.0,101.0,106.0,100.0,104.0,108.0,106.0
unmatched_applicants,109.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,95.0,91.0,95.0,95.0,100.0,100.0,101.0,101.0,98.0,100.0,100.0,104.0,103.0
unmatched_applicants,107.0,93.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,93.0,94.0,96.0,95.0,101.0,100.0,98.0,101.0,109.0,110.0,106.0
unfilled_spots,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,4.0,7.0,10.0,12.0,10.0,12.0,15.0,17.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,3.0,7.0,4.0,10.0,12.0,14.0,14.0,13.0,15.0
unfilled_spots,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,6.0,5.0,6.0,11.0,7.0,8.0,11.0,15.0,12.0,20.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,6.0,6.0,6.0,9.0,10.0,12.0,11.0,15.0,12.0
unfilled_spots,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,9.0,9.0,8.0,9.0,10.0,16.0,11.0,15.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,6.0,3.0,9.0,10.0,8.0,9.0,12.0,16.0,12.0,18.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,8.0,4.0,10.0,9.0,11.0,11.0,12.0,13.0,13.0,16.0
unfilled_spots,16.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,10.0,15.0,9.0,13.0,17.0,15.0
unfilled_spots,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,13.0,12.0
unfilled_spots,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,4.0,10.0,9.0,7.0,10.0,18.0,19.0,15.0
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,93.38461538461539,92.35897435897436,80.14102564102564,74.1923076923077,61.64102564102564,57.26923076923077,53.294871794871796,48.03846153846154,46.34615384615385,48.3974358974359,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,92.48717948717949,81.82051282051282,66.25641025641026,64.56410256410257,58.756410256410255,47.333333333333336,45.56410256410256,44.743589743589745,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,94.42307692307692,82.57692307692308,75.2948717948718,62.76923076923077,58.743589743589745,50.94871794871795,48.11538461538461,44.80769230769231,48.94871794871795,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,92.7051282051282,80.7051282051282,69.16666666666667,62.19230769230769,51.6025641025641,52.58974358974359,47.11538461538461,45.43589743589744,48.47435897435897,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,93.48717948717949,92.44871794871794,84.7948717948718,69.06410256410257,65.53846153846153,55.65384615384615,53.705128205128204,43.333333333333336,47.48717948717949,48.41025641025641,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,92.52564102564102,83.42307692307692,73.56410256410257,65.56410256410257,55.41025641025641,48.58974358974359,45.88461538461539,44.743589743589745,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,94.52564102564102,92.8076923076923,82.76923076923077,73.07692307692308,62.756410256410255,53.08974358974359,47.67948717948718,43.37179487179487,45.55128205128205,49.17948717948718,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,92.41025641025641,83.21794871794872,75.17948717948718,62.11538461538461,57.88461538461539,50.743589743589745,49.55128205128205,44.782051282051285,48.294871794871796,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,91.66666666666667,78.98717948717949,67.38461538461539,65.97435897435898,55.85897435897436,49.46153846153846,44.19230769230769,45.61538461538461,48.3974358974359,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
reviews_per_program,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,95.33333333333333,93.37179487179488,82.6025641025641,71.43589743589743,63.73076923076923,56.88461538461539,50.01282051282051,45.8974358974359,44.743589743589745,48.11538461538461,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9991258741258742,0.9979020979020979,0.9813519813519813,0.9430569430569431,0.9051573426573427,0.8418803418803419,0.7947552447552447,0.7326764144945963,0.6783216783216783,0.6291016675632061,0.5844155844155844,0.5454545454545454,0.5113636363636364,0.48128342245989303,0.45454545454545453,0.430622009569378,0.4090909090909091,0.38961038961038963,0.371900826446281,0.3557312252964427,0.3409090909090909,0.32727272727272727
