Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,322.0,204.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,205.0,204.0,204.0,208.0,208.0,215.0,220.0,221.0,227.0,233.0,231.0,239.0,242.0,245.0,259.0,262.0,274.0,287.0,289.0,296.0,308.0,314.0
unmatched_applicants,318.0,208.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,205.0,201.0,210.0,207.0,220.0,215.0,222.0,224.0,231.0,235.0,237.0,239.0,249.0,257.0,268.0,272.0,286.0,291.0,302.0,308.0,313.0
unmatched_applicants,316.0,204.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,205.0,208.0,216.0,217.0,216.0,221.0,228.0,228.0,227.0,231.0,239.0,239.0,257.0,265.0,279.0,290.0,294.0,298.0,309.0,314.0
unmatched_applicants,314.0,204.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,208.0,204.0,208.0,215.0,219.0,220.0,221.0,224.0,231.0,234.0,236.0,232.0,242.0,255.0,272.0,281.0,285.0,296.0,299.0,303.0,310.0
unmatched_applicants,320.0,208.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,205.0,211.0,215.0,217.0,217.0,219.0,225.0,231.0,233.0,231.0,240.0,248.0,264.0,266.0,283.0,282.0,296.0,300.0,305.0,312.0
unmatched_applicants,318.0,203.0,201.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,205.0,207.0,208.0,218.0,217.0,224.0,227.0,229.0,232.0,236.0,239.0,248.0,262.0,265.0,276.0,290.0,295.0,306.0,301.0,314.0
unmatched_applicants,319.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,207.0,201.0,205.0,214.0,215.0,219.0,222.0,226.0,231.0,236.0,237.0,241.0,251.0,259.0,262.0,280.0,286.0,293.0,300.0,304.0,310.0
unmatched_applicants,318.0,208.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,212.0,215.0,215.0,215.0,220.0,227.0,231.0,230.0,237.0,238.0,245.0,258.0,270.0,281.0,282.0,292.0,303.0,310.0,314.0
unmatched_applicants,321.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,205.0,201.0,205.0,205.0,207.0,214.0,217.0,218.0,222.0,228.0,229.0,234.0,236.0,242.0,240.0,249.0,269.0,283.0,287.0,287.0,299.0,308.0,315.0
unmatched_applicants,320.0,205.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,206.0,203.0,207.0,211.0,218.0,220.0,222.0,225.0,231.0,230.0,237.0,236.0,245.0,255.0,263.0,276.0,289.0,293.0,303.0,303.0,314.0
unfilled_spots,121.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,7.0,7.0,14.0,19.0,20.0,26.0,32.0,30.0,38.0,41.0,44.0,58.0,61.0,73.0,86.0,88.0,95.0,107.0,113.0
unfilled_spots,117.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,9.0,6.0,19.0,14.0,21.0,23.0,30.0,34.0,36.0,38.0,48.0,56.0,67.0,71.0,85.0,90.0,101.0,107.0,112.0
unfilled_spots,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,15.0,16.0,15.0,20.0,27.0,27.0,26.0,30.0,38.0,38.0,56.0,64.0,78.0,89.0,93.0,97.0,108.0,113.0
unfilled_spots,113.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,7.0,14.0,18.0,19.0,20.0,23.0,30.0,33.0,35.0,31.0,41.0,54.0,71.0,80.0,84.0,95.0,98.0,102.0,109.0
unfilled_spots,119.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,14.0,16.0,16.0,18.0,24.0,30.0,32.0,30.0,39.0,47.0,63.0,65.0,82.0,81.0,95.0,99.0,104.0,111.0
unfilled_spots,117.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,7.0,17.0,16.0,23.0,26.0,28.0,31.0,35.0,38.0,47.0,61.0,64.0,75.0,89.0,94.0,105.0,100.0,113.0
unfilled_spots,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,13.0,14.0,18.0,21.0,25.0,30.0,35.0,36.0,40.0,50.0,58.0,61.0,79.0,85.0,92.0,99.0,103.0,109.0
unfilled_spots,117.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,14.0,14.0,14.0,19.0,26.0,30.0,29.0,36.0,37.0,44.0,57.0,69.0,80.0,81.0,91.0,102.0,109.0,113.0
unfilled_spots,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,6.0,13.0,16.0,17.0,21.0,27.0,28.0,33.0,35.0,41.0,39.0,48.0,68.0,82.0,86.0,86.0,98.0,107.0,114.0
unfilled_spots,119.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,10.0,17.0,19.0,21.0,24.0,30.0,29.0,36.0,35.0,44.0,54.0,62.0,75.0,88.0,92.0,102.0,102.0,113.0
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,270.75949367088606,249.49367088607596,155.40506329113924,99.60759493670886,82.46835443037975,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,263.9113924050633,237.0632911392405,135.29113924050634,91.31645569620254,79.44303797468355,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,269.59493670886076,247.62025316455697,171.30379746835442,105.72151898734177,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,267.65822784810126,228.67088607594937,154.22784810126583,85.50632911392405,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,270.9113924050633,245.49367088607596,164.59493670886076,96.74683544303798,77.50632911392405,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,235.64556962025316,163.65822784810126,105.69620253164557,79.35443037974683,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,271.11392405063293,245.9873417721519,141.9367088607595,111.13924050632912,79.26582278481013,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,270.9873417721519,249.32911392405063,158.46835443037975,98.37974683544304,81.21518987341773,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,265.873417721519,240.2405063291139,170.72151898734177,93.56962025316456,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
reviews_per_program,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,272.9620253164557,267.6835443037975,234.35443037974684,173.8860759493671,98.72151898734177,82.26582278481013,86.74683544303798,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9947531600286191,0.9526293823038398,0.8772027453162679,0.7959933222036728,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9986087924318309,0.9940376818507035,0.9524207011686143,0.8777592283435355,0.7966611018363939,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9911757691390413,0.9545075125208681,0.8753478018920423,0.7973288814691152,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9980523094045631,0.989983305509182,0.9428213689482471,0.8810981265071415,0.7973288814691152,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9997217584863661,0.9928452182208443,0.9476210350584308,0.8759042849193099,0.7964941569282137,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9892678273312664,0.9595158597662772,0.8747913188647746,0.7969949916527546,0.7248444376991956,0.664440734557596,0.6133299088223964,0.5695206296207965,0.5315525876460768,0.498330550918197,0.46901698909947953,0.442960489705064,0.41964677972058695,0.3986644407345576,0.3796804197471977,0.3624222188495978,0.34666473107352835,0.332220367278798,0.31893155258764605,0.3066649544111982,0.29530699313670933,0.28476031481039826,0.2749409936100397,0.2657762938230384,0.25720286499003714,0.2491652754590985,0.24161481256639855,0.23450849454973977,0.22780825184831863
