Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,1070.0,734.0,726.0,726.0,726.0,731.0,735.0,750.0,765.0,781.0,787.0,801.0,819.0,822.0,844.0,845.0,874.0,879.0,894.0,883.0,944.0,955.0,943.0,961.0,1000.0,1016.0,1019.0,1020.0
unmatched_applicants,1051.0,736.0,728.0,726.0,726.0,734.0,742.0,755.0,758.0,781.0,791.0,798.0,819.0,831.0,832.0,836.0,891.0,871.0,902.0,893.0,954.0,959.0,943.0,950.0,1011.0,1023.0,1016.0,1017.0
unmatched_applicants,1062.0,739.0,728.0,728.0,726.0,728.0,744.0,751.0,759.0,779.0,798.0,804.0,816.0,833.0,836.0,843.0,885.0,888.0,894.0,892.0,944.0,936.0,950.0,941.0,1012.0,1001.0,1008.0,1013.0
unmatched_applicants,1064.0,737.0,726.0,728.0,726.0,727.0,745.0,753.0,759.0,785.0,785.0,800.0,817.0,823.0,826.0,843.0,889.0,880.0,888.0,896.0,953.0,938.0,944.0,959.0,1025.0,1016.0,1002.0,1004.0
unmatched_applicants,1059.0,733.0,727.0,726.0,726.0,727.0,744.0,758.0,760.0,771.0,780.0,806.0,832.0,825.0,841.0,840.0,883.0,887.0,892.0,885.0,950.0,951.0,949.0,949.0,1008.0,1006.0,1012.0,1005.0
unmatched_applicants,1059.0,730.0,727.0,728.0,727.0,729.0,738.0,760.0,753.0,769.0,786.0,804.0,822.0,834.0,844.0,849.0,875.0,884.0,885.0,896.0,938.0,941.0,952.0,942.0,1018.0,1014.0,1015.0,992.0
unmatched_applicants,1063.0,736.0,726.0,728.0,726.0,726.0,740.0,756.0,758.0,776.0,786.0,810.0,822.0,825.0,836.0,836.0,888.0,889.0,888.0,884.0,942.0,945.0,953.0,956.0,1009.0,1008.0,1008.0,1020.0
unmatched_applicants,1072.0,736.0,726.0,731.0,726.0,729.0,752.0,757.0,762.0,765.0,793.0,804.0,834.0,837.0,842.0,842.0,887.0,879.0,894.0,882.0,942.0,962.0,954.0,951.0,1011.0,1011.0,1018.0,1002.0
unmatched_applicants,1065.0,740.0,727.0,726.0,726.0,732.0,741.0,749.0,764.0,773.0,789.0,803.0,831.0,829.0,830.0,837.0,886.0,895.0,891.0,889.0,944.0,954.0,956.0,945.0,1005.0,1009.0,1006.0,1019.0
unmatched_applicants,1055.0,735.0,728.0,727.0,726.0,729.0,738.0,760.0,753.0,772.0,791.0,791.0,825.0,827.0,839.0,838.0,885.0,888.0,878.0,887.0,967.0,953.0,941.0,954.0,1011.0,1011.0,992.0,1021.0
unfilled_spots,344.0,8.0,0.0,0.0,0.0,5.0,9.0,24.0,39.0,55.0,61.0,75.0,93.0,96.0,118.0,119.0,148.0,153.0,168.0,157.0,218.0,229.0,217.0,235.0,274.0,290.0,293.0,294.0
unfilled_spots,325.0,10.0,2.0,0.0,0.0,8.0,16.0,29.0,32.0,55.0,65.0,72.0,93.0,105.0,106.0,110.0,165.0,145.0,176.0,167.0,228.0,233.0,217.0,224.0,285.0,297.0,290.0,291.0
unfilled_spots,336.0,13.0,2.0,2.0,0.0,2.0,18.0,25.0,33.0,53.0,72.0,78.0,90.0,107.0,110.0,117.0,159.0,162.0,168.0,166.0,218.0,210.0,224.0,215.0,286.0,275.0,282.0,287.0
unfilled_spots,338.0,11.0,0.0,2.0,0.0,1.0,19.0,27.0,33.0,59.0,59.0,74.0,91.0,97.0,100.0,117.0,163.0,154.0,162.0,170.0,227.0,212.0,218.0,233.0,299.0,290.0,276.0,278.0
unfilled_spots,333.0,7.0,1.0,0.0,0.0,1.0,18.0,32.0,34.0,45.0,54.0,80.0,106.0,99.0,115.0,114.0,157.0,161.0,166.0,159.0,224.0,225.0,223.0,223.0,282.0,280.0,286.0,279.0
unfilled_spots,333.0,4.0,1.0,2.0,1.0,3.0,12.0,34.0,27.0,43.0,60.0,78.0,96.0,108.0,118.0,123.0,149.0,158.0,159.0,170.0,212.0,215.0,226.0,216.0,292.0,288.0,289.0,266.0
unfilled_spots,337.0,10.0,0.0,2.0,0.0,0.0,14.0,30.0,32.0,50.0,60.0,84.0,96.0,99.0,110.0,110.0,162.0,163.0,162.0,158.0,216.0,219.0,227.0,230.0,283.0,282.0,282.0,294.0
unfilled_spots,346.0,10.0,0.0,5.0,0.0,3.0,26.0,31.0,36.0,39.0,67.0,78.0,108.0,111.0,116.0,116.0,161.0,153.0,168.0,156.0,216.0,236.0,228.0,225.0,285.0,285.0,292.0,276.0
unfilled_spots,339.0,14.0,1.0,0.0,0.0,6.0,15.0,23.0,38.0,47.0,63.0,77.0,105.0,103.0,104.0,111.0,160.0,169.0,165.0,163.0,218.0,228.0,230.0,219.0,279.0,283.0,280.0,293.0
unfilled_spots,329.0,9.0,2.0,1.0,0.0,3.0,12.0,34.0,27.0,46.0,65.0,65.0,99.0,101.0,113.0,112.0,159.0,162.0,152.0,161.0,241.0,227.0,215.0,228.0,285.0,285.0,266.0,295.0
reviews_per_program,220.83333333333334,220.83333333333334,198.17592592592592,80.125,36.601851851851855,36.80555555555556,44.166666666666664,51.52777777777778,58.888888888888886,66.25,73.61111111111111,80.97222222222223,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75
reviews_per_program,220.83333333333334,220.83333333333334,193.5,78.19444444444444,38.63425925925926,37.69444444444444,44.166666666666664,51.52777777777778,58.888888888888886,66.25,73.61111111111111,80.97222222222223,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75
reviews_per_program,220.83333333333334,220.83333333333334,198.10185185185185,74.89814814814815,32.023148148148145,36.80555555555556,44.166666666666664,51.52777777777778,58.888888888888886,66.25,73.61111111111111,80.97222222222223,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75
reviews_per_program,220.83333333333334,220.83333333333334,195.24537037037038,83.22222222222223,38.18055555555556,36.80555555555556,44.166666666666664,51.52777777777778,58.888888888888886,66.25,73.61111111111111,80.97222222222223,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75
