Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,3766.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3531.0,3526.0,3537.0,3553.0,3573.0,3584.0,3599.0,3607.0,3621.0,3641.0,3645.0,3667.0,3672.0,3690.0,3705.0,3712.0
unmatched_applicants,3764.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3525.0,3532.0,3555.0,3575.0,3574.0,3595.0,3618.0,3631.0,3626.0,3650.0,3670.0,3671.0,3696.0,3711.0,3718.0
unmatched_applicants,3756.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3520.0,3530.0,3560.0,3569.0,3565.0,3588.0,3615.0,3627.0,3626.0,3654.0,3654.0,3681.0,3697.0,3702.0,3703.0
unmatched_applicants,3764.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3530.0,3528.0,3537.0,3549.0,3572.0,3571.0,3598.0,3613.0,3630.0,3644.0,3654.0,3668.0,3682.0,3673.0,3688.0,3715.0
unmatched_applicants,3757.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3530.0,3539.0,3557.0,3571.0,3565.0,3595.0,3612.0,3645.0,3632.0,3656.0,3667.0,3670.0,3684.0,3711.0,3707.0
unmatched_applicants,3760.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3523.0,3533.0,3558.0,3574.0,3586.0,3599.0,3620.0,3623.0,3637.0,3650.0,3668.0,3676.0,3713.0,3707.0,3724.0
unmatched_applicants,3767.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3523.0,3535.0,3559.0,3565.0,3557.0,3588.0,3616.0,3629.0,3624.0,3651.0,3666.0,3675.0,3685.0,3709.0,3703.0
unmatched_applicants,3753.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3528.0,3532.0,3561.0,3573.0,3589.0,3588.0,3601.0,3617.0,3636.0,3653.0,3673.0,3680.0,3696.0,3694.0,3704.0
unmatched_applicants,3763.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3523.0,3520.0,3543.0,3557.0,3574.0,3572.0,3593.0,3619.0,3638.0,3642.0,3651.0,3660.0,3685.0,3695.0,3699.0,3709.0
unmatched_applicants,3765.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3524.0,3544.0,3562.0,3565.0,3578.0,3595.0,3611.0,3629.0,3632.0,3656.0,3664.0,3680.0,3692.0,3703.0,3706.0
unfilled_spots,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,17.0,33.0,53.0,64.0,79.0,87.0,101.0,121.0,125.0,147.0,152.0,170.0,185.0,192.0
unfilled_spots,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,12.0,35.0,55.0,54.0,75.0,98.0,111.0,106.0,130.0,150.0,151.0,176.0,191.0,198.0
unfilled_spots,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,40.0,49.0,45.0,68.0,95.0,107.0,106.0,134.0,134.0,161.0,177.0,182.0,183.0
unfilled_spots,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,17.0,29.0,52.0,51.0,78.0,93.0,110.0,124.0,134.0,148.0,162.0,153.0,168.0,195.0
unfilled_spots,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,37.0,51.0,45.0,75.0,92.0,125.0,112.0,136.0,147.0,150.0,164.0,191.0,187.0
unfilled_spots,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,13.0,38.0,54.0,66.0,79.0,100.0,103.0,117.0,130.0,148.0,156.0,193.0,187.0,204.0
unfilled_spots,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,15.0,39.0,45.0,37.0,68.0,96.0,109.0,104.0,131.0,146.0,155.0,165.0,189.0,183.0
unfilled_spots,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,12.0,41.0,53.0,69.0,68.0,81.0,97.0,116.0,133.0,153.0,160.0,176.0,174.0,184.0
unfilled_spots,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,23.0,37.0,54.0,52.0,73.0,99.0,118.0,122.0,131.0,140.0,165.0,175.0,179.0,189.0
unfilled_spots,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,24.0,42.0,45.0,58.0,75.0,91.0,109.0,112.0,136.0,144.0,160.0,172.0,183.0,186.0
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,453.4449152542373,99.10593220338983,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,461.8728813559322,101.60593220338983,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,456.4957627118644,106.20338983050847,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,451.43220338983053,99.53389830508475,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,469.48728813559325,99.62711864406779,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,459.521186440678,106.39406779661017,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,464.7542372881356,108.76271186440678,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,457.79661016949154,99.1822033898305,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,460.85593220338984,99.63135593220339,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
reviews_per_program,635.542372881356,635.542372881356,635.542372881356,450.978813559322,99.30084745762711,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339,328.728813559322,350.64406779661016,372.5593220338983,394.47457627118644,416.3898305084746,438.3050847457627,460.22033898305085,482.135593220339,504.0508474576271,525.9661016949152,547.8813559322034,569.7966101694915
pct_interview_given_signal,0.0,1.0,1.0,0.9764758958494457,0.7977571539056458,0.6388244392884764,0.5323536994070637,0.4563031709203403,0.39926527455529776,0.3549024662713758,0.3194122196442382,0.29037474513112566,0.26617684970353184,0.24570170741864478,0.22815158546017014,0.21294147976282546,0.19963263727764888,0.18788954096719895,0.1774512331356879,0.16811169454959907,0.1597061098221191,0.15210105697344675,0.14518737256556283,0.13887487810619054,0.13308842485176592,0.12776488785769527,0.12285085370932239
pct_interview_given_signal,0.0,1.0,1.0,0.975831399845321,0.7972737819025522,0.6388244392884764,0.5323536994070637,0.4563031709203403,0.39926527455529776,0.3549024662713758,0.3194122196442382,0.29037474513112566,0.26617684970353184,0.24570170741864478,0.22815158546017014,0.21294147976282546,0.19963263727764888,0.18788954096719895,0.1774512331356879,0.16811169454959907,0.1597061098221191,0.15210105697344675,0.14518737256556283,0.13887487810619054,0.13308842485176592,0.12776488785769527,0.12285085370932239
pct_interview_given_signal,0.0,1.0,1.0,0.974477958236659,0.7975638051044084,0.6388244392884764,0.5323536994070637,0.4563031709203403,0.39926527455529776,0.3549024662713758,0.3194122196442382,0.29037474513112566,0.26617684970353184,0.24570170741864478,0.22815158546017014,0.21294147976282546,0.19963263727764888,0.18788954096719895,0.1774512331356879,0.16811169454959907,0.1597061098221191,0.15210105697344675,0.14518737256556283,0.13887487810619054,0.13308842485176592,0.12776488785769527,0.12285085370932239
pct_interview_given_signal,0.0,1.0,1.0,0.9792472286671823,0.7971287703016241,0.6388244392884764,0.5323536994070637,0.4563031709203403,0.39926527455529776,0.3549024662713758,0.3194122196442382,0.29037474513112566,0.26617684970353184,0.24570170741864478,0.22815158546017014,0.21294147976282546,0.19963263727764888,0.18788954096719895,0.1774512331356879,0.16811169454959907,0.1597061098221191,0.15210105697344675,0.14518737256556283,0.13887487810619054,0.13308842485176592,0.12776488785769527,0.12285085370932239
