Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,782.0,585.0,575.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,569.0,564.0,567.0,577.0,580.0,584.0,602.0,611.0,623.0,636.0,656.0,648.0,678.0,688.0,695.0,707.0,720.0,739.0,743.0,737.0,747.0,772.0,775.0
unmatched_applicants,786.0,580.0,570.0,568.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,578.0,582.0,591.0,587.0,612.0,632.0,641.0,646.0,666.0,671.0,678.0,709.0,705.0,721.0,736.0,751.0,745.0,757.0,773.0,797.0
unmatched_applicants,779.0,584.0,578.0,569.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,567.0,564.0,566.0,568.0,588.0,591.0,589.0,612.0,623.0,639.0,656.0,666.0,695.0,698.0,706.0,704.0,727.0,740.0,748.0,752.0,763.0,780.0,776.0
unmatched_applicants,791.0,583.0,569.0,569.0,564.0,564.0,564.0,564.0,564.0,564.0,567.0,564.0,564.0,567.0,566.0,588.0,592.0,590.0,613.0,622.0,632.0,654.0,672.0,683.0,702.0,706.0,707.0,707.0,738.0,749.0,748.0,748.0,773.0,779.0
unmatched_applicants,775.0,591.0,573.0,570.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,567.0,564.0,568.0,576.0,583.0,582.0,604.0,622.0,622.0,637.0,652.0,664.0,675.0,695.0,693.0,700.0,730.0,742.0,736.0,744.0,757.0,769.0,768.0
unmatched_applicants,780.0,584.0,568.0,569.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,576.0,581.0,592.0,601.0,614.0,623.0,634.0,669.0,667.0,669.0,698.0,688.0,717.0,717.0,732.0,738.0,749.0,751.0,770.0,767.0
unmatched_applicants,765.0,583.0,570.0,567.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,575.0,587.0,582.0,609.0,607.0,629.0,637.0,656.0,658.0,674.0,691.0,694.0,708.0,714.0,725.0,740.0,747.0,767.0,767.0,779.0
unmatched_applicants,771.0,579.0,566.0,567.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,570.0,588.0,589.0,596.0,609.0,623.0,634.0,658.0,661.0,683.0,691.0,703.0,719.0,710.0,751.0,747.0,756.0,768.0,774.0,775.0
unmatched_applicants,795.0,584.0,568.0,568.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,564.0,571.0,572.0,584.0,596.0,601.0,610.0,633.0,639.0,649.0,664.0,693.0,695.0,706.0,711.0,725.0,734.0,740.0,745.0,750.0,765.0,790.0
unmatched_applicants,788.0,579.0,574.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,575.0,587.0,589.0,603.0,606.0,628.0,650.0,653.0,669.0,684.0,694.0,698.0,701.0,713.0,735.0,750.0,744.0,756.0,779.0,779.0
