Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1197.0,1038.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1039.0,1041.0,1056.0,1054.0,1071.0,1077.0,1091.0,1093.0,1102.0,1116.0,1121.0,1134.0,1154.0,1151.0,1168.0,1189.0,1195.0
unmatched_applicants,1193.0,1038.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1035.0,1040.0,1040.0,1051.0,1050.0,1064.0,1068.0,1087.0,1102.0,1103.0,1117.0,1121.0,1140.0,1154.0,1150.0,1160.0,1190.0,1186.0
unmatched_applicants,1192.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1042.0,1050.0,1055.0,1065.0,1075.0,1087.0,1093.0,1112.0,1113.0,1125.0,1146.0,1147.0,1150.0,1173.0,1195.0,1191.0
unmatched_applicants,1184.0,1038.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1048.0,1050.0,1051.0,1068.0,1071.0,1093.0,1090.0,1101.0,1117.0,1131.0,1140.0,1146.0,1144.0,1168.0,1191.0,1183.0
unmatched_applicants,1187.0,1035.0,1035.0,1036.0,1035.0,1035.0,1035.0,1037.0,1035.0,1038.0,1048.0,1058.0,1053.0,1062.0,1077.0,1085.0,1094.0,1113.0,1119.0,1136.0,1145.0,1154.0,1166.0,1168.0,1197.0,1198.0
unmatched_applicants,1191.0,1041.0,1036.0,1035.0,1035.0,1035.0,1035.0,1036.0,1036.0,1035.0,1037.0,1050.0,1049.0,1066.0,1080.0,1088.0,1091.0,1110.0,1108.0,1130.0,1143.0,1137.0,1153.0,1160.0,1189.0,1187.0
unmatched_applicants,1184.0,1036.0,1036.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1040.0,1044.0,1057.0,1060.0,1057.0,1069.0,1075.0,1097.0,1106.0,1109.0,1128.0,1140.0,1161.0,1152.0,1160.0,1183.0,1187.0
unmatched_applicants,1192.0,1036.0,1037.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1047.0,1051.0,1048.0,1062.0,1076.0,1091.0,1093.0,1095.0,1133.0,1126.0,1144.0,1158.0,1164.0,1160.0,1188.0,1204.0
unmatched_applicants,1209.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1046.0,1047.0,1051.0,1057.0,1076.0,1085.0,1085.0,1100.0,1104.0,1125.0,1137.0,1136.0,1151.0,1167.0,1187.0,1194.0
unmatched_applicants,1200.0,1037.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1044.0,1055.0,1050.0,1065.0,1076.0,1084.0,1089.0,1105.0,1111.0,1121.0,1144.0,1147.0,1152.0,1165.0,1200.0,1186.0
unfilled_spots,162.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,21.0,19.0,36.0,42.0,56.0,58.0,67.0,81.0,86.0,99.0,119.0,116.0,133.0,154.0,160.0
unfilled_spots,158.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,16.0,15.0,29.0,33.0,52.0,67.0,68.0,82.0,86.0,105.0,119.0,115.0,125.0,155.0,151.0
unfilled_spots,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,20.0,30.0,40.0,52.0,58.0,77.0,78.0,90.0,111.0,112.0,115.0,138.0,160.0,156.0
unfilled_spots,149.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0,16.0,33.0,36.0,58.0,55.0,66.0,82.0,96.0,105.0,111.0,109.0,133.0,156.0,148.0
unfilled_spots,152.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0,23.0,18.0,27.0,42.0,50.0,59.0,78.0,84.0,101.0,110.0,119.0,131.0,133.0,162.0,163.0
unfilled_spots,156.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,14.0,31.0,45.0,53.0,56.0,75.0,73.0,95.0,108.0,102.0,118.0,125.0,154.0,152.0
unfilled_spots,149.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,22.0,25.0,22.0,34.0,40.0,62.0,71.0,74.0,93.0,105.0,126.0,117.0,125.0,148.0,152.0
unfilled_spots,157.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,13.0,27.0,41.0,56.0,58.0,60.0,98.0,91.0,109.0,123.0,129.0,125.0,153.0,169.0
