Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,1288.0,1186.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1190.0,1198.0,1199.0,1213.0,1229.0,1229.0,1241.0,1249.0,1262.0,1265.0
unmatched_applicants,1286.0,1186.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1199.0,1195.0,1212.0,1223.0,1240.0,1237.0,1245.0,1259.0,1263.0
unmatched_applicants,1297.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1189.0,1198.0,1198.0,1212.0,1221.0,1232.0,1239.0,1248.0,1256.0,1270.0
unmatched_applicants,1296.0,1191.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1197.0,1196.0,1200.0,1205.0,1215.0,1237.0,1240.0,1242.0,1256.0,1270.0
unmatched_applicants,1291.0,1188.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1189.0,1187.0,1200.0,1198.0,1205.0,1220.0,1232.0,1243.0,1244.0,1254.0,1263.0
unmatched_applicants,1295.0,1187.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1186.0,1191.0,1200.0,1202.0,1202.0,1218.0,1228.0,1240.0,1254.0,1263.0,1264.0
unmatched_applicants,1286.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1188.0,1185.0,1200.0,1203.0,1207.0,1218.0,1230.0,1238.0,1245.0,1260.0,1262.0
unmatched_applicants,1296.0,1188.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1185.0,1185.0,1195.0,1196.0,1202.0,1204.0,1222.0,1232.0,1239.0,1248.0,1254.0,1269.0
unmatched_applicants,1295.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1186.0,1191.0,1193.0,1199.0,1207.0,1222.0,1228.0,1235.0,1242.0,1263.0,1268.0
unmatched_applicants,1296.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1199.0,1203.0,1209.0,1220.0,1236.0,1237.0,1258.0,1266.0,1262.0
unfilled_spots,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,14.0,28.0,44.0,44.0,56.0,64.0,77.0,80.0
unfilled_spots,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,10.0,27.0,38.0,55.0,52.0,60.0,74.0,78.0
unfilled_spots,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,13.0,27.0,36.0,47.0,54.0,63.0,71.0,85.0
unfilled_spots,111.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,15.0,20.0,30.0,52.0,55.0,57.0,71.0,85.0
unfilled_spots,106.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,15.0,13.0,20.0,35.0,47.0,58.0,59.0,69.0,78.0
unfilled_spots,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,17.0,17.0,33.0,43.0,55.0,69.0,78.0,79.0
unfilled_spots,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,18.0,22.0,33.0,45.0,53.0,60.0,75.0,77.0
unfilled_spots,111.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,11.0,17.0,19.0,37.0,47.0,54.0,63.0,69.0,84.0
unfilled_spots,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,14.0,22.0,37.0,43.0,50.0,57.0,78.0,83.0
unfilled_spots,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,18.0,24.0,35.0,51.0,52.0,73.0,81.0,77.0
reviews_per_program,187.88505747126436,187.88505747126436,187.29501915708812,179.40613026819923,121.68199233716476,64.29885057471265,52.76628352490422,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,183.71647509578543,123.92337164750958,61.509578544061306,51.77394636015325,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,180.19157088122606,126.20689655172414,65.9080459770115,53.37931034482759,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,183.32183908045977,125.68199233716476,61.76245210727969,52.298850574712645,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,182.81992337164752,121.35632183908046,61.77394636015325,52.93869731800766,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,183.99233716475095,128.95785440613028,58.64750957854406,52.333333333333336,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,182.92337164750958,123.21072796934865,63.46360153256705,51.724137931034484,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
reviews_per_program,187.88505747126436,187.88505747126436,187.88505747126436,184.41379310344828,123.6360153256705,62.206896551724135,51.72030651340996,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195
