Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,8198.0,6200.0,6190.0,6190.0,6190.0,6190.0,6214.0,6298.0,6331.0,6547.0,6768.0,6932.0,7018.0,7152.0,7274.0,7383.0,7688.0,7709.0,7751.0,7802.0
unmatched_applicants,8253.0,6197.0,6190.0,6190.0,6190.0,6190.0,6216.0,6311.0,6324.0,6503.0,6750.0,6915.0,7024.0,7173.0,7295.0,7395.0,7663.0,7726.0,7767.0,7797.0
unmatched_applicants,8260.0,6199.0,6191.0,6190.0,6190.0,6190.0,6212.0,6325.0,6330.0,6526.0,6700.0,6951.0,7021.0,7190.0,7270.0,7355.0,7674.0,7684.0,7779.0,7792.0
unmatched_applicants,8273.0,6205.0,6190.0,6190.0,6190.0,6190.0,6193.0,6309.0,6323.0,6548.0,6757.0,6936.0,7006.0,7144.0,7291.0,7402.0,7643.0,7717.0,7732.0,7819.0
unmatched_applicants,8249.0,6195.0,6195.0,6190.0,6190.0,6190.0,6220.0,6276.0,6325.0,6533.0,6736.0,6934.0,7070.0,7137.0,7269.0,7397.0,7597.0,7719.0,7722.0,7838.0
unmatched_applicants,8275.0,6198.0,6190.0,6190.0,6190.0,6191.0,6219.0,6331.0,6294.0,6558.0,6745.0,6943.0,7031.0,7134.0,7277.0,7390.0,7614.0,7706.0,7730.0,7815.0
unmatched_applicants,8275.0,6196.0,6191.0,6190.0,6190.0,6190.0,6203.0,6337.0,6363.0,6539.0,6731.0,6992.0,7051.0,7099.0,7312.0,7397.0,7647.0,7690.0,7742.0,7811.0
unmatched_applicants,8263.0,6197.0,6190.0,6190.0,6190.0,6196.0,6236.0,6324.0,6325.0,6544.0,6753.0,6925.0,7028.0,7168.0,7309.0,7366.0,7659.0,7739.0,7789.0,7810.0
unmatched_applicants,8260.0,6196.0,6190.0,6190.0,6190.0,6190.0,6194.0,6347.0,6313.0,6553.0,6760.0,6933.0,7032.0,7151.0,7283.0,7422.0,7654.0,7731.0,7764.0,7851.0
unmatched_applicants,8231.0,6195.0,6190.0,6190.0,6190.0,6190.0,6214.0,6310.0,6340.0,6534.0,6758.0,6953.0,7026.0,7124.0,7319.0,7369.0,7644.0,7717.0,7725.0,7838.0
unfilled_spots,2008.0,10.0,0.0,0.0,0.0,0.0,24.0,108.0,141.0,357.0,578.0,742.0,828.0,962.0,1084.0,1193.0,1498.0,1519.0,1561.0,1612.0
unfilled_spots,2063.0,7.0,0.0,0.0,0.0,0.0,26.0,121.0,134.0,313.0,560.0,725.0,834.0,983.0,1105.0,1205.0,1473.0,1536.0,1577.0,1607.0
unfilled_spots,2070.0,9.0,1.0,0.0,0.0,0.0,22.0,135.0,140.0,336.0,510.0,761.0,831.0,1000.0,1080.0,1165.0,1484.0,1494.0,1589.0,1602.0
unfilled_spots,2083.0,15.0,0.0,0.0,0.0,0.0,3.0,119.0,133.0,358.0,567.0,746.0,816.0,954.0,1101.0,1212.0,1453.0,1527.0,1542.0,1629.0
unfilled_spots,2059.0,5.0,5.0,0.0,0.0,0.0,30.0,86.0,135.0,343.0,546.0,744.0,880.0,947.0,1079.0,1207.0,1407.0,1529.0,1532.0,1648.0
unfilled_spots,2085.0,8.0,0.0,0.0,0.0,1.0,29.0,141.0,104.0,368.0,555.0,753.0,841.0,944.0,1087.0,1200.0,1424.0,1516.0,1540.0,1625.0
unfilled_spots,2085.0,6.0,1.0,0.0,0.0,0.0,13.0,147.0,173.0,349.0,541.0,802.0,861.0,909.0,1122.0,1207.0,1457.0,1500.0,1552.0,1621.0
unfilled_spots,2073.0,7.0,0.0,0.0,0.0,6.0,46.0,134.0,135.0,354.0,563.0,735.0,838.0,978.0,1119.0,1176.0,1469.0,1549.0,1599.0,1620.0
unfilled_spots,2070.0,6.0,0.0,0.0,0.0,0.0,4.0,157.0,123.0,363.0,570.0,743.0,842.0,961.0,1093.0,1232.0,1464.0,1541.0,1574.0,1661.0
unfilled_spots,2041.0,5.0,0.0,0.0,0.0,0.0,24.0,120.0,150.0,344.0,568.0,763.0,836.0,934.0,1129.0,1179.0,1454.0,1527.0,1535.0,1648.0
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,446.34564643799473,211.778364116095,114.35356200527704,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
