Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,1451.0,860.0,851.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,843.0,836.0,870.0,906.0,934.0,943.0,998.0,1036.0,1036.0,1088.0,1106.0,1140.0,1150.0,1217.0,1226.0,1225.0,1230.0,1284.0,1282.0,1292.0,1301.0,1345.0,1354.0,1355.0
unmatched_applicants,1427.0,862.0,852.0,843.0,833.0,833.0,833.0,833.0,833.0,833.0,838.0,840.0,836.0,868.0,904.0,944.0,949.0,985.0,1023.0,1057.0,1089.0,1127.0,1126.0,1143.0,1181.0,1212.0,1211.0,1230.0,1264.0,1279.0,1277.0,1284.0,1358.0,1366.0,1358.0
unmatched_applicants,1435.0,860.0,850.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,840.0,841.0,870.0,914.0,945.0,957.0,994.0,1047.0,1065.0,1090.0,1110.0,1143.0,1156.0,1193.0,1214.0,1238.0,1243.0,1277.0,1280.0,1286.0,1295.0,1371.0,1365.0,1351.0
unmatched_applicants,1454.0,861.0,845.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,843.0,846.0,861.0,911.0,935.0,976.0,1003.0,1031.0,1069.0,1101.0,1114.0,1136.0,1153.0,1197.0,1212.0,1219.0,1237.0,1284.0,1292.0,1287.0,1289.0,1363.0,1344.0,1365.0
unmatched_applicants,1416.0,878.0,863.0,836.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,858.0,842.0,883.0,920.0,919.0,961.0,995.0,1029.0,1065.0,1101.0,1105.0,1125.0,1140.0,1178.0,1212.0,1225.0,1237.0,1273.0,1275.0,1293.0,1293.0,1353.0,1367.0,1384.0
unmatched_applicants,1437.0,862.0,839.0,836.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,843.0,854.0,855.0,910.0,944.0,944.0,997.0,1031.0,1045.0,1081.0,1117.0,1142.0,1145.0,1210.0,1198.0,1212.0,1215.0,1278.0,1281.0,1286.0,1300.0,1345.0,1346.0,1345.0
unmatched_applicants,1443.0,868.0,858.0,840.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,837.0,841.0,869.0,901.0,947.0,936.0,978.0,1026.0,1046.0,1108.0,1109.0,1126.0,1164.0,1189.0,1222.0,1233.0,1240.0,1279.0,1289.0,1295.0,1286.0,1361.0,1355.0,1362.0
unmatched_applicants,1463.0,861.0,847.0,840.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,845.0,874.0,901.0,921.0,952.0,977.0,1023.0,1055.0,1097.0,1117.0,1126.0,1139.0,1197.0,1194.0,1235.0,1235.0,1259.0,1277.0,1292.0,1297.0,1373.0,1365.0,1354.0
unmatched_applicants,1439.0,855.0,855.0,850.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,843.0,871.0,897.0,925.0,951.0,1008.0,1035.0,1051.0,1083.0,1117.0,1140.0,1158.0,1188.0,1209.0,1212.0,1239.0,1279.0,1272.0,1287.0,1287.0,1344.0,1360.0,1357.0
unmatched_applicants,1466.0,852.0,845.0,838.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,843.0,870.0,909.0,939.0,962.0,993.0,1021.0,1064.0,1105.0,1100.0,1127.0,1143.0,1198.0,1208.0,1224.0,1230.0,1277.0,1281.0,1294.0,1291.0,1349.0,1376.0,1362.0
unfilled_spots,618.0,27.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,37.0,73.0,101.0,110.0,165.0,203.0,203.0,255.0,273.0,307.0,317.0,384.0,393.0,392.0,397.0,451.0,449.0,459.0,468.0,512.0,521.0,522.0
unfilled_spots,594.0,29.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,35.0,71.0,111.0,116.0,152.0,190.0,224.0,256.0,294.0,293.0,310.0,348.0,379.0,378.0,397.0,431.0,446.0,444.0,451.0,525.0,533.0,525.0
unfilled_spots,602.0,27.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,37.0,81.0,112.0,124.0,161.0,214.0,232.0,257.0,277.0,310.0,323.0,360.0,381.0,405.0,410.0,444.0,447.0,453.0,462.0,538.0,532.0,518.0
