Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,8374.0,6529.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6547.0,6595.0,6759.0,6883.0,6893.0,7004.0,7124.0,7264.0,7287.0,7379.0,7457.0,7555.0,7685.0,7744.0,7771.0,7803.0,8006.0,8011.0,8056.0,8086.0,8370.0
unmatched_applicants,8449.0,6526.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6552.0,6555.0,6606.0,6709.0,6889.0,6879.0,7017.0,7144.0,7262.0,7281.0,7404.0,7465.0,7541.0,7631.0,7711.0,7756.0,7823.0,8016.0,8019.0,8050.0,8119.0,8410.0
unmatched_applicants,8451.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6536.0,6538.0,6597.0,6734.0,6905.0,6865.0,7029.0,7120.0,7258.0,7297.0,7379.0,7474.0,7549.0,7660.0,7695.0,7764.0,7787.0,8002.0,8048.0,8089.0,8101.0,8363.0
unmatched_applicants,8394.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6534.0,6550.0,6635.0,6728.0,6867.0,6896.0,6990.0,7118.0,7268.0,7301.0,7379.0,7474.0,7546.0,7615.0,7689.0,7753.0,7809.0,7996.0,8052.0,8073.0,8119.0,8399.0
unmatched_applicants,8409.0,6523.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6545.0,6549.0,6625.0,6705.0,6900.0,6855.0,7011.0,7145.0,7254.0,7277.0,7350.0,7469.0,7524.0,7687.0,7713.0,7732.0,7798.0,8030.0,8055.0,8059.0,8076.0,8369.0
unmatched_applicants,8422.0,6528.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6556.0,6531.0,6600.0,6745.0,6878.0,6869.0,7046.0,7162.0,7272.0,7261.0,7371.0,7435.0,7570.0,7653.0,7683.0,7755.0,7765.0,8077.0,8044.0,8099.0,8087.0,8402.0
unmatched_applicants,8400.0,6526.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6556.0,6544.0,6596.0,6720.0,6890.0,6892.0,7035.0,7126.0,7267.0,7298.0,7350.0,7433.0,7564.0,7625.0,7691.0,7724.0,7788.0,8001.0,8055.0,8058.0,8086.0,8397.0
unmatched_applicants,8376.0,6526.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6535.0,6540.0,6669.0,6715.0,6877.0,6873.0,7016.0,7128.0,7239.0,7287.0,7410.0,7451.0,7498.0,7665.0,7720.0,7733.0,7818.0,8074.0,8029.0,8090.0,8073.0,8377.0
unmatched_applicants,8437.0,6531.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6530.0,6532.0,6599.0,6695.0,6867.0,6869.0,7000.0,7124.0,7257.0,7299.0,7366.0,7451.0,7532.0,7643.0,7671.0,7724.0,7779.0,7987.0,8046.0,8068.0,8100.0,8351.0
unmatched_applicants,8402.0,6530.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6550.0,6559.0,6630.0,6701.0,6863.0,6847.0,6995.0,7134.0,7254.0,7300.0,7382.0,7460.0,7527.0,7643.0,7723.0,7748.0,7806.0,8054.0,8007.0,8062.0,8114.0,8380.0
