Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,147.0,98.0,93.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,94.0,96.0,95.0,95.0,99.0,98.0,100.0,101.0,101.0,104.0,106.0,112.0,113.0,118.0,120.0,120.0,125.0,132.0,137.0,141.0,143.0,145.0,147.0
unmatched_applicants,151.0,97.0,96.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,95.0,95.0,94.0,99.0,98.0,100.0,101.0,101.0,102.0,107.0,109.0,110.0,113.0,122.0,118.0,125.0,125.0,132.0,133.0,137.0,137.0,144.0,145.0
unmatched_applicants,146.0,105.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0,95.0,97.0,97.0,97.0,103.0,99.0,101.0,101.0,102.0,106.0,114.0,112.0,112.0,117.0,122.0,128.0,127.0,135.0,138.0,139.0,142.0,141.0
unmatched_applicants,152.0,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,96.0,93.0,99.0,98.0,103.0,98.0,101.0,101.0,104.0,105.0,105.0,108.0,112.0,117.0,123.0,128.0,129.0,133.0,130.0,132.0,138.0,144.0,144.0
unmatched_applicants,151.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,92.0,94.0,95.0,97.0,98.0,102.0,97.0,103.0,102.0,101.0,107.0,102.0,110.0,113.0,114.0,116.0,124.0,124.0,131.0,133.0,140.0,137.0,141.0,146.0
unmatched_applicants,145.0,97.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0,91.0,91.0,97.0,91.0,98.0,99.0,97.0,99.0,101.0,101.0,102.0,102.0,112.0,111.0,112.0,113.0,123.0,123.0,128.0,126.0,132.0,133.0,141.0,138.0,148.0
unmatched_applicants,145.0,100.0,95.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,95.0,96.0,94.0,96.0,99.0,98.0,101.0,101.0,100.0,100.0,105.0,105.0,110.0,113.0,117.0,121.0,121.0,125.0,129.0,134.0,134.0,138.0,139.0,142.0
unmatched_applicants,151.0,93.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,91.0,93.0,98.0,93.0,97.0,98.0,99.0,101.0,101.0,100.0,107.0,104.0,111.0,119.0,111.0,117.0,124.0,125.0,134.0,135.0,134.0,136.0,146.0,144.0
unmatched_applicants,152.0,91.0,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,96.0,98.0,97.0,100.0,98.0,96.0,96.0,99.0,103.0,106.0,104.0,112.0,110.0,115.0,115.0,116.0,125.0,132.0,135.0,135.0,140.0,145.0,144.0
unmatched_applicants,150.0,93.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,93.0,95.0,94.0,97.0,96.0,95.0,101.0,102.0,103.0,101.0,103.0,108.0,111.0,110.0,113.0,122.0,118.0,126.0,133.0,130.0,136.0,142.0,143.0,145.0
unfilled_spots,56.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,4.0,8.0,7.0,9.0,10.0,10.0,13.0,15.0,21.0,22.0,27.0,29.0,29.0,34.0,41.0,46.0,50.0,52.0,54.0,56.0
unfilled_spots,60.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,8.0,7.0,9.0,10.0,10.0,11.0,16.0,18.0,19.0,22.0,31.0,27.0,34.0,34.0,41.0,42.0,46.0,46.0,53.0,54.0
unfilled_spots,55.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,6.0,6.0,12.0,8.0,10.0,10.0,11.0,15.0,23.0,21.0,21.0,26.0,31.0,37.0,36.0,44.0,47.0,48.0,51.0,50.0
unfilled_spots,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,8.0,7.0,12.0,7.0,10.0,10.0,13.0,14.0,14.0,17.0,21.0,26.0,32.0,37.0,38.0,42.0,39.0,41.0,47.0,53.0,53.0
unfilled_spots,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,6.0,7.0,11.0,6.0,12.0,11.0,10.0,16.0,11.0,19.0,22.0,23.0,25.0,33.0,33.0,40.0,42.0,49.0,46.0,50.0,55.0
unfilled_spots,54.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,8.0,6.0,8.0,10.0,10.0,11.0,11.0,21.0,20.0,21.0,22.0,32.0,32.0,37.0,35.0,41.0,42.0,50.0,47.0,57.0
unfilled_spots,54.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,3.0,5.0,8.0,7.0,10.0,10.0,9.0,9.0,14.0,14.0,19.0,22.0,26.0,30.0,30.0,34.0,38.0,43.0,43.0,47.0,48.0,51.0
unfilled_spots,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,2.0,6.0,7.0,8.0,10.0,10.0,9.0,16.0,13.0,20.0,28.0,20.0,26.0,33.0,34.0,43.0,44.0,43.0,45.0,55.0,53.0
unfilled_spots,61.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,6.0,9.0,7.0,5.0,5.0,8.0,12.0,15.0,13.0,21.0,19.0,24.0,24.0,25.0,34.0,41.0,44.0,44.0,49.0,54.0,53.0
unfilled_spots,59.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,6.0,5.0,4.0,10.0,11.0,12.0,10.0,12.0,17.0,20.0,19.0,22.0,31.0,27.0,35.0,42.0,39.0,45.0,51.0,52.0,54.0
reviews_per_program,143.0,143.0,143.0,143.0,143.0,142.06410256410257,128.24358974358975,120.48717948717949,96.02564102564102,84.74358974358974,73.23076923076923,58.17948717948718,54.41025641025641,50.32051282051282,52.217948717948715,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,139.96153846153845,125.53846153846153,111.8974358974359,91.0,87.5,71.6025641025641,55.94871794871795,52.23076923076923,52.98717948717949,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,143.0,132.10256410256412,109.8974358974359,94.53846153846153,88.17948717948718,72.12820512820512,56.84615384615385,54.833333333333336,50.42307692307692,53.256410256410255,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,141.96153846153845,139.0897435897436,134.97435897435898,111.62820512820512,88.26923076923077,83.84615384615384,76.26923076923077,55.717948717948715,53.93589743589744,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,141.98717948717947,141.98717948717947,134.35897435897436,113.61538461538461,96.41025641025641,90.14102564102564,68.23076923076923,60.46153846153846,51.34615384615385,49.34615384615385,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,138.94871794871796,142.01282051282053,129.55128205128204,121.7051282051282,91.21794871794872,86.82051282051282,74.28205128205128,64.93589743589743,50.44871794871795,49.52564102564103,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,139.96153846153845,132.05128205128204,117.71794871794872,96.5,84.66666666666667,70.11538461538461,60.5,54.794871794871796,49.41025641025641,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,139.02564102564102,131.98717948717947,115.1025641025641,96.32051282051282,89.42307692307692,77.2948717948718,58.14102564102564,53.205128205128204,56.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,143.0,129.2051282051282,114.61538461538461,100.96153846153847,77.32051282051282,69.55128205128206,65.28205128205128,54.65384615384615,53.243589743589745,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
reviews_per_program,143.0,143.0,143.0,143.0,143.0,141.01282051282053,136.0,109.98717948717949,102.46153846153847,90.55128205128206,77.11538461538461,63.17948717948718,49.42307692307692,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0,124.66666666666667,128.33333333333334,132.0,135.66666666666666,139.33333333333334
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9993006993006993,0.993006993006993,0.968031968031968,0.9230769230769231,0.8787878787878788,0.8506993006993007,0.7930705657978385,0.7325174825174825,0.6810112963959117,0.6316183816183816,0.5909090909090909,0.5539772727272727,0.5213903743315508,0.49242424242424243,0.4665071770334928,0.4431818181818182,0.42207792207792205,0.40289256198347106,0.38537549407114624,0.3693181818181818,0.35454545454545455,0.3409090909090909,0.3282828282828283,0.31655844155844154,0.3056426332288401,0.29545454545454547,0.2859237536656892,0.27698863636363635,0.26859504132231404,0.2606951871657754,0.2532467532467532,0.24621212121212122,0.23955773955773957,0.2332535885167464
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9979020979020979,0.9871794871794872,0.9705294705294706,0.9379370629370629,0.8632478632478633,0.8374125874125874,0.7902097902097902,0.7339743589743589,0.6788596019365251,0.6331168831168831,0.5909090909090909,0.5539772727272727,0.5213903743315508,0.49242424242424243,0.4665071770334928,0.4431818181818182,0.42207792207792205,0.40289256198347106,0.38537549407114624,0.3693181818181818,0.35454545454545455,0.3409090909090909,0.3282828282828283,0.31655844155844154,0.3056426332288401,0.29545454545454547,0.2859237536656892,0.27698863636363635,0.26859504132231404,0.2606951871657754,0.2532467532467532,0.24621212121212122,0.23955773955773957,0.2332535885167464
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9877622377622378,0.9625374625374625,0.9300699300699301,0.8943278943278943,0.8346153846153846,0.7886204704386522,0.7316433566433567,0.6799354491662184,0.6326173826173827,0.5909090909090909,0.5539772727272727,0.5213903743315508,0.49242424242424243,0.4665071770334928,0.4431818181818182,0.42207792207792205,0.40289256198347106,0.38537549407114624,0.3693181818181818,0.35454545454545455,0.3409090909090909,0.3282828282828283,0.31655844155844154,0.3056426332288401,0.29545454545454547,0.2859237536656892,0.27698863636363635,0.26859504132231404,0.2606951871657754,0.2532467532467532,0.24621212121212122,0.23955773955773957,0.2332535885167464
