Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,1292.0,1018.0,1007.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1010.0,999.0,1042.0,1044.0,1067.0,1096.0,1115.0,1117.0,1143.0,1167.0,1189.0,1202.0,1240.0,1238.0
unmatched_applicants,1277.0,1014.0,1005.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1000.0,998.0,1003.0,1011.0,1037.0,1039.0,1051.0,1076.0,1106.0,1128.0,1128.0,1170.0,1195.0,1208.0,1225.0,1245.0
unmatched_applicants,1285.0,1019.0,999.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1016.0,1031.0,1037.0,1054.0,1085.0,1115.0,1118.0,1144.0,1172.0,1194.0,1227.0,1215.0,1241.0
unmatched_applicants,1308.0,1008.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1001.0,1007.0,1015.0,1032.0,1041.0,1049.0,1083.0,1116.0,1112.0,1158.0,1167.0,1191.0,1221.0,1233.0,1233.0
unmatched_applicants,1302.0,1011.0,1004.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1007.0,1029.0,1035.0,1087.0,1094.0,1120.0,1131.0,1144.0,1166.0,1202.0,1212.0,1208.0,1240.0
unmatched_applicants,1280.0,1009.0,1003.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1026.0,1034.0,1027.0,1072.0,1077.0,1103.0,1133.0,1146.0,1177.0,1203.0,1185.0,1214.0,1245.0
unmatched_applicants,1274.0,1007.0,1003.0,1001.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1009.0,1002.0,1041.0,1060.0,1038.0,1073.0,1121.0,1129.0,1149.0,1172.0,1174.0,1205.0,1207.0,1243.0
unmatched_applicants,1287.0,1000.0,999.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1005.0,1020.0,1047.0,1025.0,1061.0,1099.0,1125.0,1131.0,1143.0,1173.0,1199.0,1219.0,1216.0,1243.0
unmatched_applicants,1298.0,1008.0,1001.0,999.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1008.0,1006.0,1037.0,1030.0,1073.0,1094.0,1109.0,1117.0,1143.0,1175.0,1187.0,1197.0,1222.0,1238.0
unmatched_applicants,1288.0,1006.0,1001.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1008.0,1011.0,1033.0,1039.0,1085.0,1087.0,1108.0,1141.0,1145.0,1182.0,1183.0,1208.0,1226.0,1234.0
unfilled_spots,294.0,20.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,44.0,46.0,69.0,98.0,117.0,119.0,145.0,169.0,191.0,204.0,242.0,240.0
unfilled_spots,279.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,13.0,39.0,41.0,53.0,78.0,108.0,130.0,130.0,172.0,197.0,210.0,227.0,247.0
unfilled_spots,287.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,39.0,56.0,87.0,117.0,120.0,146.0,174.0,196.0,229.0,217.0,243.0
unfilled_spots,310.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,17.0,34.0,43.0,51.0,85.0,118.0,114.0,160.0,169.0,193.0,223.0,235.0,235.0
unfilled_spots,304.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,31.0,37.0,89.0,96.0,122.0,133.0,146.0,168.0,204.0,214.0,210.0,242.0
unfilled_spots,282.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,29.0,74.0,79.0,105.0,135.0,148.0,179.0,205.0,187.0,216.0,247.0
unfilled_spots,276.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,43.0,62.0,40.0,75.0,123.0,131.0,151.0,174.0,176.0,207.0,209.0,245.0
unfilled_spots,289.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,49.0,27.0,63.0,101.0,127.0,133.0,145.0,175.0,201.0,221.0,218.0,245.0
unfilled_spots,300.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,39.0,32.0,75.0,96.0,111.0,119.0,145.0,177.0,189.0,199.0,224.0,240.0
unfilled_spots,290.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,35.0,41.0,87.0,89.0,110.0,143.0,147.0,184.0,185.0,210.0,228.0,236.0
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,588.516,508.712,354.36,252.044,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,590.096,586.712,517.652,364.544,243.072,242.804,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,590.056,525.636,341.34,259.788,241.5,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,585.232,519.172,359.072,252.412,244.4,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
