Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,182.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,179.0,176.0,176.0,178.0,181.0,184.0,183.0,182.0
unmatched_applicants,185.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,177.0,178.0,178.0,179.0,180.0,181.0,183.0,183.0
unmatched_applicants,187.0,177.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,175.0,178.0,177.0,179.0,180.0,184.0,183.0,187.0
unmatched_applicants,185.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,178.0,177.0,177.0,178.0,183.0,184.0,183.0
unmatched_applicants,188.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,176.0,175.0,177.0,178.0,176.0,179.0,179.0,182.0,180.0,184.0
unmatched_applicants,188.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,180.0,181.0,183.0,181.0,184.0
unmatched_applicants,188.0,176.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,177.0,178.0,177.0,179.0,179.0,179.0,182.0,182.0,185.0
unmatched_applicants,187.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,181.0,177.0,181.0,182.0,183.0,188.0
unmatched_applicants,188.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,175.0,175.0,178.0,180.0,179.0,182.0,183.0,183.0,187.0
unmatched_applicants,188.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,176.0,177.0,178.0,177.0,178.0,184.0,183.0,183.0,181.0,183.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,6.0,9.0,8.0,7.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,8.0
unfilled_spots,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,5.0,9.0,8.0,12.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,8.0,9.0,8.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,4.0,7.0,5.0,9.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,6.0,9.0
