Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,2104.0,1536.0,1529.0,1527.0,1527.0,1528.0,1539.0,1549.0,1552.0,1587.0,1613.0,1639.0,1648.0,1674.0,1688.0,1701.0,1778.0,1761.0,1781.0,1802.0,1854.0,1866.0,1869.0,1885.0,1964.0,1994.0,1996.0,1997.0,2073.0,2110.0
unmatched_applicants,2060.0,1540.0,1527.0,1527.0,1527.0,1530.0,1533.0,1549.0,1549.0,1585.0,1605.0,1635.0,1656.0,1667.0,1687.0,1704.0,1768.0,1770.0,1772.0,1780.0,1868.0,1863.0,1865.0,1873.0,1983.0,1995.0,1989.0,1986.0,2099.0,2077.0
unmatched_applicants,2062.0,1547.0,1527.0,1528.0,1527.0,1530.0,1538.0,1558.0,1553.0,1580.0,1614.0,1638.0,1652.0,1667.0,1687.0,1697.0,1758.0,1765.0,1783.0,1807.0,1851.0,1863.0,1861.0,1887.0,1984.0,1956.0,1972.0,1979.0,2082.0,2073.0
unmatched_applicants,2067.0,1537.0,1527.0,1528.0,1527.0,1528.0,1530.0,1545.0,1564.0,1583.0,1603.0,1625.0,1671.0,1679.0,1710.0,1709.0,1768.0,1775.0,1777.0,1802.0,1862.0,1864.0,1862.0,1889.0,1970.0,1971.0,1972.0,1976.0,2092.0,2087.0
unmatched_applicants,2082.0,1540.0,1534.0,1527.0,1527.0,1527.0,1535.0,1563.0,1547.0,1588.0,1589.0,1632.0,1654.0,1677.0,1683.0,1707.0,1755.0,1776.0,1801.0,1799.0,1870.0,1870.0,1880.0,1876.0,1984.0,1975.0,1968.0,1972.0,2097.0,2085.0
unmatched_applicants,2089.0,1541.0,1527.0,1527.0,1528.0,1527.0,1543.0,1553.0,1555.0,1588.0,1614.0,1633.0,1651.0,1667.0,1704.0,1697.0,1786.0,1759.0,1767.0,1771.0,1860.0,1876.0,1873.0,1887.0,1978.0,1984.0,1984.0,1988.0,2073.0,2082.0
unmatched_applicants,2106.0,1544.0,1529.0,1527.0,1527.0,1529.0,1531.0,1553.0,1552.0,1577.0,1613.0,1654.0,1653.0,1685.0,1693.0,1703.0,1759.0,1767.0,1780.0,1779.0,1876.0,1851.0,1875.0,1882.0,1973.0,1987.0,1981.0,1974.0,2094.0,2084.0
unmatched_applicants,2066.0,1537.0,1528.0,1527.0,1527.0,1527.0,1541.0,1558.0,1555.0,1584.0,1611.0,1631.0,1641.0,1689.0,1700.0,1719.0,1769.0,1765.0,1769.0,1783.0,1887.0,1865.0,1871.0,1865.0,1966.0,1968.0,1979.0,1983.0,2093.0,2073.0
unmatched_applicants,2077.0,1534.0,1529.0,1527.0,1527.0,1527.0,1535.0,1564.0,1555.0,1578.0,1600.0,1626.0,1646.0,1674.0,1689.0,1718.0,1757.0,1759.0,1786.0,1794.0,1872.0,1879.0,1876.0,1864.0,1975.0,1993.0,1964.0,1980.0,2057.0,2058.0
unmatched_applicants,2086.0,1536.0,1529.0,1527.0,1527.0,1527.0,1533.0,1567.0,1556.0,1566.0,1612.0,1638.0,1642.0,1669.0,1681.0,1714.0,1761.0,1781.0,1765.0,1793.0,1851.0,1851.0,1868.0,1897.0,1991.0,1974.0,1969.0,1986.0,2087.0,2095.0
unfilled_spots,577.0,9.0,2.0,0.0,0.0,1.0,12.0,22.0,25.0,60.0,86.0,112.0,121.0,147.0,161.0,174.0,251.0,234.0,254.0,275.0,327.0,339.0,342.0,358.0,437.0,467.0,469.0,470.0,546.0,583.0
unfilled_spots,533.0,13.0,0.0,0.0,0.0,3.0,6.0,22.0,22.0,58.0,78.0,108.0,129.0,140.0,160.0,177.0,241.0,243.0,245.0,253.0,341.0,336.0,338.0,346.0,456.0,468.0,462.0,459.0,572.0,550.0
unfilled_spots,535.0,20.0,0.0,1.0,0.0,3.0,11.0,31.0,26.0,53.0,87.0,111.0,125.0,140.0,160.0,170.0,231.0,238.0,256.0,280.0,324.0,336.0,334.0,360.0,457.0,429.0,445.0,452.0,555.0,546.0
unfilled_spots,540.0,10.0,0.0,1.0,0.0,1.0,3.0,18.0,37.0,56.0,76.0,98.0,144.0,152.0,183.0,182.0,241.0,248.0,250.0,275.0,335.0,337.0,335.0,362.0,443.0,444.0,445.0,449.0,565.0,560.0
unfilled_spots,555.0,13.0,7.0,0.0,0.0,0.0,8.0,36.0,20.0,61.0,62.0,105.0,127.0,150.0,156.0,180.0,228.0,249.0,274.0,272.0,343.0,343.0,353.0,349.0,457.0,448.0,441.0,445.0,570.0,558.0
