Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,4886.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4650.0,4658.0,4669.0,4659.0,4682.0,4705.0,4705.0,4710.0,4736.0,4731.0,4749.0,4766.0,4780.0,4775.0,4786.0,4836.0,4824.0,4829.0,4823.0
unmatched_applicants,4878.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4651.0,4663.0,4668.0,4677.0,4696.0,4703.0,4709.0,4729.0,4740.0,4747.0,4765.0,4781.0,4781.0,4789.0,4829.0,4830.0,4829.0,4832.0
unmatched_applicants,4869.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4650.0,4672.0,4664.0,4688.0,4687.0,4707.0,4714.0,4726.0,4737.0,4742.0,4762.0,4777.0,4773.0,4789.0,4811.0,4823.0,4831.0,4830.0
unmatched_applicants,4873.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4659.0,4669.0,4678.0,4674.0,4692.0,4706.0,4715.0,4722.0,4744.0,4740.0,4755.0,4777.0,4794.0,4788.0,4806.0,4818.0,4835.0,4827.0
unmatched_applicants,4879.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4661.0,4666.0,4662.0,4676.0,4691.0,4718.0,4709.0,4724.0,4738.0,4746.0,4766.0,4781.0,4783.0,4790.0,4835.0,4830.0,4823.0,4831.0
unmatched_applicants,4880.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4648.0,4649.0,4653.0,4671.0,4657.0,4678.0,4696.0,4708.0,4715.0,4728.0,4738.0,4750.0,4760.0,4786.0,4790.0,4806.0,4832.0,4814.0,4832.0,4831.0
unmatched_applicants,4880.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4648.0,4653.0,4650.0,4666.0,4661.0,4685.0,4699.0,4710.0,4710.0,4723.0,4730.0,4753.0,4774.0,4776.0,4791.0,4788.0,4811.0,4819.0,4822.0,4844.0
unmatched_applicants,4882.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4653.0,4667.0,4664.0,4678.0,4695.0,4706.0,4705.0,4722.0,4741.0,4750.0,4771.0,4778.0,4779.0,4804.0,4816.0,4821.0,4823.0,4836.0
unmatched_applicants,4876.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4656.0,4663.0,4669.0,4675.0,4695.0,4709.0,4707.0,4725.0,4738.0,4761.0,4770.0,4768.0,4793.0,4792.0,4822.0,4826.0,4827.0,4836.0
unmatched_applicants,4898.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4649.0,4659.0,4655.0,4681.0,4693.0,4709.0,4711.0,4729.0,4740.0,4757.0,4767.0,4771.0,4779.0,4792.0,4820.0,4829.0,4836.0,4826.0
unfilled_spots,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,21.0,11.0,34.0,57.0,57.0,62.0,88.0,83.0,101.0,118.0,132.0,127.0,138.0,188.0,176.0,181.0,175.0
unfilled_spots,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,20.0,29.0,48.0,55.0,61.0,81.0,92.0,99.0,117.0,133.0,133.0,141.0,181.0,182.0,181.0,184.0
unfilled_spots,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,16.0,40.0,39.0,59.0,66.0,78.0,89.0,94.0,114.0,129.0,125.0,141.0,163.0,175.0,183.0,182.0
unfilled_spots,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,30.0,26.0,44.0,58.0,67.0,74.0,96.0,92.0,107.0,129.0,146.0,140.0,158.0,170.0,187.0,179.0
unfilled_spots,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,18.0,14.0,28.0,43.0,70.0,61.0,76.0,90.0,98.0,118.0,133.0,135.0,142.0,187.0,182.0,175.0,183.0
unfilled_spots,232.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,23.0,9.0,30.0,48.0,60.0,67.0,80.0,90.0,102.0,112.0,138.0,142.0,158.0,184.0,166.0,184.0,183.0
unfilled_spots,232.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,18.0,13.0,37.0,51.0,62.0,62.0,75.0,82.0,105.0,126.0,128.0,143.0,140.0,163.0,171.0,174.0,196.0
unfilled_spots,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,16.0,30.0,47.0,58.0,57.0,74.0,93.0,102.0,123.0,130.0,131.0,156.0,168.0,173.0,175.0,188.0
unfilled_spots,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,21.0,27.0,47.0,61.0,59.0,77.0,90.0,113.0,122.0,120.0,145.0,144.0,174.0,178.0,179.0,188.0
unfilled_spots,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,7.0,33.0,45.0,61.0,63.0,81.0,92.0,109.0,119.0,123.0,131.0,144.0,172.0,181.0,188.0,178.0
reviews_per_program,543.8297872340426,543.8297872340426,263.8753799392097,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617,380.6808510638298,398.8085106382979,416.93617021276594,435.06382978723406,453.1914893617021,471.3191489361702,489.4468085106383
reviews_per_program,543.8297872340426,543.8297872340426,273.2705167173252,56.06079027355623,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617,380.6808510638298,398.8085106382979,416.93617021276594,435.06382978723406,453.1914893617021,471.3191489361702,489.4468085106383
reviews_per_program,543.8297872340426,543.8297872340426,267.2370820668693,55.84498480243161,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617,380.6808510638298,398.8085106382979,416.93617021276594,435.06382978723406,453.1914893617021,471.3191489361702,489.4468085106383
reviews_per_program,543.8297872340426,543.8297872340426,244.11550151975683,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617,380.6808510638298,398.8085106382979,416.93617021276594,435.06382978723406,453.1914893617021,471.3191489361702,489.4468085106383
reviews_per_program,543.8297872340426,543.8297872340426,273.6838905775076,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617,380.6808510638298,398.8085106382979,416.93617021276594,435.06382978723406,453.1914893617021,471.3191489361702,489.4468085106383
