Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,2661.0,2012.0,1993.0,1981.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1983.0,1980.0,1982.0,1996.0,2006.0,2016.0,2044.0,2084.0,2130.0,2139.0,2190.0,2242.0,2297.0,2328.0,2375.0,2392.0,2429.0,2485.0,2491.0,2546.0,2546.0,2604.0
unmatched_applicants,2619.0,2013.0,1997.0,1994.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1996.0,2013.0,2021.0,2044.0,2090.0,2136.0,2144.0,2207.0,2248.0,2306.0,2316.0,2336.0,2384.0,2411.0,2489.0,2518.0,2551.0,2571.0,2600.0
unmatched_applicants,2641.0,2029.0,1990.0,1986.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1990.0,2008.0,2008.0,2042.0,2089.0,2116.0,2145.0,2203.0,2237.0,2242.0,2328.0,2394.0,2384.0,2422.0,2500.0,2515.0,2546.0,2549.0,2589.0
unmatched_applicants,2619.0,2016.0,1996.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1983.0,1998.0,1997.0,2020.0,2039.0,2083.0,2114.0,2159.0,2194.0,2237.0,2285.0,2322.0,2349.0,2393.0,2451.0,2459.0,2506.0,2524.0,2562.0,2607.0
unmatched_applicants,2638.0,2020.0,1994.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1985.0,1992.0,2010.0,2002.0,2049.0,2085.0,2132.0,2175.0,2221.0,2250.0,2266.0,2328.0,2352.0,2398.0,2437.0,2481.0,2498.0,2534.0,2545.0,2621.0
unmatched_applicants,2637.0,2033.0,1991.0,1988.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1984.0,1987.0,2017.0,2004.0,2041.0,2089.0,2095.0,2167.0,2181.0,2251.0,2297.0,2330.0,2381.0,2400.0,2443.0,2489.0,2512.0,2526.0,2539.0,2616.0
unmatched_applicants,2619.0,2011.0,2001.0,1989.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1980.0,1990.0,1989.0,2013.0,2010.0,2052.0,2064.0,2132.0,2133.0,2193.0,2248.0,2276.0,2299.0,2332.0,2400.0,2420.0,2453.0,2490.0,2524.0,2537.0,2596.0
unmatched_applicants,2613.0,2022.0,1985.0,1987.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1994.0,2012.0,2015.0,2043.0,2078.0,2137.0,2159.0,2215.0,2249.0,2291.0,2329.0,2376.0,2418.0,2426.0,2509.0,2483.0,2534.0,2559.0,2631.0
unmatched_applicants,2625.0,2027.0,1995.0,1990.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1991.0,2016.0,2008.0,2015.0,2097.0,2119.0,2138.0,2209.0,2247.0,2280.0,2321.0,2371.0,2394.0,2425.0,2496.0,2500.0,2526.0,2549.0,2616.0
unmatched_applicants,2616.0,2016.0,1990.0,1983.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1990.0,2003.0,2014.0,2055.0,2076.0,2128.0,2131.0,2206.0,2237.0,2282.0,2318.0,2362.0,2412.0,2445.0,2483.0,2519.0,2528.0,2543.0,2619.0
