Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,650.0,497.0,496.0,493.0,493.0,493.0,495.0,494.0,498.0,504.0,508.0,513.0,513.0,523.0,527.0,535.0,541.0,548.0,554.0,551.0,577.0,571.0,574.0,576.0,599.0,600.0,590.0,599.0,623.0,615.0
unmatched_applicants,653.0,503.0,494.0,494.0,493.0,493.0,493.0,493.0,497.0,502.0,510.0,518.0,516.0,526.0,529.0,535.0,547.0,543.0,550.0,557.0,572.0,563.0,571.0,582.0,592.0,587.0,599.0,599.0,619.0,626.0
unmatched_applicants,646.0,495.0,493.0,493.0,493.0,493.0,494.0,496.0,494.0,498.0,508.0,511.0,522.0,524.0,532.0,535.0,545.0,546.0,549.0,552.0,569.0,569.0,573.0,580.0,603.0,595.0,608.0,594.0,621.0,624.0
unmatched_applicants,652.0,497.0,494.0,493.0,493.0,493.0,494.0,494.0,493.0,499.0,507.0,510.0,518.0,525.0,528.0,532.0,540.0,544.0,552.0,552.0,567.0,577.0,577.0,576.0,592.0,594.0,600.0,598.0,627.0,618.0
unmatched_applicants,651.0,499.0,493.0,493.0,493.0,493.0,494.0,495.0,495.0,504.0,511.0,510.0,515.0,523.0,525.0,537.0,546.0,553.0,557.0,553.0,570.0,573.0,578.0,571.0,596.0,596.0,604.0,596.0,623.0,627.0
unmatched_applicants,650.0,498.0,493.0,493.0,493.0,495.0,494.0,494.0,494.0,500.0,505.0,514.0,521.0,527.0,530.0,535.0,551.0,546.0,559.0,562.0,566.0,580.0,575.0,577.0,596.0,605.0,597.0,598.0,619.0,619.0
unmatched_applicants,641.0,494.0,494.0,493.0,493.0,493.0,493.0,498.0,495.0,500.0,509.0,509.0,517.0,525.0,527.0,536.0,538.0,551.0,542.0,556.0,570.0,574.0,571.0,578.0,596.0,594.0,590.0,599.0,625.0,632.0
unmatched_applicants,642.0,495.0,494.0,493.0,493.0,493.0,493.0,495.0,494.0,505.0,511.0,513.0,514.0,519.0,528.0,536.0,548.0,543.0,547.0,554.0,570.0,577.0,570.0,581.0,597.0,604.0,599.0,599.0,629.0,631.0
unmatched_applicants,644.0,501.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,500.0,507.0,514.0,527.0,524.0,533.0,536.0,546.0,555.0,550.0,565.0,578.0,568.0,569.0,577.0,599.0,603.0,595.0,604.0,626.0,621.0
unmatched_applicants,657.0,495.0,495.0,493.0,493.0,493.0,493.0,493.0,499.0,497.0,510.0,511.0,517.0,520.0,526.0,531.0,537.0,546.0,559.0,549.0,567.0,576.0,575.0,571.0,595.0,597.0,608.0,597.0,615.0,620.0
unfilled_spots,157.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,5.0,11.0,15.0,20.0,20.0,30.0,34.0,42.0,48.0,55.0,61.0,58.0,84.0,78.0,81.0,83.0,106.0,107.0,97.0,106.0,130.0,122.0
unfilled_spots,160.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,17.0,25.0,23.0,33.0,36.0,42.0,54.0,50.0,57.0,64.0,79.0,70.0,78.0,89.0,99.0,94.0,106.0,106.0,126.0,133.0
unfilled_spots,153.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,15.0,18.0,29.0,31.0,39.0,42.0,52.0,53.0,56.0,59.0,76.0,76.0,80.0,87.0,110.0,102.0,115.0,101.0,128.0,131.0
unfilled_spots,159.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,14.0,17.0,25.0,32.0,35.0,39.0,47.0,51.0,59.0,59.0,74.0,84.0,84.0,83.0,99.0,101.0,107.0,105.0,134.0,125.0
unfilled_spots,158.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,18.0,17.0,22.0,30.0,32.0,44.0,53.0,60.0,64.0,60.0,77.0,80.0,85.0,78.0,103.0,103.0,111.0,103.0,130.0,134.0
unfilled_spots,157.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,12.0,21.0,28.0,34.0,37.0,42.0,58.0,53.0,66.0,69.0,73.0,87.0,82.0,84.0,103.0,112.0,104.0,105.0,126.0,126.0
unfilled_spots,148.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,16.0,16.0,24.0,32.0,34.0,43.0,45.0,58.0,49.0,63.0,77.0,81.0,78.0,85.0,103.0,101.0,97.0,106.0,132.0,139.0
unfilled_spots,149.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,18.0,20.0,21.0,26.0,35.0,43.0,55.0,50.0,54.0,61.0,77.0,84.0,77.0,88.0,104.0,111.0,106.0,106.0,136.0,138.0
unfilled_spots,151.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,21.0,34.0,31.0,40.0,43.0,53.0,62.0,57.0,72.0,85.0,75.0,76.0,84.0,106.0,110.0,102.0,111.0,133.0,128.0
unfilled_spots,164.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,17.0,18.0,24.0,27.0,33.0,38.0,44.0,53.0,66.0,56.0,74.0,83.0,82.0,78.0,102.0,104.0,115.0,104.0,122.0,127.0
reviews_per_program,186.14857142857142,186.14857142857142,185.2057142857143,149.42285714285714,69.02285714285715,35.47428571428571,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286
reviews_per_program,186.14857142857142,186.14857142857142,183.25142857142856,148.43428571428572,67.16571428571429,37.537142857142854,35.817142857142855,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286
reviews_per_program,186.14857142857142,186.14857142857142,182.45142857142858,151.09714285714287,72.32571428571428,34.78857142857143,34.902857142857144,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286
reviews_per_program,186.14857142857142,186.14857142857142,186.14857142857142,147.18285714285713,71.94857142857143,36.245714285714286,35.84571428571429,40.72,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571,98.89142857142858,104.70857142857143,110.52571428571429,116.34285714285714,122.16,127.97714285714285,133.7942857142857,139.61142857142858,145.42857142857142,151.24571428571429,157.06285714285715,162.88,168.69714285714286
