Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,1583.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1528.0,1540.0,1541.0,1558.0,1560.0
unmatched_applicants,1583.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1532.0,1534.0,1539.0,1529.0,1559.0,1566.0
unmatched_applicants,1584.0,1527.0,1528.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1531.0,1530.0,1536.0,1538.0,1549.0,1565.0
unmatched_applicants,1599.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1529.0,1532.0,1535.0,1545.0,1575.0
unmatched_applicants,1579.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1528.0,1535.0,1541.0,1549.0,1572.0
unmatched_applicants,1579.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1527.0,1528.0,1540.0,1535.0,1545.0,1564.0
unmatched_applicants,1575.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1530.0,1533.0,1536.0,1542.0,1568.0,1572.0
unmatched_applicants,1589.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1532.0,1545.0,1535.0,1556.0,1560.0
unmatched_applicants,1578.0,1528.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1530.0,1537.0,1537.0,1542.0,1559.0
unmatched_applicants,1586.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1534.0,1538.0,1537.0,1557.0,1577.0
unfilled_spots,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,14.0,31.0,33.0
unfilled_spots,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,2.0,32.0,39.0
unfilled_spots,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,11.0,22.0,38.0
unfilled_spots,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,18.0,48.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,22.0,45.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,8.0,18.0,37.0
unfilled_spots,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,15.0,41.0,45.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,18.0,8.0,29.0,33.0
unfilled_spots,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,15.0,32.0
unfilled_spots,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,10.0,30.0,50.0
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,131.21750663129973,123.29708222811671,99.83289124668435,71.62334217506631,64.13527851458886,70.28647214854111,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,131.49867374005305,125.10344827586206,99.41379310344827,74.23607427055703,64.06100795755968,70.58355437665783,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,131.22015915119363,124.19628647214854,102.46419098143237,70.50397877984085,63.283819628647215,70.3129973474801,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,131.49867374005305,124.41909814323607,103.3342175066313,72.0212201591512,62.94694960212202,70.65517241379311,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,131.49867374005305,125.22281167108753,101.96816976127322,71.72413793103448,63.98408488063661,70.48010610079575,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
reviews_per_program,131.49867374005305,131.49867374005305,131.49867374005305,130.70557029177718,124.973474801061,101.34482758620689,73.71883289124668,63.6710875331565,70.657824933687,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618
