Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,2340.0,928.0,896.0,846.0,833.0,836.0,873.0,936.0,978.0,1045.0,1082.0,1146.0,1192.0,1231.0,1249.0,1275.0,1370.0,1367.0,1373.0,1383.0,1610.0,1627.0,1602.0,1629.0,1836.0,1824.0,1847.0,1827.0,2028.0,2031.0,2033.0,2075.0,2204.0,2217.0
unmatched_applicants,2364.0,915.0,892.0,857.0,833.0,836.0,872.0,943.0,965.0,1036.0,1093.0,1137.0,1210.0,1240.0,1247.0,1260.0,1391.0,1389.0,1394.0,1390.0,1620.0,1603.0,1599.0,1593.0,1822.0,1838.0,1842.0,1810.0,2049.0,2035.0,2042.0,2045.0,2214.0,2225.0
unmatched_applicants,2361.0,935.0,879.0,853.0,833.0,840.0,877.0,941.0,974.0,1033.0,1079.0,1132.0,1205.0,1243.0,1249.0,1272.0,1385.0,1379.0,1391.0,1399.0,1553.0,1613.0,1606.0,1584.0,1800.0,1802.0,1842.0,1846.0,2028.0,2011.0,2034.0,2006.0,2229.0,2200.0
unmatched_applicants,2357.0,935.0,882.0,841.0,833.0,841.0,877.0,943.0,973.0,1026.0,1079.0,1138.0,1177.0,1229.0,1249.0,1259.0,1360.0,1383.0,1393.0,1400.0,1581.0,1573.0,1577.0,1600.0,1803.0,1826.0,1815.0,1823.0,2037.0,2072.0,2060.0,2048.0,2213.0,2210.0
unmatched_applicants,2385.0,954.0,904.0,845.0,833.0,836.0,872.0,938.0,962.0,1032.0,1095.0,1134.0,1192.0,1214.0,1242.0,1258.0,1373.0,1380.0,1389.0,1389.0,1573.0,1570.0,1575.0,1594.0,1815.0,1834.0,1828.0,1822.0,1999.0,2048.0,2029.0,2051.0,2179.0,2230.0
unmatched_applicants,2367.0,917.0,897.0,835.0,833.0,840.0,864.0,949.0,996.0,1044.0,1082.0,1138.0,1193.0,1232.0,1242.0,1277.0,1369.0,1385.0,1395.0,1398.0,1571.0,1612.0,1602.0,1607.0,1813.0,1812.0,1815.0,1816.0,2022.0,2041.0,2017.0,2044.0,2205.0,2231.0
unmatched_applicants,2345.0,940.0,867.0,850.0,833.0,845.0,881.0,927.0,961.0,1051.0,1107.0,1142.0,1189.0,1230.0,1241.0,1270.0,1356.0,1364.0,1374.0,1410.0,1598.0,1608.0,1564.0,1616.0,1820.0,1821.0,1827.0,1848.0,2013.0,2037.0,2023.0,2037.0,2219.0,2197.0
unmatched_applicants,2357.0,930.0,884.0,844.0,833.0,836.0,873.0,928.0,995.0,1028.0,1077.0,1118.0,1185.0,1224.0,1239.0,1270.0,1391.0,1382.0,1409.0,1406.0,1597.0,1578.0,1590.0,1607.0,1828.0,1837.0,1820.0,1826.0,2014.0,2058.0,2042.0,2055.0,2205.0,2198.0
unmatched_applicants,2341.0,964.0,875.0,847.0,833.0,843.0,871.0,947.0,956.0,1033.0,1101.0,1154.0,1209.0,1219.0,1234.0,1272.0,1359.0,1378.0,1403.0,1398.0,1596.0,1583.0,1612.0,1605.0,1832.0,1832.0,1834.0,1836.0,2030.0,2041.0,2027.0,2026.0,2214.0,2190.0
unmatched_applicants,2373.0,937.0,891.0,853.0,833.0,843.0,877.0,941.0,985.0,1051.0,1092.0,1139.0,1194.0,1242.0,1241.0,1274.0,1388.0,1399.0,1396.0,1393.0,1589.0,1630.0,1610.0,1615.0,1814.0,1809.0,1805.0,1845.0,2028.0,2042.0,2028.0,2021.0,2189.0,2213.0
unfilled_spots,1507.0,95.0,63.0,13.0,0.0,3.0,40.0,103.0,145.0,212.0,249.0,313.0,359.0,398.0,416.0,442.0,537.0,534.0,540.0,550.0,777.0,794.0,769.0,796.0,1003.0,991.0,1014.0,994.0,1195.0,1198.0,1200.0,1242.0,1371.0,1384.0
unfilled_spots,1531.0,82.0,59.0,24.0,0.0,3.0,39.0,110.0,132.0,203.0,260.0,304.0,377.0,407.0,414.0,427.0,558.0,556.0,561.0,557.0,787.0,770.0,766.0,760.0,989.0,1005.0,1009.0,977.0,1216.0,1202.0,1209.0,1212.0,1381.0,1392.0
unfilled_spots,1528.0,102.0,46.0,20.0,0.0,7.0,44.0,108.0,141.0,200.0,246.0,299.0,372.0,410.0,416.0,439.0,552.0,546.0,558.0,566.0,720.0,780.0,773.0,751.0,967.0,969.0,1009.0,1013.0,1195.0,1178.0,1201.0,1173.0,1396.0,1367.0
unfilled_spots,1524.0,102.0,49.0,8.0,0.0,8.0,44.0,110.0,140.0,193.0,246.0,305.0,344.0,396.0,416.0,426.0,527.0,550.0,560.0,567.0,748.0,740.0,744.0,767.0,970.0,993.0,982.0,990.0,1204.0,1239.0,1227.0,1215.0,1380.0,1377.0
unfilled_spots,1552.0,121.0,71.0,12.0,0.0,3.0,39.0,105.0,129.0,199.0,262.0,301.0,359.0,381.0,409.0,425.0,540.0,547.0,556.0,556.0,740.0,737.0,742.0,761.0,982.0,1001.0,995.0,989.0,1166.0,1215.0,1196.0,1218.0,1346.0,1397.0
unfilled_spots,1534.0,84.0,64.0,2.0,0.0,7.0,31.0,116.0,163.0,211.0,249.0,305.0,360.0,399.0,409.0,444.0,536.0,552.0,562.0,565.0,738.0,779.0,769.0,774.0,980.0,979.0,982.0,983.0,1189.0,1208.0,1184.0,1211.0,1372.0,1398.0
unfilled_spots,1512.0,107.0,34.0,17.0,0.0,12.0,48.0,94.0,128.0,218.0,274.0,309.0,356.0,397.0,408.0,437.0,523.0,531.0,541.0,577.0,765.0,775.0,731.0,783.0,987.0,988.0,994.0,1015.0,1180.0,1204.0,1190.0,1204.0,1386.0,1364.0
unfilled_spots,1524.0,97.0,51.0,11.0,0.0,3.0,40.0,95.0,162.0,195.0,244.0,285.0,352.0,391.0,406.0,437.0,558.0,549.0,576.0,573.0,764.0,745.0,757.0,774.0,995.0,1004.0,987.0,993.0,1181.0,1225.0,1209.0,1222.0,1372.0,1365.0
unfilled_spots,1508.0,131.0,42.0,14.0,0.0,10.0,38.0,114.0,123.0,200.0,268.0,321.0,376.0,386.0,401.0,439.0,526.0,545.0,570.0,565.0,763.0,750.0,779.0,772.0,999.0,999.0,1001.0,1003.0,1197.0,1208.0,1194.0,1193.0,1381.0,1357.0
unfilled_spots,1540.0,104.0,58.0,20.0,0.0,10.0,44.0,108.0,152.0,218.0,259.0,306.0,361.0,409.0,408.0,441.0,555.0,566.0,563.0,560.0,756.0,797.0,777.0,782.0,981.0,976.0,972.0,1012.0,1195.0,1209.0,1195.0,1188.0,1356.0,1380.0
reviews_per_program,462.6986301369863,462.6986301369863,462.6986301369863,444.0171232876712,208.24657534246575,77.8527397260274,77.11643835616438,89.96917808219177,102.82191780821918,115.67465753424658,128.52739726027397,141.38013698630138,154.23287671232876,167.08561643835617,179.93835616438355,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575,321.31849315068496,334.17123287671234,347.0239726027397,359.8767123287671,372.72945205479454,385.5821917808219,398.4349315068493,411.28767123287673,424.1404109589041
reviews_per_program,462.6986301369863,462.6986301369863,462.6986301369863,447.11301369863014,211.46575342465752,69.99657534246575,77.11643835616438,89.96917808219177,102.82191780821918,115.67465753424658,128.52739726027397,141.38013698630138,154.23287671232876,167.08561643835617,179.93835616438355,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575,321.31849315068496,334.17123287671234,347.0239726027397,359.8767123287671,372.72945205479454,385.5821917808219,398.4349315068493,411.28767123287673,424.1404109589041
reviews_per_program,462.6986301369863,462.6986301369863,462.6986301369863,436.9417808219178,218.29794520547946,71.1027397260274,77.11643835616438,89.96917808219177,102.82191780821918,115.67465753424658,128.52739726027397,141.38013698630138,154.23287671232876,167.08561643835617,179.93835616438355,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575,321.31849315068496,334.17123287671234,347.0239726027397,359.8767123287671,372.72945205479454,385.5821917808219,398.4349315068493,411.28767123287673,424.1404109589041
reviews_per_program,462.6986301369863,462.6986301369863,462.6986301369863,445.2157534246575,214.38013698630138,78.08219178082192,77.11643835616438,89.96917808219177,102.82191780821918,115.67465753424658,128.52739726027397,141.38013698630138,154.23287671232876,167.08561643835617,179.93835616438355,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575,321.31849315068496,334.17123287671234,347.0239726027397,359.8767123287671,372.72945205479454,385.5821917808219,398.4349315068493,411.28767123287673,424.1404109589041
reviews_per_program,462.6986301369863,462.6986301369863,462.6986301369863,448.17123287671234,215.8082191780822,82.20547945205479,77.11643835616438,89.96917808219177,102.82191780821918,115.67465753424658,128.52739726027397,141.38013698630138,154.23287671232876,167.08561643835617,179.93835616438355,192.79109589041096,205.64383561643837,218.49657534246575,231.34931506849315,244.20205479452054,257.05479452054794,269.9075342465753,282.76027397260276,295.61301369863014,308.4657534246575,321.31849315068496,334.17123287671234,347.0239726027397,359.8767123287671,372.72945205479454,385.5821917808219,398.4349315068493,411.28767123287673,424.1404109589041
