Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,584.0,407.0,401.0,396.0,396.0,396.0,400.0,402.0,402.0,420.0,423.0,429.0,440.0,440.0,455.0,459.0,474.0,478.0,484.0,484.0,515.0,510.0,518.0,510.0,539.0,550.0,553.0,555.0,588.0
unmatched_applicants,592.0,404.0,398.0,396.0,396.0,396.0,398.0,406.0,412.0,415.0,428.0,435.0,438.0,451.0,452.0,455.0,474.0,477.0,480.0,486.0,513.0,510.0,514.0,511.0,560.0,557.0,547.0,550.0,587.0
unmatched_applicants,578.0,400.0,399.0,399.0,396.0,397.0,397.0,408.0,410.0,418.0,417.0,431.0,446.0,453.0,457.0,461.0,478.0,479.0,489.0,481.0,505.0,510.0,519.0,511.0,554.0,550.0,565.0,563.0,579.0
unmatched_applicants,587.0,399.0,398.0,396.0,396.0,396.0,403.0,403.0,412.0,420.0,426.0,431.0,437.0,448.0,454.0,465.0,477.0,484.0,477.0,493.0,517.0,519.0,511.0,526.0,561.0,545.0,552.0,542.0,578.0
unmatched_applicants,592.0,407.0,402.0,396.0,396.0,396.0,399.0,412.0,407.0,417.0,419.0,439.0,440.0,453.0,458.0,454.0,470.0,482.0,475.0,489.0,509.0,514.0,520.0,515.0,548.0,546.0,545.0,551.0,581.0
unmatched_applicants,584.0,409.0,403.0,396.0,396.0,397.0,403.0,407.0,408.0,418.0,424.0,429.0,446.0,447.0,456.0,456.0,475.0,479.0,489.0,484.0,521.0,522.0,515.0,515.0,552.0,561.0,549.0,554.0,587.0
unmatched_applicants,571.0,408.0,399.0,398.0,396.0,396.0,399.0,406.0,403.0,415.0,423.0,430.0,445.0,452.0,454.0,457.0,488.0,474.0,477.0,484.0,515.0,505.0,516.0,533.0,548.0,542.0,571.0,545.0,579.0
unmatched_applicants,585.0,412.0,398.0,396.0,396.0,396.0,401.0,412.0,400.0,416.0,422.0,428.0,439.0,446.0,455.0,452.0,477.0,483.0,476.0,487.0,522.0,524.0,511.0,522.0,548.0,545.0,545.0,549.0,579.0
unmatched_applicants,579.0,403.0,398.0,400.0,398.0,400.0,399.0,406.0,409.0,413.0,426.0,432.0,445.0,451.0,461.0,463.0,483.0,483.0,471.0,486.0,521.0,501.0,524.0,513.0,543.0,546.0,538.0,556.0,583.0
unmatched_applicants,584.0,406.0,399.0,396.0,396.0,399.0,397.0,408.0,407.0,412.0,419.0,430.0,445.0,449.0,461.0,457.0,482.0,487.0,482.0,478.0,511.0,519.0,525.0,511.0,546.0,537.0,557.0,563.0,582.0
