Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.996,233.916,232.152
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.064,235.172,232.46
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.384,234.86,232.52
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.84,234.892,232.348
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.948,235.028,232.212
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.812,234.708,232.604
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.836,235.384,232.88
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.032,235.016,232.528
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.792,235.9,232.948
reviews_per_program,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,239.88,238.404,234.708,232.1
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999645656161414,0.9931504213645285,0.9729507610948331
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995831248957813,0.9948820564128218,0.9740048595726435
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998540937135234,0.9934582675953362,0.9770599585507039
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991662497915624,0.9935929503213144,0.9748802972915029
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997707186926796,0.9958440758840958,0.9744872436218109
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990411872602968,0.9939007965521223,0.9706103051525763
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994789061197266,0.9934005464270597,0.9714678767955406
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993538435884609,0.9946319313502905,0.9754341456442507
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994997498749375,0.995170662254204,0.97430858286286
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983324995831249,0.9938045946049948,0.974701636532552
pct_interview_given_nosignal,0.9335000833750209,0.9269813478167656,0.922634394120137,0.9156453226613307,0.9076356359998181,0.8999749874937468,0.8876660552498471,0.8764382191095548,0.8538912313299507,0.8342921460730365,0.7945972986493247,0.7451850925462732,0.6611639152909788,0.5328914457228614,0.35642821410705355
pct_interview_given_nosignal,0.9343338335834585,0.9293575359108126,0.9226151537307115,0.9167917291979323,0.9097048524262131,0.8992996498249125,0.8887221388472014,0.873155327663832,0.8595726434645894,0.8335417708854427,0.7987993996998499,0.7501875937968985,0.6680006670001668,0.5391445722861431,0.3711855927963982
pct_interview_given_nosignal,0.9329998332499583,0.9290002143929107,0.9228652787932428,0.9170418542604636,0.90747646550548,0.9004252126063031,0.8915290978822745,0.8735617808904452,0.8582505538483527,0.8286226446556612,0.8024012006003002,0.7454352176088044,0.6659996664999166,0.5266383191595798,0.34217108554277137
pct_interview_given_nosignal,0.9330498582624646,0.9285356964196384,0.9226536345095625,0.9145822911455728,0.9074082495793351,0.8989244622311156,0.890083930854316,0.8735930465232616,0.853355249053098,0.8340420210105053,0.7946973486743372,0.75,0.6692512923128231,0.5328914457228614,0.36293146573286644
pct_interview_given_nosignal,0.9331665832916458,0.9283391695847923,0.9233847693077308,0.9161872602968151,0.9076583746418664,0.9004502251125562,0.8875826802290034,0.8739994997498749,0.8567855356249553,0.8382524595631149,0.8052526263131565,0.7498124062031015,0.6609137902284475,0.5262631315657829,0.3611805902951476
pct_interview_given_nosignal,0.932616308154077,0.9276959908525692,0.9202870666102282,0.916208104052026,0.908772568102233,0.8946223111555778,0.8876660552498471,0.8767508754377189,0.8582148216965626,0.832416208104052,0.8025512756378189,0.7551275637818909,0.6649157912289478,0.5336418209104552,0.3741870935467734
pct_interview_given_nosignal,0.9342004335501084,0.9276245265489887,0.9243467887790049,0.9162914790728698,0.9100686706989859,0.8970735367683842,0.8904730142849202,0.8731865932966483,0.8590009290359465,0.8319576454894114,0.7955977988994497,0.7504377188594297,0.6648324162081041,0.5376438219109555,0.38294147073536766
pct_interview_given_nosignal,0.9340670335167583,0.9270170799685558,0.9214607303651826,0.9162706353176588,0.9072490790849971,0.9010755377688845,0.8908343060419098,0.8731240620310156,0.8529264632316158,0.8335834583958646,0.7984992496248124,0.7494997498749375,0.6645822911455728,0.5397698849424712,0.348424212106053
pct_interview_given_nosignal,0.9323661830915457,0.9284820981919532,0.9214607303651826,0.9162706353176588,0.9073400336531903,0.8984742371185592,0.8903896392640764,0.8766258129064533,0.8568927320803259,0.8350425212606303,0.7985492746373186,0.7489994997498749,0.6617475404368851,0.5403951975987994,0.36218109054527264
