Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,524.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,499.0,506.0,502.0
unmatched_applicants,520.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,498.0,506.0,499.0
unmatched_applicants,516.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,494.0,493.0,496.0,497.0,508.0,505.0
unmatched_applicants,519.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,499.0,493.0,497.0,504.0,507.0
unmatched_applicants,517.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,493.0,493.0,494.0,496.0,499.0,506.0,503.0
unmatched_applicants,519.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,504.0,503.0,502.0
unmatched_applicants,518.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,504.0,502.0,501.0
unmatched_applicants,517.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,498.0,493.0,493.0,495.0,503.0,509.0
unmatched_applicants,520.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,493.0,496.0,496.0,502.0,501.0
unmatched_applicants,516.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,494.0,497.0,499.0,500.0,501.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,13.0,9.0
unfilled_spots,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,13.0,6.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,15.0,12.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,11.0,14.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,13.0,10.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10.0,9.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,9.0,8.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,10.0,16.0
unfilled_spots,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,9.0,8.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,6.0,7.0,8.0
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,108.66285714285715,89.94857142857143,63.822857142857146,46.462857142857146,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,107.96571428571428,92.22285714285714,59.14857142857143,46.462857142857146,46.95428571428572,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.06857142857143,109.58285714285714,87.86285714285714,59.81142857142857,45.18857142857143,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,107.09714285714286,88.30857142857143,56.34285714285714,46.53142857142857,47.74285714285714,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,108.52,87.68,59.23428571428571,46.74285714285714,47.64,52.68571428571428,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,107.0,90.52571428571429,62.02857142857143,49.29142857142857,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,108.32571428571428,93.55428571428571,61.114285714285714,46.794285714285714,47.371428571428574,52.691428571428574,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,109.08571428571429,90.75428571428571,62.44571428571429,47.48,47.26285714285714,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,109.66285714285715,90.83428571428571,59.582857142857144,45.63428571428572,47.28,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
reviews_per_program,110.52571428571429,110.52571428571429,110.52571428571429,110.52571428571429,108.65714285714286,89.92571428571429,58.95428571428572,45.862857142857145,46.537142857142854,52.354285714285716,58.17142857142857,63.988571428571426,69.80571428571429,75.62285714285714,81.44,87.25714285714285,93.07428571428571
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9992632612966601,0.9776031434184675,0.9030779305828421,0.8040976705023857,0.7091110019646365,0.6303208906352324,0.5672888015717092,0.5157170923379175,0.4727406679764244,0.4363760012090071,0.40520628683693516,0.3781925343811395,0.35455550098231825
