Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,619.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,547.0,549.0,553.0,552.0,558.0,558.0,559.0,572.0,571.0,583.0,593.0,596.0,598.0,612.0,611.0,613.0,619.0,622.0,621.0
unmatched_applicants,624.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,550.0,548.0,550.0,551.0,558.0,561.0,559.0,567.0,577.0,577.0,589.0,595.0,601.0,607.0,616.0,614.0,621.0,623.0,619.0
unmatched_applicants,619.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,545.0,545.0,550.0,548.0,556.0,556.0,559.0,559.0,566.0,577.0,585.0,594.0,599.0,602.0,608.0,612.0,616.0,619.0,620.0,619.0
unmatched_applicants,619.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,548.0,546.0,550.0,552.0,555.0,556.0,560.0,562.0,559.0,570.0,581.0,591.0,593.0,599.0,610.0,611.0,617.0,622.0,622.0,622.0
unmatched_applicants,621.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,550.0,546.0,551.0,552.0,557.0,558.0,556.0,560.0,566.0,577.0,582.0,592.0,595.0,605.0,609.0,611.0,613.0,620.0,618.0,623.0
unmatched_applicants,619.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,542.0,542.0,546.0,550.0,552.0,551.0,553.0,554.0,556.0,558.0,570.0,575.0,584.0,591.0,594.0,598.0,608.0,616.0,613.0,620.0,618.0,621.0
unmatched_applicants,621.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,549.0,545.0,547.0,551.0,553.0,558.0,558.0,560.0,567.0,573.0,578.0,587.0,592.0,603.0,605.0,612.0,618.0,619.0,620.0,620.0
unmatched_applicants,622.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,543.0,549.0,549.0,557.0,559.0,556.0,563.0,566.0,571.0,581.0,588.0,595.0,603.0,613.0,612.0,621.0,616.0,620.0,622.0
unmatched_applicants,623.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,549.0,547.0,550.0,557.0,557.0,559.0,564.0,570.0,571.0,584.0,588.0,593.0,604.0,606.0,611.0,618.0,623.0,618.0,623.0
unmatched_applicants,618.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,545.0,545.0,548.0,554.0,554.0,556.0,558.0,564.0,565.0,579.0,585.0,590.0,595.0,601.0,607.0,614.0,616.0,622.0,621.0,620.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,11.0,10.0,16.0,16.0,17.0,30.0,29.0,41.0,51.0,54.0,56.0,70.0,69.0,71.0,77.0,80.0,79.0
unfilled_spots,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,8.0,9.0,16.0,19.0,17.0,25.0,35.0,35.0,47.0,53.0,59.0,65.0,74.0,72.0,79.0,81.0,77.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,6.0,14.0,14.0,17.0,17.0,24.0,35.0,43.0,52.0,57.0,60.0,66.0,70.0,74.0,77.0,78.0,77.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,8.0,10.0,13.0,14.0,18.0,20.0,17.0,28.0,39.0,49.0,51.0,57.0,68.0,69.0,75.0,80.0,80.0,80.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,9.0,10.0,15.0,16.0,14.0,18.0,24.0,35.0,40.0,50.0,53.0,63.0,67.0,69.0,71.0,78.0,76.0,81.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,10.0,9.0,11.0,12.0,14.0,16.0,28.0,33.0,42.0,49.0,52.0,56.0,66.0,74.0,71.0,78.0,76.0,79.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,9.0,11.0,16.0,16.0,18.0,25.0,31.0,36.0,45.0,50.0,61.0,63.0,70.0,76.0,77.0,78.0,78.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,15.0,17.0,14.0,21.0,24.0,29.0,39.0,46.0,53.0,61.0,71.0,70.0,79.0,74.0,78.0,80.0
unfilled_spots,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,8.0,15.0,15.0,17.0,22.0,28.0,29.0,42.0,46.0,51.0,62.0,64.0,69.0,76.0,81.0,76.0,81.0
unfilled_spots,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,12.0,12.0,14.0,16.0,22.0,23.0,37.0,43.0,48.0,53.0,59.0,65.0,72.0,74.0,80.0,79.0,78.0
reviews_per_program,426.54545454545456,426.54545454545456,383.0,76.01818181818182,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727
reviews_per_program,426.54545454545456,426.54545454545456,355.1818181818182,94.27272727272727,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727
