Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,92.0,72.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,71.0,71.0,72.0,72.0,74.0,74.0,75.0,77.0,77.0,78.0,78.0,79.0,78.0,79.0,78.0,80.0,84.0,87.0,85.0,88.0,92.0,92.0
unmatched_applicants,93.0,71.0,72.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,73.0,71.0,73.0,76.0,75.0,73.0,76.0,76.0,76.0,74.0,79.0,77.0,81.0,78.0,84.0,84.0,87.0,87.0,88.0,87.0,90.0
unmatched_applicants,88.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,71.0,70.0,73.0,75.0,76.0,76.0,74.0,76.0,78.0,76.0,77.0,79.0,77.0,82.0,84.0,83.0,87.0,89.0,90.0,92.0,91.0
unmatched_applicants,91.0,73.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,72.0,74.0,73.0,74.0,72.0,75.0,74.0,78.0,79.0,78.0,78.0,80.0,82.0,87.0,83.0,87.0,86.0,88.0,90.0,92.0
unmatched_applicants,90.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,71.0,73.0,70.0,71.0,75.0,74.0,73.0,78.0,76.0,78.0,77.0,80.0,79.0,80.0,77.0,82.0,82.0,86.0,88.0,92.0,91.0,92.0
unmatched_applicants,96.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,74.0,72.0,74.0,73.0,76.0,76.0,74.0,77.0,78.0,77.0,78.0,82.0,77.0,83.0,84.0,88.0,87.0,89.0,89.0,92.0
unmatched_applicants,94.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,71.0,71.0,73.0,73.0,74.0,76.0,75.0,74.0,77.0,77.0,78.0,78.0,79.0,79.0,83.0,85.0,82.0,87.0,84.0,88.0,90.0,92.0
unmatched_applicants,94.0,73.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,73.0,74.0,71.0,73.0,76.0,77.0,79.0,76.0,77.0,80.0,82.0,79.0,83.0,86.0,88.0,92.0,88.0,87.0,93.0
unmatched_applicants,92.0,71.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,72.0,76.0,74.0,75.0,77.0,77.0,74.0,79.0,77.0,81.0,82.0,83.0,83.0,85.0,85.0,86.0,89.0,92.0
unmatched_applicants,96.0,72.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,71.0,70.0,72.0,75.0,73.0,75.0,76.0,74.0,72.0,75.0,77.0,77.0,79.0,78.0,79.0,81.0,82.0,86.0,88.0,87.0,90.0,92.0
unfilled_spots,22.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,10.0,14.0,17.0,15.0,18.0,22.0,22.0
unfilled_spots,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,5.0,3.0,6.0,6.0,6.0,4.0,9.0,7.0,11.0,8.0,14.0,14.0,17.0,17.0,18.0,17.0,20.0
unfilled_spots,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,6.0,6.0,4.0,6.0,8.0,6.0,7.0,9.0,7.0,12.0,14.0,13.0,17.0,19.0,20.0,22.0,21.0
unfilled_spots,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,8.0,9.0,8.0,8.0,10.0,12.0,17.0,13.0,17.0,16.0,18.0,20.0,22.0
unfilled_spots,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,5.0,4.0,3.0,8.0,6.0,8.0,7.0,10.0,9.0,10.0,7.0,12.0,12.0,16.0,18.0,22.0,21.0,22.0
unfilled_spots,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,3.0,6.0,6.0,4.0,7.0,8.0,7.0,8.0,12.0,7.0,13.0,14.0,18.0,17.0,19.0,19.0,22.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,6.0,5.0,4.0,7.0,7.0,8.0,8.0,9.0,9.0,13.0,15.0,12.0,17.0,14.0,18.0,20.0,22.0
unfilled_spots,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,6.0,7.0,9.0,6.0,7.0,10.0,12.0,9.0,13.0,16.0,18.0,22.0,18.0,17.0,23.0
unfilled_spots,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,4.0,5.0,7.0,7.0,4.0,9.0,7.0,11.0,12.0,13.0,13.0,15.0,15.0,16.0,19.0,22.0
unfilled_spots,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,5.0,3.0,5.0,6.0,4.0,2.0,5.0,7.0,7.0,9.0,8.0,9.0,11.0,12.0,16.0,18.0,17.0,20.0,22.0
reviews_per_program,73.71428571428571,73.71428571428571,73.71428571428571,68.3896103896104,62.72727272727273,52.05194805194805,41.0,33.16883116883117,33.714285714285715,32.05194805194805,29.727272727272727,30.155844155844157,29.5974025974026,29.896103896103895,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948
reviews_per_program,73.71428571428571,73.71428571428571,73.71428571428571,71.55844155844156,63.37662337662338,48.38961038961039,40.77922077922078,35.33766233766234,32.324675324675326,33.701298701298704,30.558441558441558,27.01298701298701,27.285714285714285,29.857142857142858,31.272727272727273,33.506493506493506,35.74025974025974,37.97402597402598,40.20779220779221,42.44155844155844,44.675324675324674,46.90909090909091,49.142857142857146,51.37662337662338,53.61038961038961,55.84415584415584,58.077922077922075,60.311688311688314,62.54545454545455,64.77922077922078,67.01298701298701,69.24675324675324,71.48051948051948
