Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,646.0,565.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,567.0,569.0,584.0,582.0,589.0,596.0,613.0,631.0,631.0
unmatched_applicants,654.0,566.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,567.0,564.0,568.0,577.0,588.0,580.0,604.0,597.0,610.0,644.0,643.0
unmatched_applicants,654.0,565.0,569.0,566.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,566.0,564.0,568.0,578.0,577.0,583.0,599.0,614.0,617.0,629.0,636.0
unmatched_applicants,655.0,566.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,566.0,568.0,566.0,580.0,587.0,587.0,602.0,605.0,619.0,629.0,639.0
unmatched_applicants,647.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,564.0,567.0,573.0,585.0,586.0,603.0,611.0,611.0,624.0,632.0
unmatched_applicants,639.0,567.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,577.0,580.0,580.0,601.0,608.0,612.0,624.0,630.0
unmatched_applicants,642.0,569.0,565.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,566.0,568.0,575.0,573.0,588.0,593.0,611.0,612.0,622.0,648.0
unmatched_applicants,649.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,568.0,572.0,589.0,589.0,599.0,610.0,616.0,624.0,643.0
unmatched_applicants,655.0,570.0,565.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,566.0,567.0,568.0,580.0,587.0,586.0,595.0,614.0,633.0,624.0,626.0
unmatched_applicants,647.0,566.0,565.0,566.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,565.0,564.0,564.0,570.0,584.0,587.0,588.0,601.0,607.0,618.0,624.0,643.0
