Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,1384.0,1261.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1265.0,1266.0,1262.0,1280.0,1304.0,1304.0,1315.0,1329.0,1351.0
unmatched_applicants,1399.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1258.0,1261.0,1268.0,1270.0,1290.0,1299.0,1315.0,1329.0,1346.0
unmatched_applicants,1384.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1271.0,1269.0,1283.0,1298.0,1310.0,1314.0,1324.0,1353.0
unmatched_applicants,1386.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1263.0,1260.0,1268.0,1279.0,1286.0,1305.0,1318.0,1334.0,1340.0
unmatched_applicants,1380.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1258.0,1263.0,1265.0,1289.0,1301.0,1306.0,1308.0,1321.0,1352.0
unmatched_applicants,1388.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1271.0,1261.0,1273.0,1308.0,1304.0,1298.0,1332.0,1342.0
unmatched_applicants,1391.0,1260.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1265.0,1266.0,1277.0,1294.0,1310.0,1312.0,1329.0,1339.0
unmatched_applicants,1374.0,1263.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1258.0,1271.0,1266.0,1274.0,1300.0,1313.0,1301.0,1342.0,1348.0
unmatched_applicants,1384.0,1259.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1264.0,1260.0,1272.0,1273.0,1298.0,1298.0,1316.0,1331.0,1344.0
unmatched_applicants,1377.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1267.0,1265.0,1276.0,1291.0,1306.0,1324.0,1342.0,1341.0
unfilled_spots,126.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,22.0,46.0,46.0,57.0,71.0,93.0
unfilled_spots,141.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,12.0,32.0,41.0,57.0,71.0,88.0
unfilled_spots,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,11.0,25.0,40.0,52.0,56.0,66.0,95.0
unfilled_spots,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,10.0,21.0,28.0,47.0,60.0,76.0,82.0
unfilled_spots,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,7.0,31.0,43.0,48.0,50.0,63.0,94.0
unfilled_spots,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,15.0,50.0,46.0,40.0,74.0,84.0
unfilled_spots,133.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,19.0,36.0,52.0,54.0,71.0,81.0
unfilled_spots,116.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,8.0,16.0,42.0,55.0,43.0,84.0,90.0
unfilled_spots,126.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,15.0,40.0,40.0,58.0,73.0,86.0
unfilled_spots,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,18.0,33.0,48.0,66.0,84.0,83.0
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,182.259900990099,130.68564356435644,89.4059405940594,82.97772277227723,89.56683168316832,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.60643564356437,181.91336633663366,131.40841584158414,92.00990099009901,83.57920792079207,89.56435643564356,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.51732673267327,200.5618811881188,182.16831683168317,131.02227722772278,91.32673267326733,84.74009900990099,89.25247524752476,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.11633663366337,180.7549504950495,131.06930693069307,91.83168316831683,83.86881188118812,89.25247524752476,97.61386138613861,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.26732673267327,180.7029702970297,133.76980198019803,91.0940594059406,83.9480198019802,89.25247524752476,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.25742574257427,181.7549504950495,134.16831683168317,93.67326732673267,85.68316831683168,90.15841584158416,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.91584158415841,178.52722772277227,133.76732673267327,91.37871287128714,86.19059405940594,89.50990099009901,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.66831683168317,179.63118811881188,134.01237623762376,90.55445544554455,84.05940594059406,90.13613861386139,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
