Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,305.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,209.0,213.0,218.0,221.0,220.0,227.0,231.0,231.0,232.0,240.0,242.0,258.0,267.0,280.0,285.0,294.0,300.0
unmatched_applicants,313.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,205.0,204.0,206.0,203.0,216.0,216.0,219.0,223.0,229.0,232.0,233.0,239.0,242.0,246.0,259.0,270.0,275.0,281.0,296.0,298.0
unmatched_applicants,301.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,208.0,211.0,212.0,217.0,219.0,221.0,225.0,230.0,231.0,236.0,241.0,246.0,251.0,267.0,277.0,282.0,294.0,305.0
unmatched_applicants,309.0,202.0,201.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,201.0,208.0,207.0,218.0,224.0,222.0,226.0,230.0,234.0,236.0,241.0,247.0,263.0,263.0,278.0,289.0,290.0,304.0
unmatched_applicants,307.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,207.0,213.0,216.0,217.0,217.0,223.0,226.0,229.0,232.0,236.0,241.0,250.0,259.0,268.0,277.0,286.0,297.0,300.0
unmatched_applicants,309.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,205.0,210.0,212.0,221.0,223.0,220.0,226.0,229.0,229.0,232.0,236.0,251.0,262.0,264.0,272.0,285.0,296.0,301.0
unmatched_applicants,310.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,204.0,209.0,217.0,215.0,219.0,221.0,227.0,227.0,231.0,238.0,237.0,247.0,261.0,273.0,279.0,291.0,288.0,299.0
unmatched_applicants,305.0,201.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,203.0,205.0,210.0,210.0,217.0,220.0,220.0,217.0,230.0,233.0,236.0,238.0,240.0,253.0,268.0,277.0,284.0,294.0,297.0
unmatched_applicants,299.0,201.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,210.0,201.0,213.0,217.0,221.0,218.0,218.0,226.0,231.0,230.0,239.0,242.0,247.0,258.0,266.0,277.0,277.0,291.0,308.0
unmatched_applicants,307.0,205.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,201.0,208.0,210.0,212.0,219.0,218.0,228.0,231.0,230.0,236.0,240.0,242.0,254.0,269.0,282.0,283.0,286.0,301.0
unfilled_spots,104.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,12.0,17.0,20.0,19.0,26.0,30.0,30.0,31.0,39.0,41.0,57.0,66.0,79.0,84.0,93.0,99.0
unfilled_spots,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,15.0,15.0,18.0,22.0,28.0,31.0,32.0,38.0,41.0,45.0,58.0,69.0,74.0,80.0,95.0,97.0
unfilled_spots,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,11.0,16.0,18.0,20.0,24.0,29.0,30.0,35.0,40.0,45.0,50.0,66.0,76.0,81.0,93.0,104.0
unfilled_spots,108.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,6.0,17.0,23.0,21.0,25.0,29.0,33.0,35.0,40.0,46.0,62.0,62.0,77.0,88.0,89.0,103.0
unfilled_spots,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,12.0,15.0,16.0,16.0,22.0,25.0,28.0,31.0,35.0,40.0,49.0,58.0,67.0,76.0,85.0,96.0,99.0
unfilled_spots,108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,11.0,20.0,22.0,19.0,25.0,28.0,28.0,31.0,35.0,50.0,61.0,63.0,71.0,84.0,95.0,100.0
unfilled_spots,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,16.0,14.0,18.0,20.0,26.0,26.0,30.0,37.0,36.0,46.0,60.0,72.0,78.0,90.0,87.0,98.0
unfilled_spots,104.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,9.0,16.0,19.0,19.0,16.0,29.0,32.0,35.0,37.0,39.0,52.0,67.0,76.0,83.0,93.0,96.0
unfilled_spots,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,12.0,16.0,20.0,17.0,17.0,25.0,30.0,29.0,38.0,41.0,46.0,57.0,65.0,76.0,76.0,90.0,107.0
unfilled_spots,106.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,9.0,11.0,18.0,17.0,27.0,30.0,29.0,35.0,39.0,41.0,53.0,68.0,81.0,82.0,85.0,100.0
reviews_per_program,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,252.873417721519,233.16455696202533,149.1139240506329,95.35443037974683,81.89873417721519,86.59493670886076,93.92405063291139,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773
reviews_per_program,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,254.68354430379748,234.32911392405063,159.0759493670886,102.65822784810126,78.70886075949367,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773
reviews_per_program,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,252.86075949367088,239.7594936708861,164.45569620253164,91.07594936708861,82.55696202531645,86.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773
reviews_per_program,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,255.873417721519,217.7594936708861,157.9493670886076,95.65822784810126,75.82278481012658,86.35443037974683,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773
reviews_per_program,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,257.7974683544304,237.86075949367088,152.39240506329114,102.60759493670886,77.70886075949367,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773
