Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,223.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,209.0,208.0
unmatched_applicants,221.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,211.0,206.0
unmatched_applicants,223.0,206.0,207.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,206.0,211.0
unmatched_applicants,221.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,209.0,206.0
unmatched_applicants,225.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,208.0,210.0
unmatched_applicants,225.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,212.0,209.0
unmatched_applicants,225.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,214.0,210.0
unmatched_applicants,220.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,212.0,204.0
unmatched_applicants,223.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,208.0
unmatched_applicants,224.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,206.0
unfilled_spots,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
unfilled_spots,19.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0
unfilled_spots,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0
unfilled_spots,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
unfilled_spots,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,111.65822784810126,103.9367088607595,76.39240506329114,61.68354430379747,61.25316455696203,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,112.68354430379746,103.40506329113924,77.78481012658227,58.0253164556962,61.31645569620253,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,106.44303797468355,73.44303797468355,58.050632911392405,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,103.56962025316456,78.81012658227849,57.12658227848101,61.392405063291136,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,101.60759493670886,81.0253164556962,58.74683544303797,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,104.67088607594937,76.82278481012658,59.78481012658228,61.936708860759495,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
reviews_per_program,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,113.73417721518987,103.54430379746836,76.16455696202532,62.18987341772152,61.91139240506329,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519
