Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,811.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,733.0,734.0,735.0,741.0,745.0,747.0,750.0,758.0,764.0,766.0,779.0,779.0,781.0,787.0,785.0,801.0,804.0,810.0
unmatched_applicants,816.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,731.0,731.0,731.0,746.0,743.0,742.0,750.0,753.0,763.0,765.0,771.0,775.0,782.0,786.0,794.0,797.0,802.0,797.0
unmatched_applicants,813.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,730.0,736.0,741.0,743.0,744.0,754.0,756.0,765.0,761.0,773.0,768.0,788.0,789.0,790.0,789.0,797.0,816.0
unmatched_applicants,824.0,730.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,726.0,729.0,729.0,734.0,739.0,742.0,738.0,747.0,761.0,760.0,764.0,769.0,779.0,784.0,788.0,791.0,798.0,802.0,811.0
unmatched_applicants,816.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,728.0,727.0,736.0,749.0,745.0,749.0,751.0,757.0,765.0,767.0,777.0,777.0,785.0,785.0,795.0,798.0,800.0,804.0
unmatched_applicants,820.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,728.0,730.0,733.0,735.0,738.0,751.0,757.0,761.0,765.0,767.0,772.0,776.0,778.0,784.0,795.0,795.0,799.0,801.0
unmatched_applicants,816.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,731.0,732.0,728.0,742.0,745.0,751.0,752.0,758.0,766.0,769.0,771.0,781.0,785.0,788.0,790.0,802.0,797.0,810.0
unmatched_applicants,814.0,731.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,726.0,731.0,730.0,732.0,744.0,745.0,738.0,752.0,757.0,762.0,770.0,773.0,777.0,789.0,787.0,785.0,791.0,794.0,802.0
unmatched_applicants,818.0,732.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,726.0,729.0,732.0,726.0,730.0,735.0,745.0,747.0,755.0,757.0,769.0,766.0,771.0,776.0,786.0,785.0,793.0,800.0,804.0,810.0
unmatched_applicants,811.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,732.0,733.0,737.0,740.0,747.0,743.0,749.0,759.0,762.0,766.0,771.0,776.0,778.0,789.0,788.0,793.0,804.0,804.0
unfilled_spots,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,9.0,15.0,19.0,21.0,24.0,32.0,38.0,40.0,53.0,53.0,55.0,61.0,59.0,75.0,78.0,84.0
unfilled_spots,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,20.0,17.0,16.0,24.0,27.0,37.0,39.0,45.0,49.0,56.0,60.0,68.0,71.0,76.0,71.0
unfilled_spots,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,15.0,17.0,18.0,28.0,30.0,39.0,35.0,47.0,42.0,62.0,63.0,64.0,63.0,71.0,90.0
unfilled_spots,98.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,8.0,13.0,16.0,12.0,21.0,35.0,34.0,38.0,43.0,53.0,58.0,62.0,65.0,72.0,76.0,85.0
unfilled_spots,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,10.0,23.0,19.0,23.0,25.0,31.0,39.0,41.0,51.0,51.0,59.0,59.0,69.0,72.0,74.0,78.0
unfilled_spots,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,9.0,12.0,25.0,31.0,35.0,39.0,41.0,46.0,50.0,52.0,58.0,69.0,69.0,73.0,75.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,16.0,19.0,25.0,26.0,32.0,40.0,43.0,45.0,55.0,59.0,62.0,64.0,76.0,71.0,84.0
unfilled_spots,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,6.0,18.0,19.0,12.0,26.0,31.0,36.0,44.0,47.0,51.0,63.0,61.0,59.0,65.0,68.0,76.0
unfilled_spots,92.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,4.0,9.0,19.0,21.0,29.0,31.0,43.0,40.0,45.0,50.0,60.0,59.0,67.0,74.0,78.0,84.0
unfilled_spots,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,11.0,14.0,21.0,17.0,23.0,33.0,36.0,40.0,45.0,50.0,52.0,63.0,62.0,67.0,78.0,78.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,285.05555555555554,280.587962962963,234.9814814814815,150.14814814814815,97.7175925925926,83.8425925925926,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
