Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,412.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,397.0,396.0,403.0,404.0,407.0
unmatched_applicants,409.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,403.0,401.0,409.0,412.0
unmatched_applicants,411.0,396.0,396.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,399.0,399.0,396.0,402.0,404.0,407.0,410.0
unmatched_applicants,416.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,398.0,400.0,402.0,405.0,407.0
unmatched_applicants,413.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,396.0,398.0,403.0,400.0,401.0,414.0
unmatched_applicants,420.0,398.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,398.0,400.0,403.0,405.0,411.0
unmatched_applicants,412.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,401.0,407.0,405.0,408.0
unmatched_applicants,412.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,402.0,405.0,412.0,410.0,410.0
unmatched_applicants,412.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,396.0,398.0,400.0,403.0,407.0
unmatched_applicants,415.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,403.0,396.0,403.0,400.0,411.0
unfilled_spots,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,11.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,13.0,16.0
